title,include1,include2,source,include_final
"Hydrologic modeling using elevationally adjusted NARR and NARCCAP regional climate-model simulations: Tucannon River, Washington.",Yes,NA,cabpro,Yes
"Modeling ecohydrological impacts of land management and water use in the Silver Creek basin, Idaho.",Yes,NA,cabpro,Yes
Unpacking the 'information barrier': comparing perspectives on information as a barrier to climate change adaptation in the interior mountain West.,Yes,NA,cabpro,Yes
"Warming, competition, and <i xmlns=""http://www.w3.org/1999/xhtml"">Bromus tectorum</i> population growth across an elevation gradient.",Yes,NA,cabpro,Yes
Slope aspect mediates fine-scale tree establishment patterns at upper treeline during wet and dry periods of the 20th century.,Yes,NA,cabpro,Yes
Climate trends but little net water supply shift in one of Canada's most water-stressed regions over the last century.,Yes,NA,cabpro,Yes
Climate change adaptation and restoration of western trout streams: opportunities and strategies.,Yes,NA,cabpro,Yes
Using custom scientific workflow software and GIS to inform protected area climate adaptation planning in the Greater Yellowstone Ecosystem.,Yes,NA,cabpro,Yes
A new framework for spatio-temporal climate change impact assessment for terrestrial wildlife.,Yes,NA,cabpro,Yes
Geologic and geomorphic controls on the occurrence of fens in the Oregon cascades and implications for vulnerability and conservation.,Yes,NA,cabpro,Yes
"Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns.",Yes,NA,cabpro,Yes
"Modelling the northward expansion of <i xmlns=""http://www.w3.org/1999/xhtml"">Culicoides sonorensis</i> (Diptera: Ceratopogonidae) under future climate scenarios.",Yes,NA,cabpro,Yes
"Adapting transportation to climate change on federal lands in Washington state, U.S.A.",Yes,NA,cabpro,Yes
Are high-severity fires burning at much higher rates recently than historically in dry-forest landscapes of the Western USA?,Yes,NA,cabpro,Yes
"ISAW: integrating structure, actors, and water to study socio-hydro-ecological systems.",Yes,NA,cabpro,Yes
Forest managers' response to climate change science: evaluating the constructs of boundary objects and organizations.,Yes,NA,cabpro,Yes
Nutritional analysis of sagebrush by near-infrared reflectance spectroscopy.,Yes,NA,cabpro,Yes
Regional carbon cycle responses to 25 years of variation in climate and disturbance in the US Pacific Northwest.,Yes,NA,cabpro,Yes
Influences of vegetation disturbance on hydrogeomorphic response following wildfire.,Yes,NA,cabpro,Yes
Surface water input from snowmelt and rain throughfall in western juniper: potential impacts of climate change and shifts in semi-arid vegetation.,Yes,NA,cabpro,Yes
Seed bank and big sagebrush plant community composition in a range margin for big sagebrush.,Yes,NA,cabpro,Yes
Effect of bedrock permeability on stream base flow mean transit time scaling relations: 1. A multiscale catchment intercomparison.,Yes,NA,cabpro,Yes
Regeneration of montane forests 24 years after the 1988 Yellowstone fires: a fire-catalyzed shift in lower treelines?,Yes,NA,cabpro,Yes
An investigation of the snowpack signal in moisture-sensitive trees from the Southern Canadian Cordillera.,Yes,NA,cabpro,Yes
Occupancy and abundance of predator and prey: implications of the fire-cheatgrass cycle in sagebrush ecosystems.,Yes,NA,cabpro,Yes
Regional diversity reverses the negative impacts of an alien predator on local species-poor communities.,Yes,NA,cabpro,Yes
Nutrients associated with terrestrial dissolved organic matter drive changes in zooplankton:phytoplankton biomass ratios in an alpine lake.,Yes,NA,cabpro,Yes
Human-induced modifications to land surface fluxes and their implications on water management under past and future climate change conditions.,Yes,NA,cabpro,Yes
Near-infrared spectrometry (NIRS): a new tool for inferring past climatic changes from lake sediments,Maybe,NA,cabpro,Maybe
Parameterization and Sensitivity Analysis of the BIOME-BGC Terrestrial Ecosystem Model: Net Primary Production Controls,Maybe,NA,cabpro,Maybe
"Melting Glaciers: A Major Source of Persistent Organochlorines to Subalpine Bow Lake in Banff National Park, Canada",Maybe,NA,cabpro,Maybe
Dendroclimatic reconstruction of precipitation for sites in the southern Canadian Rockies,Maybe,NA,cabpro,Maybe
Mean Annual Temperature and Total Annual Precipitation Trends at Canadian Biosphere Reserves,Maybe,NA,cabpro,Maybe
"Annual and decadal climate forcing of historical fire regimes in the interior Pacific Northwest, USA",Yes,NA,cabpro,Yes
Hydroclimate of the Western United States Based on Observations and Regional Climate Simulation of 1981-2000. Part II: Mesoscale ENSO Anomalies,Yes,NA,cabpro,Yes
Statistical Precipitation Downscaling over the Northwestern United States Using Numerically Simulated Precipitation as a Predictor,Yes,NA,cabpro,Yes
Twentieth-Century Sea Surface Temperature Patterns in the Pacific during Decadal Moisture Regimes over the United States,Yes,NA,cabpro,Yes
"RHESSys: Regional Hydro-Ecologic Simulation System--An Object-Oriented Approach to Spatially Distributed Modeling of Carbon, Water, and Nutrient Cycling",Maybe,NA,cabpro,Maybe
Understanding Controls on Historical River Discharge in the World's Largest Drainage Basins,Yes,NA,cabpro,Yes
Precipitation Shifts over Western North America as a Result of Declining Arctic Sea Ice Cover: The Coupled System Response,Maybe,NA,cabpro,Maybe
Surface Boundary Conditions for Mesoscale Regional Climate Models,Maybe,NA,cabpro,Maybe
Transient Future Climate over the Western United States Using a Regional Climate Model,Yes,NA,cabpro,Yes
Methane Emissions from Natural Wetlands in the United States: Satellite-Derived Estimation Based on Ecosystem Carbon Cycling,Maybe,NA,cabpro,Maybe
"Long-term relationships between reconstructed seasonal mass balance at Peyto Glacier, Canada, and Pacific sea surface temperatures",Maybe,NA,cabpro,Maybe
CO,Maybe,NA,cabpro,Maybe
"Long-Duration Drought Variability and Impacts on Ecosystem Services: A Case Study from Glacier National Park, Montana",Yes,NA,cabpro,Yes
Terrestrial Carbon Sinks for the United States Predicted from MODIS Satellite Data and Ecosystem Modeling,Maybe,NA,cabpro,Maybe
The Effects of Different Climate Input Datasets on Simulated Carbon Dynamics in the Western Arctic,NA,NA,cabpro,NA
The Tension between Fire Risk and Carbon Storage: Evaluating U.S. Carbon and Fire Management Strategies through Ecosystem Models,Maybe,NA,cabpro,Maybe
6-Hour to 1-Year Variance of Five Global Precipitation Sets,Maybe,NA,cabpro,Maybe
Effects of Environmental Factors on the Temporal Stability of Phytoplankton Biomass in a Eutrophic Man-Made Lake,Maybe,NA,cabpro,Maybe
Conversion of Blue Water into Green Water for Improving Utilization Ratio of Water Resources in Degraded Karst Areas,Maybe,NA,cabpro,Maybe
Micro Radar Surface Velocimetry for Hydrologic Signal Processing Using a Bandpass Filtering Approach,Maybe,NA,cabpro,Maybe
Nutrient Retention in Restored Streams and Rivers: A Global Review and Synthesis,Maybe,NA,cabpro,Maybe
Energy Recovery in Existing Water Networks: Towards Greater Sustainability,Maybe,NA,cabpro,Maybe
Effects of climate change on snowmelt runoff patterns.,Yes,NA,cabpro,Yes
The Greater Yellowstone ecosystem.,Yes,NA,cabpro,Yes
"The effect of observation time and sampling frequency on mean daily maximum, minimum and average temperature.",Yes,NA,cabpro,Yes
Areal extent of seasonal snow cover in a changed climate.,Yes,NA,cabpro,Yes
"Carbon isotope variation in Douglas-fir foliage: improving the ��<sup xmlns=""http://www.w3.org/1999/xhtml"">13</sup>C-climate relationship.",Maybe,NA,cabpro,Maybe
Transferring soils from high- to low-elevation forests increases nitrogen cycling rates: climate change implications.,Yes,NA,cabpro,Yes
Potential climate change impacts on mountain watersheds in the Pacific Northwest.,Yes,NA,cabpro,Yes
The effect of climate change on floods in British Columbia.,Yes,NA,cabpro,Yes
Pacific Northwest regional assessment: the impacts of climate variability and climate change on the water resources of the Columbia River Basin.,Yes,NA,cabpro,Yes
"Are climate-tree growth relationships changing in North-Central Idaho, U.S.A.?",Yes,NA,cabpro,Yes
A comparison of delta change and downscaled GCM scenarios for three mountainous basins in the United States.,Yes,NA,cabpro,Yes
"Time-series analysis of ��<sup xmlns=""http://www.w3.org/1999/xhtml"">13</sup>C from tree rings. I. Time trends and autocorrelation.",Yes,NA,cabpro,Yes
"Growth response of ponderosa pine (<i xmlns=""http://www.w3.org/1999/xhtml"">Pinus ponderosa</i>) to climate in the eastern Cascade Mountains, Washington, U.S.A.: implications for climatic change.",Yes,NA,cabpro,Yes
Trends in temperature and precipitation in the Pacific Northwest during the twentieth century.,Yes,NA,cabpro,Yes
"Modelling conifer species distributions in mountain forests of Washington State, USA.",Yes,NA,cabpro,Yes
"Carbon storage in subalpine tree island, North Cascade Range, Washington.",Yes,NA,cabpro,Yes
Ecological variability of high elevation forests in central British Columbia.,Yes,NA,cabpro,Yes
Assessing the restoration potential of altered rangeland ecosystems in the Interior Columbia Basin.,Maybe,NA,cabpro,Maybe
"Rocky Mountain ecosystems: diversity, complexity and interactions.",Yes,NA,cabpro,Yes
"Interannual variability in aboveground tree growth in Stehekin River watershed, North Cascade Range, Washington.",Yes,NA,cabpro,Yes
A method for estimating vulnerability of Douglas-fir growth to climate change in the northwestern U.S.,Yes,NA,cabpro,Yes
"Temperature regulation of bud-burst phenology within and among years in a young Douglas-fir (<i xmlns=""http://www.w3.org/1999/xhtml"">Pseudotsuga menziesii</i>) plantation in western Washington, USA.",Yes,NA,cabpro,Yes
A bird's eye view of small tenure holdings in British Columbia.,Yes,NA,cabpro,Yes
Regional precipitation-frequency analysis and spatial mapping for 24-hour and 2-hour durations for Washington State.,Yes,NA,cabpro,Yes
The metagovernance of climate change: institutional adaptation to the mountain pine beetle epidemic in British Columbia.,Yes,NA,cabpro,Yes
US Forest Service bark beetle research in the western United States: looking toward the future.,Maybe,NA,cabpro,Maybe
Development of a decision-support framework for conservation planning in the British Columbia Interior.,Yes,NA,cabpro,Yes
Has spring snowpack declined in the Washington Cascades?,Yes,NA,cabpro,Yes
"Mountain pine beetle, wildlife habitat, and biodiversity: lessons learned and future challenges.",Yes,NA,cabpro,Yes
"Impact of climate change on North Cascade alpine glaciers, and alpine runoff.",Yes,NA,cabpro,Yes
Divergence and diversification in North American Psoraleeae (Fabaceae) due to climate change.,Yes,NA,cabpro,Yes
Learning to deal with climate change and catastrophic forest disturbances.,Yes,NA,cabpro,Yes
Controls on the temporal and spatial variability of soil moisture in a mountainous landscape: the signature of snow and complex terrain.,Yes,NA,cabpro,Yes
Downscaling hydroclimatic changes over the Western US based on CAM subgrid scheme and WRF regional climate simulations.,Yes,NA,cabpro,Yes
"Changes in patterns of streamflow from unregulated watersheds in Idaho, western Wyoming, and northern Nevada.",Yes,NA,cabpro,Yes
Forest health and climate change: a British Columbia perspective.,Yes,NA,cabpro,Yes
Decline of planted lodgepole pine in the southern interior of British Columbia.,Yes,NA,cabpro,Yes
"Global warming impact: flood events, wet-dry conditions and changing scene in world food security.",Maybe,NA,cabpro,Maybe
Striving for sustainability and resilience in the face of unprecedented change: the case of the mountain pine beetle outbreak in British Columbia.,Yes,NA,cabpro,Yes
"Tree invasion of a montane meadow complex: temporal trends, spatial patterns, and biotic interactions.",Yes,NA,cabpro,Yes
Climatic variability regulates the occurrence and extent of large fires in the subalpine forests of the Canadian Rockies.,Yes,NA,cabpro,Yes
Global weirding in British Columbia: climate change and the habitat of terrestrial vertebrates.,Yes,NA,cabpro,Yes
A vulnerability-based strategy to incorporate climate change in regional conservation planning: framework and case study for the British Columbia Central Interior.,Maybe,NA,cabpro,Maybe
Standardized occupancy maps for selected wildlife in Central British Columbia.,Yes,NA,cabpro,Yes
"Trends in indices for extremes in daily air temperature over Utah, USA.",Yes,NA,cabpro,Yes
Climate change and Western public lands: a survey of U.S. federal land managers on the status of adaptation efforts.,Yes,NA,cabpro,Yes
"Sensitivity of berry productivity to climatic variation in the Cabinet-Yaak grizzly bear recovery zone, Northwest United States, 1989-2010.",Yes,NA,cabpro,Yes
"Climate change, water, and public health: a high-altitude perspective.",Maybe,NA,cabpro,Maybe
Wood microsites at timberline-alpine meadow borders: implications for conifer seedling regeneration and alpine meadow conifer invasion.,Yes,NA,cabpro,Yes
Biodiversity indicators show climate change will alter vegetation in parks and protected areas.,Yes,NA,cabpro,Yes
Restoring salmon habitat for a changing climate.,Yes,NA,cabpro,Yes
Climate change opportunities for Idaho's irrigation supply and deliveries.,Yes,NA,cabpro,Yes
Climate change and stream temperature projections in the Columbia River basin: habitat implications of spatial variation in hydrologic drivers.,Yes,NA,cabpro,Yes
Climate-moderated responses to wildfire by macroinvertebrates and basal food resources in montane wilderness streams.,Yes,NA,cabpro,Yes
Genetic diversity is related to climatic variation and vulnerability in threatened bull trout.,Yes,NA,cabpro,Yes
Floodplain forest succession reveals fluvial processes: a hydrogeomorphic model for temperate riparian woodlands.,Yes,NA,cabpro,Yes
Implications of climate change for turnover in forest composition.,Yes,NA,cabpro,Yes
Implications of climate change on wind erosion of agricultural lands in the Columbia plateau.,Maybe,NA,cabpro,Maybe
"Floristic similarity, diversity and endemism as indicators of refugia characteristics and needs in the West.",Yes,NA,cabpro,Yes
The cold-water climate shield: delineating refugia for preserving salmonid fishes through the 21st century.,Yes,NA,cabpro,Yes
"Non-stationary temporal response of mountain hemlock growth to climatic variability in the North Cascade Range, Washington, USA.",Yes,NA,cabpro,Yes
Assessing the impacts of projected climate change on biodiversity in the protected areas of western North America.,Yes,NA,cabpro,Yes
A model for mountain pine beetle outbreaks in an age-structured forest: predicting severity and outbreak-recovery cycle period.,Maybe,NA,cabpro,Maybe
Assessing differences in snowmelt-dependent hydrologic projections using CMIP3 and CMIP5 climate forcing data for the western United States.,Yes,NA,cabpro,Yes
"Linkages between hydrological drought, climate indices and human activities: a case study in the Columbia River basin.",Yes,NA,cabpro,Yes
Relative importance of climate and mountain pine beetle outbreaks on the occurrence of large wildfires in the western USA.,Yes,NA,cabpro,Yes
The natural history of the South Hills crossbill in relation to its impending extinction.,Yes,NA,cabpro,Yes
Scientific knowledge and knowledge needs in climate adaptation policy: a case study of diverse mountain regions.,Yes,NA,cabpro,Yes
Impacts of projected climate changes on streamflow and sediment transport for three snowmelt-dominated rivers in the interior Pacific Northwest.,Yes,NA,cabpro,Yes
High and dry: post-fire tree seedling establishment in subalpine forests decreases with post-fire drought and large stand-replacing burn patches.,Yes,NA,cabpro,Yes
Climate influences on whitebark pine mortality from mountain pine beetle in the Greater Yellowstone Ecosystem.,Yes,NA,cabpro,Yes
Simulated water budget of a small forested watershed in the continental/maritime hydroclimatic region of the United States.,Yes,NA,cabpro,Yes
An integrated site characterization-to-optimization study for commercial-scale carbon dioxide storage.,Maybe,NA,cabpro,Maybe
Long-term post-disturbance forest recovery in the Greater Yellowstone Ecosystem analyzed using Landsat Time Series Stack.,Yes,NA,cabpro,Yes
"Targeted capture sequencing in whitebark pine reveals range-wide demographic and adaptive patterns despite challenges of a large, repetitive genome.",Yes,NA,cabpro,Yes
Potential influence of wildfire in modulating climate-induced forest redistribution in a central Rocky Mountain landscape.,Yes,NA,cabpro,Yes
"Influence of climate on radial growth and cone production in subalpine fir (<i xmlns=""http://www.w3.org/1999/xhtml"">Abies lasiocarpa</i>) and mountain hemlock (<i xmlns=""http://www.w3.org/1999/xhtml"">Tsuga mertensiana</i>).",Yes,NA,cabpro,Yes
"Efffects of hydrology on zooplankton communities in high mountain ponds, Mount Rainier National Park, USA",Yes,NA,cabpro,Yes
Effect of climate change on hydrologic regime of two climatically different watersheds,Yes,NA,cabpro,Yes
Phenology-mediated effects of climatic change on some simulated British Columbia forests.,Yes,NA,cabpro,Yes
"Hydrologic regimes of forested, mountainous, headwater basins in New Hampshire, North Carolina, Oregon, Puerto Rico",Yes,NA,cabpro,Yes
"A 14,000-year oxygen isotope record from diatom silica in two Alpine Lakes on Mt. Kenya",NA,NA,cabpro,NA
Mountain hemlock growth responds to climatic variability at annual and decadal time scales.,Yes,NA,cabpro,Yes
"A multi-proxy Holocene record of environmental change from the sediments of Skinny Lake, Iskut region, northern British Columbia, Canada",NA,NA,cabpro,NA
"Impacts of increased atmospheric CO<sub xmlns=""http://www.w3.org/1999/xhtml"">2</sub> on the hydroclimate of the western United States.",Yes,NA,cabpro,Yes
Growth responses of subalpine fir to climatic variability in the Pacific Northwest.,Yes,NA,cabpro,Yes
Trends in Temperature and Precipitation in the Pacific Northwest During the Twentieth Century,Yes,NA,cabpro,Yes
Hydroclimate of the Western United States based on observations and regional climate simulation of 1981-2000. Part II: Mesoscale ENSO anomalies.,Yes,NA,cabpro,Yes
Trends in snow water equivalent in the Pacific Northwest and their climatic causes.,Yes,NA,cabpro,Yes
"Changes in the chemistry of lakes and precipitation in high-elevation national parks in the western United States, 1985-1999.",Yes,NA,cabpro,Yes
"Postglacial fire, vegetation, and climate history in the Clearwater Range, Northern Idaho, USA.",Yes,NA,cabpro,Yes
Climate precursors of multidecadal drought variability in the western United States.,Yes,NA,cabpro,Yes
Complex interactions shaping aspen dynamics in the Greater Yellowstone Ecosystem.,Yes,NA,cabpro,Yes
"Regional relationships between climate and wildfire-burned area in the Interior West, USA.",Yes,NA,cabpro,Yes
"Water, adaptation, and property rights on the Snake and Klamath Rivers.",Yes,NA,cabpro,Yes
Climate change implications for wind power resources in the Northwest United States.,Yes,NA,cabpro,Yes
Climate drivers of regionally synchronous fires in the inland Northwest (1651-1900).,Yes,NA,cabpro,Yes
"Long-term fire history from alluvial fan sediments: the role of drought and climate variability, and implications for management of Rocky Mountain forests.",Yes,NA,cabpro,Yes
The relative impact of harvest and fire upon landscape-level dynamics of older forests: lessons from the Northwest Forest Plan.,Yes,NA,cabpro,Yes
Detection and attribution of streamflow timing changes to climate change in the Western United States.,Yes,NA,cabpro,Yes
"The coastal-disjunct mesic flora in the inland Pacific Northwest of USA and Canada: refugia, dispersal and disequilibrium.",Yes,NA,cabpro,Yes
Transient dwarfism of soil fauna during the Paleocene-Eocene Thermal Maximum.,Maybe,NA,cabpro,Maybe
Lost in development's shadow: The downstream human consequences of dams,NA,NA,cabpro,NA
Perspectives on the salience and magnitude of dam impacts for hydro development scenarios in China,NA,NA,cabpro,NA
Predicting effects of hydrologic alteration and climate change on ecosystem metabolism in a western U.S. river.,Yes,NA,cabpro,Yes
Are pollen-based climate models improved by combining surface samples from soil and lacustrine substrates?,Yes,NA,cabpro,Yes
Climate-streamflow linkages in the North-Central Rocky Mountains: implications for a changing climate.,Yes,NA,cabpro,Yes
Reconstructing snowmelt in Idaho's watershed using historic streamflow records.,Yes,NA,cabpro,Yes
"Climatic and morphometric controls on the altitudinal range of glaciers, British Columbia, Canada.",Yes,NA,cabpro,Yes
Use of thermal preference metrics to examine state biomonitoring data for climate change effects.,Maybe,NA,cabpro,Maybe
Distribution of American pikas in a low-elevation lava landscape: conservation implications from the range periphery.,Yes,NA,cabpro,Yes
Ecological impacts and management strategies for western larch in the face of climate-change.,Yes,NA,cabpro,Yes
"Relating climatic attributes and water resources allocation: a study using surface water supply and soil moisture indices in the Snake River basin, Idaho.",Yes,NA,cabpro,Yes
"Climate change predicted to shift wolverine distributions, connectivity, and dispersal corridors.",Yes,NA,cabpro,Yes
Small soil storage capacity limits benefit of winter snowpack to upland vegetation.,Yes,NA,cabpro,Yes
System dynamics to sustainable water resources management in the Eastern Snake Plain Aquifer under water supply uncertainty.,Yes,NA,cabpro,Yes
Impacts of climate change on hydrology and water resources in the Boise and Spokane River basins.,Yes,NA,cabpro,Yes
"Quantifying the contribution of glacier runoff to streamflow in the upper Columbia River Basin, Canada.",Yes,NA,cabpro,Yes
"Effects of ecohydrological variables on current and future ranges, local suitability patterns, and model accuracy in big sagebrush.",Yes,NA,cabpro,Yes
ENSO anomalies over the Western United States: present and future patterns in regional climate simulations.,Yes,NA,cabpro,Yes
The adaptation for conservation targets (ACT) framework: a tool for incorporating climate change into natural resource management.,Yes,NA,cabpro,Yes
Climate and weather influences on spatial temporal patterns of mountain pine beetle populations in Washington and Oregon.,Yes,NA,cabpro,Yes
"Climate and glacier mass balance trends from AD 1780 to present in the Columbia Mountains, British Columbia, Canada.",Yes,NA,cabpro,Yes
Coupling snowpack and groundwater dynamics to interpret historical streamflow trends in the western United States.,Yes,NA,cabpro,Yes
A system dynamics model for conjunctive management of water resources in the Snake River Basin.,Yes,NA,cabpro,Yes
Higher temperatures enhance the effects of invasive sportfish on mountain zooplankton communities.,Yes,NA,cabpro,Yes
Interactive effects of water diversion and climate change for juvenile Chinook salmon in the Lemhi River Basin (U.S.A.).,Yes,NA,cabpro,Yes
Woodland dynamics at the northern range periphery: a challenge for protected area management in a changing world.,Yes,NA,cabpro,Yes
Climate-induced shift in hydrological regime alters basal resource dynamics in a wilderness river ecosystem.,Yes,NA,cabpro,Yes
Climate change impacts on maritime mountain snowpack in the Oregon Cascades.,Yes,NA,cabpro,Yes
An innovative aerial assessment of Greater Yellowstone Ecosystem mountain pine beetle-caused whitebark pine mortality.,Yes,NA,cabpro,Yes
Snowpack regimes of the Western United States.,Yes,NA,cabpro,Yes
Early indicators of change: divergent climate envelopes between tree life stages imply range shifts in the western United States.,Yes,NA,cabpro,Yes
Regional projections of the likelihood of very large wildland fires under a changing climate in the contiguous western United States.,Yes,NA,cabpro,Yes
Mountain landscapes offer few opportunities for high-elevation tree species migration.,Yes,NA,cabpro,Yes
"Holocene climate-fire-vegetation interactions at a subalpine watershed in southeastern British Columbia, Canada.",Yes,NA,cabpro,Yes
Drought-triggered western spruce budworm outbreaks in the interior Pacific Northwest: a multi-century dendrochronological record.,Yes,NA,cabpro,Yes
Coastal and interior Douglas-fir provenances differ in growth performance and response to drought episodes at adult age.,Yes,NA,cabpro,Yes
The water-energy-food security nexus through the lenses of the value chain and IAD frameworks,NA,NA,cabpro,NA
Impacts of forest fires and climate variability on the hydrology of an alpine medium sized catchment in the Canadian Rocky Mountains.,Yes,NA,cabpro,Yes
A simple framework for assessing the sensitivity of mountain watersheds to warming-driven snowpack loss.,Yes,NA,cabpro,Yes
Area burned in the western United States is unaffected by recent mountain pine beetle outbreaks.,Yes,NA,cabpro,Yes
Which tree species and biome types are most vulnerable to climate change in the US Northern Rocky Mountains?,Yes,NA,cabpro,Yes
Climate contributors to forest mosaics: ecological persistence following wildfire.,Yes,NA,cabpro,Yes
"Hydro-meteorological drivers and sources of suspended sediment flux in the pro-glacial zone of the retreating Castle Creek Glacier, Cariboo Mountains, British Columbia, Canada.",Yes,NA,cabpro,Yes
Projected major fire and vegetation changes in the Pacific Northwest of the conterminous United States under selected CMIP5 climate futures.,Yes,NA,cabpro,Yes
"Application of a hybrid forest growth model to evaluate climate change impacts on productivity, nutrient cycling and mortality in a montane forest ecosystem.",Yes,NA,cabpro,Yes
Moisture pathways into the U.S. Intermountain West associated with heavy winter precipitation events.,Yes,NA,cabpro,Yes
Snow cover variability in a forest ecotone of the Oregon Cascades via MODIS Terra products.,Yes,NA,cabpro,Yes
"Spatial and Temporal Variations of Streambed Vertical Hydraulic Conductivity in the Weihe River, China",NA,NA,cabpro,NA
Influence of winter season climate variability on snow-precipitation ratio in the western United States.,Yes,NA,cabpro,Yes
How will climate change affect wildland fire severity in the western US?,Yes,NA,cabpro,Yes
Area burned in alpine treeline ecotones reflects region-wide trends.,Yes,NA,cabpro,Yes
Adaptation of lodgepole pine and interior spruce to climate: implications for reforestation in a warming world.,Yes,NA,cabpro,Yes
"Community structure, biodiversity, and ecosystem services in treeline whitebark pine communities: potential impacts from a non-native pathogen.",Yes,NA,cabpro,Yes
The FireWork air quality forecast system with near-real-time biomass burning emissions: recent developments and evaluation of performance for the 2015 North American wildfire season.,Yes,NA,cabpro,Yes
Seedling regeneration in the alpine treeline ecotone: comparison of wood microsites and adjacent soil substrates.,Yes,NA,cabpro,Yes
Capturing subregional variability in regional-scale climate change vulnerability assessments of natural resources.,Yes,NA,cabpro,Yes
"Transformations accompanying a shift from surface to drip irrigation in the C�nyoles watershed, Valencia, Spain",NA,NA,cabpro,NA
Mountain areas and global change: a view from the Canadian Rockies.,Yes,NA,cabpro,Yes
Responses of arid and semiarid watersheds to increasing carbon dioxide and climate change as shown by simulation studies.,Yes,NA,cabpro,Yes
Montane meadows as indicators of environmental change.,Yes,NA,cabpro,Yes
Upper Yellowstone River flow and teleconnections with Pacific Basin climate variability during the past three centuries.,Yes,NA,cabpro,Yes
Taking the pulse of mountains: ecosystem responses to climatic variability.,Yes,NA,cabpro,Yes
Climatic change and U.S. water resources: from modelled watershed impacts to national estimates.,NA,NA,cabpro,NA
Climate change impacts for the conterminous USA: an integrated assessment. Part 4: Water resources.,NA,NA,cabpro,NA
Snowstorm catastrophes in the United States.,Yes,NA,cabpro,Yes
Abrupt tropical climate change: past and present.,NA,NA,cabpro,NA
Low-frequency variability in Southwestern Canadian stream flow: links with large-scale climate anomalies.,Yes,NA,cabpro,Yes
"Interactions between fire, climate change and forest biodiversity.",NA,NA,cabpro,NA
"Long-term interactions of climate, productivity, species richness, and growth form in relictual sagebrush steppe plant communities.",Yes,NA,cabpro,Yes
"Modeling cold tolerance in the mountain pine beetle, Dendroctonus ponderosae",NA,NA,cabpro,NA
"Climate, hydrologic disturbance, and succession: drivers of floodplain pattern.",Yes,NA,cabpro,Yes
Risk effects in elk: sex-specific responses in grazing and browsing due to predation risk from wolves.,Yes,NA,cabpro,Yes
"Multi-season climate synchronized historical fires in dry forests (1650-1900), northern Rockies, USA.",Yes,NA,cabpro,Yes
"Multi-season climate synchronized forest fires throughout the 20th century, northern Rockies, USA.",Yes,NA,cabpro,Yes
Implications of global climate change for snowmelt hydrology in the twenty-first century.,NA,NA,cabpro,NA
Adaptation to exploit nitrate in surface soils predisposes yellow-cedar to climate-induced decline while enhancing the survival of western redcedar: a new hypothesis.,NA,NA,cabpro,NA
"Ecology and the ratchet of events: climate variability, niche dimensions, and species distributions.",NA,NA,cabpro,NA
American kestrel reproduction in Southwestern Idaho: annual variation and long-term trends.,Yes,NA,cabpro,Yes
Whitebark pine vulnerability to climate-driven mountain pine beetle disturbance in the Greater Yellowstone Ecosystem.,Yes,NA,cabpro,Yes
Enhanced global continental erosion and exhumation driven by Oligo-Miocene climate change.,NA,NA,cabpro,NA
Effects of climate and snow depth on population dynamics at high elevation.,NA,NA,cabpro,NA
"Relative impact of anthropogenic modifications versus climate change on the natural flow regimes of rivers in the Northern Rocky Mountains, United States.",NA,NA,cabpro,NA
"Climate change impacts on water management and irrigated agriculture in the Yakima River Basin, Washington, USA.",NA,NA,cabpro,NA
Potential economic benefits of adapting agricultural production systems to future climate change.,NA,NA,cabpro,NA
Geographic variation in growth response of Douglas-fir to interannual climate variability and projected climate change.,NA,NA,cabpro,NA
"Holocene vegetation, fire and climate history of the Sawtooth Range, central Idaho, USA.",NA,NA,cabpro,NA
Selection of spatial-temporal lattice models: assessing the impact of climate conditions on a mountain pine beetle outbreak.,Yes,NA,cabpro,Yes
Climate change effects on stream and river temperatures across the northwest U.S. from 1980-2009 and implications for salmonid fishes.,NA,NA,cabpro,NA
Changing growth response to wildfire in old-growth ponderosa pine trees in montane forests of north central Idaho.,NA,NA,cabpro,NA
"Fuel treatment impacts on estimated wildfire carbon loss from forests in Montana, Oregon, California, and Arizona.",Yes,NA,cabpro,Yes
Elevated CO did not mitigate the effect of a short-term drought on biological soil crusts.,Maybe,NA,cabpro,Maybe
Radiative forcing of natural forest disturbances.,NA,NA,cabpro,NA
Gradient-based habitat affinities predict species vulnerability to drought.,Yes,NA,cabpro,Yes
Multitemporal snow cover mapping in mountainous terrain for Landsat climate data record development.,Yes,NA,cabpro,Yes
Imputing forest carbon stock estimates from inventory plots to a nationally continuous coverage.,Yes,NA,cabpro,Yes
"Climate extreme and its linkage to regional drought over Idaho, USA.",NA,NA,cabpro,NA
Why land planners and water managers don't talk to one another and why they should!,Yes,NA,cabpro,Yes
Influence of late Quaternary climate change on present patterns of genetic variation in valley oak,NA,NA,cabpro,NA
"Draft genome of the mountain pine beetle, Hopkins, a major forest pest.",Maybe,NA,cabpro,Maybe
Consequences of climate change for biotic disturbances in North American forests.,Maybe,NA,cabpro,Maybe
Rapid increases and time-lagged declines in amphibian occupancy after wildfire.,NA,NA,cabpro,NA
"Simulating effects of land use policies on extent of the wildland urban interface and wildfire risk in Flathead County, Montana.",NA,NA,cabpro,NA
Landscape-scale eco-evolutionary dynamics: selection by seed predators and fire determine a major reproductive strategy.,Yes,NA,cabpro,Yes
