,authors,title,journal,language,type,keywords,keywords2 (assigned by web of science),abstract,year,doi,disciplines,wos_id,Assignment Round 1,Round 1: CRB headwaters?,Round 1: Topically appropriate?,Round 1: Include?,Round 1: Geographic scale,Round 1 Notes,Round 2: Assignment,Round 2: CRB headwaters?,Round 2: Topically appropriate?,Round 2: Include?,Round 2: Geographic scale,Round 2: Notes,Round 3: Assignment,Round 3: Mountainous CRB headwaters?,Round 3: Topically appropriate? ,Round 3: Include?,Round 3: Notes,Round 4: Assignment,Round 4: Mountainous CRB headwaters?,Round 4: Topically appropriate?,Round 4: Inlude?,Round 4: Notes,Mountainous quality questionable?
357,"Legg, Nicholas T.; Meigs, Andrew J.; Grant, Gordon E.; Kennard, Paul","Debris flow initiation in proglacial gullies on Mount Rainier, Washington",GEOMORPHOLOGY,English,Article,Debris flow; In-gully debris flow initiation; Glacier retreat; Climate change; Hazards; Cascade volcanoes,YELLOWSTONE-NATIONAL-PARK; GLACIER RECESSION; OUTBURST FLOODS; USA; HAZARDS; RIVER; LIDAR; FIRE; GENERATION; CHRONOLOGY,"Effects of climate change, retreating glaciers, and changing storm patterns on debris flow hazards concern managers in the Cascade Range (USA) and mountainous areas worldwide. During an intense rainstorm in November 2006, seven debris flows initiated from proglacial gullies of separate basins on the flanks of Mount Rainier. Gully heads at glacier termini and widespread failure of gully walls imply that overland flow was transformed into debris flow along gullies. We characterized gully change and morphology, and assessed spatial distributions of debris flows to infer the processes and conditions for debris flow initiation. Slopes at gully heads were greater than similar to 0.35 m m(-1) (19 degrees) and exhibited a significant negative relationship with drainage area. A break in slope-drainage area trends among debris flow gullies also occurs at similar to 0.35 m m(-1), representing a possible transition to fluvial sediment transport and erosion. An interpreted hybrid model of debris flow initiation involves bed failure near gully heads followed by sediment recruitment from gully walls along gully lengths. Estimates of sediment volume loss from gully walls demonstrate the importance of sediment inputs along gullies for increasing debris flow volumes. Basin comparisons revealed significantly steeper drainage networks and higher elevations in debris flow-producing than non-debris flow-producing proglacial areas. The high slopes and elevations of debris flow-producing proglacial areas reflect positive slope-elevation trends for the Mount Rainier volcano. Glacier extent therefore controls the slope distribution in proglacial areas, and thus potential for debris flow generation. As a result, debris flow activity may increase as glacier termini retreat onto slopes inclined at angles above debris flow initiation thresholds. (C) 2014 Elsevier B.V. All rights reserved.",2014,10.1016/j.geomorph.2014.08.003,Physical Geography; Geology,WOS:000343351300020,Micah,Yes,Yes,Yes,,Mt. Ranier,NA,,,,,,NA,,,,,Micah,Maybe,Yes,Yes,Mt. Ranier,
375,"Dymond, Caren C.; Tedder, Sinclair; Spittlehouse, David L.; Raymer, Brian; Hopkins, Katherine; McCallion, Katharine; Sandland, James",Diversifying managed forests to increase resilience,CANADIAN JOURNAL OF FOREST RESEARCH,English,Article,resilience; adaptation; climate change; forest management; temperate forests; mountain pine beetle; landscape ecology; economic analysis; timber supply,SOCIAL-ECOLOGICAL SYSTEMS; CLIMATE-CHANGE; BRITISH-COLUMBIA; ADAPTATION; BIODIVERSITY; PERSPECTIVE; PRODUCTIVITY; UNCERTAINTY; TEMPERATE; LANDSCAPE,"In British Columbia, Canada, a recent epidemic of mountain pine beetle (Dendroctonus ponderosae Hopkins, 1902) caused widespread forest mortality. This epidemic was due in part to the changing climate, and damage from pests and diseases is expected to increase in the future. Therefore, we used a historical retrospective approach as a proxy to evaluate management options on reducing the forest health damage that may occur under a future changing climate. We assessed two landscape-scale strategies, intended to increase tree species diversity, for the response in ecosystem resilience and compared the results with the business-as-usual strategy. The assessment was based on simulation modelling of the Merritt Timber Supply Area for 1980-2060. We applied a strategy to increase the harvest of the most dominant tree species, plant more diverse species, and increase natural regeneration. This strategy resulted in greater ecological resilience (higher diversity and growing stocks), higher harvest rates, and higher, more consistent net revenue over time than the business-as-usual strategy or the strategy that only employed a diversity of planting. A sensitivity analysis indicated a high level of robustness in the results. Our study showed that it may not be necessary to compromise economic viability to reduce forest health risks and consequently improve socio-ecological resilience.",2014,10.1139/cjfr-2014-0146,Forestry,WOS:000343114300006,Micah,Yes,Yes,Yes,,South Central BC,NA,,,,,,NA,,,,,Micah,Yes,Yes,Yes,South Central BC,
391,"Klopp, Wyatt S.; Fredeen, Arthur L.",Harvesting the dead and decaying forests: Potential carbon storage in harvested wood products,FORESTRY CHRONICLE,English,Article,mountain pine beetle; carbon; harvested wood products; carbon-neutral; lumber; pellets; life cycle assessment,MOUNTAIN PINE-BEETLE; BRITISH-COLUMBIA; CLIMATE-CHANGE; CANADA; MANAGEMENT; ENERGY; CO2,"British Columbia (BC)'s forests and wood products industry face tremendous adversity in the face of the mountain pine beetle (MPB; Dendroctonus ponderosae) epidemic. The death and decay of one of BC's leading merchantable tree species (lodgepole pine; Pinus contorta Dougl. ex Loud. var. latifolia Engelm.) threatens both the sustainability and climate mitigation opportunities in BC forests. Our study investigates the potential for carbon (C) storage in wood products in the post-epidemic phase of the MPB outbreak. In particular, we contrast the C-balance implications of converting MPB timber into long-lived wood products (i.e., lumber) (scenario 1) versus softwood pellets for bioenergy (scenario 2). Our findings highlight the importance of the C-cycle neutral assumption in determining the net C-balance of lumber versus pellets. Timber harvests for lumber resulted in a net C storage with this assumption (case 1), and net C emissions without this assumption (case 2). With uncertainty surrounding the future C-balance of BC forests, the current assumption of biomass-derived emissions being completely C-neutral may need to be re-evaluated.",2014,10.5558/tfc2014-125,Forestry,WOS:000343865400025,Micah,Maybe,Yes,Maybe,,Interior BC timber production data; unknown locations,NA,,,,,,NA,,,,,Micah,Maybe,Yes,Yes,Interior BC,
395,"Parmentier, Benoit; McGill, Brian; Wilson, Adam M.; Regetz, James; Jetz, Walter; Guralnick, Robert P.; Tuanmu, Mao-Ning; Robinson, Natalie; Schildhauer, Mark",An Assessment of Methods and Remote-Sensing Derived Covariates for Regional Predictions of 1 km Daily Maximum Air Temperature,REMOTE SENSING,English,Article,accuracy; spline; weather interpolation; satellite imagery; meteorological station; generalized additive model; kriging; geographically weighted regression,GLOBAL LAND AREAS; MODIS LST DATA; ARTIFICIAL NEURAL-NETWORKS; SURFACE TEMPERATURE; DATA SETS; SPATIAL INTERPOLATION; MOUNTAINOUS TERRAIN; SOLAR-RADIATION; CHANGING SCALE; CLIMATE-CHANGE,"The monitoring and prediction of biodiversity and environmental changes is constrained by the availability of accurate and spatially contiguous climatic variables at fine temporal and spatial grains. In this study, we evaluate best practices for generating gridded, one-kilometer resolution, daily maximum air temperature surfaces in a regional context, the state of Oregon, USA. Covariates used in the interpolation include remote sensing derived elevation, aspect, canopy height, percent forest cover and MODIS Land Surface Temperature (LST). Because of missing values, we aggregated daily LST values as long term (2000-2010) monthly climatologies to leverage its spatial detail in the interpolation. We predicted temperature with three methods-Universal Kriging, Geographically Weighted Regression (GWR) and Generalized Additive Models (GAM)-and assessed predictions using meteorological stations over 365 days in 2010. We find that GAM is least sensitive to overtraining (overfitting) and results in lowest errors in term of distance to closest training stations. Mean elevation, LST, and distance to ocean are flagged most frequently as significant covariates among all daily predictions. Results indicate that GAM with latitude, longitude and elevation is the top model but that LST has potential in providing additional fine-grained spatial structure related to land cover effects. The study also highlights the need for more rigorous methods and data to evaluate the spatial structure and fine grained accuracy of predicted surfaces.",2014,10.3390/rs6098639,Remote Sensing,WOS:000343093800033,Micah,Yes,Yes,Yes,,OR - statewide,NA,,,,,,NA,,,,,Micah,Yes,Yes,Yes,OR,
18,"Frey, Sarah J. K.; Hadley, Adam S.; Betts, Matthew G.",Microclimate predicts within-season distribution dynamics of montane forest birds,DIVERSITY AND DISTRIBUTIONS,English,Article,dynamic occupancy models; forest bird distributions; forest structure and; composition; microclimate; mountains; within-season movements,CLIMATE-CHANGE; HABITAT SELECTION; SPATIAL AUTOCORRELATION; SPECIES DISTRIBUTIONS; BREEDING-SEASON; MIGRATORY BIRD; HIERARCHICAL-MODELS; BIOCLIMATIC MODELS; OCCUPANCY MODELS; WARMING CLIMATE,"Aim Climate changes are anticipated to have pervasive negative effects on biodiversity and are expected to necessitate widespread range shifts or contractions. Such projections are based upon the assumptions that (1) species respond primarily to broad-scale climatic regimes, or (2) that variation in climate at fine spatial scales is less relevant at coarse spatial scales. However, in montane forest landscapes, high degrees of microclimate variability could influence occupancy dynamics and distributions of forest species. Using high-resolution bird survey and under-canopy air temperature data, we tested the hypothesis that the high vagility of most forest bird species combined with the heterogeneous thermal regime of mountain landscapes would enable them to adjust initial settlement decisions to track their thermal niches. Location Western Cascade Mountains, Oregon, USA. Methods We used dynamic occupancy models to test the degree to which microclimate affects the distribution patterns of forest birds in a heterogeneous mountain environment. In all models we statistically accounted for vegetation structure, vegetation composition and potential biases due to imperfect detection of birds. We generated spatial predictions of forest bird distributions in relation to microclimate and vegetation structure. Results Fine-scale temperature metrics were strong predictors of bird distributions; effects of temperature on within-season occupancy dynamics were as large or larger (1-1.7 times) than vegetation effects. Most species (86.7%) exhibited apparent within-season occupancy dynamics. However, species were almost as likely to be warm associated (i. e., apparent settlement at warmer sites and/or vacancy at cooler sites; 53.3% of species) as cool associated (i. e., apparent settlement at cooler sites and/or vacancy at warmer sites; 46.7% of species), suggesting that microclimate preferences are species specific. Main conclusions High-resolution temperature data increase the quality of predictions about avian distribution dynamics and should be included in efforts to project future distributions. We hypothesize that microclimate-associated distribution patterns may reflect species' potential for behavioural buffering from climate change in montane forest environments.",2016,10.1111/ddi.12456,Biodiversity & Conservation; Environmental Sciences & Ecology,WOS:000381577800003,Paris,No,Yes,Yes,Landscape/State-Province,Western Cascades,Adrienne,Yes,Yes,Yes,plot/family/group,,NA,,,,,Micah,Yes,Yes,Yes,OR,
91,"Arora, Vivek K.; Peng, Yiran; Kurz, Werner A.; Fyfe, John C.; Hawkins, Barbara; Werner, Arelia T.","Potential near-future carbon uptake overcomes losses from a large insect outbreak in British Columbia, Canada",GEOPHYSICAL RESEARCH LETTERS,English,Article,terrestrial carbon balance; mountain pine beetle; insect disturbance; CO2; climate change,MOUNTAIN PINE-BEETLE; CLIMATE-CHANGE; FORESTS; INVERSION; ECOSYSTEM; CYCLE,"The current capacity of northern high-latitude forests to sequester carbon has been suggested to be undermined by the potential increase in fire and insect outbreaks. Here we investigate the response of the terrestrial ecosystems in the province of British Columbia (BC), Canada, to the recent large mountain pine beetle (MPB) outbreak that started in 1999 as well as changing climate and continually increasing atmospheric CO2 concentration up to 2050, in a combined framework, using a process-based model. Model simulations suggest that the recent MPB outbreak results in BC's forests accumulating 328Tg less carbon over the 1999-2020 period. Over this same period changing climate and increasing atmospheric CO2 concentration, however, yield enhanced carbon uptake equal to a cumulative sink of around 900-1060TgC, depending on the future climate change scenario, indicating that the reduced carbon uptake by land due to the MPB disturbance may already be surpassed by 2020.",2016,10.1002/2015GL067532,Geology,WOS:000374697200032,Paris,Yes,Yes,Yes,Landscape/State-Province,BC only veg/beetle climate study,NA,,,,,,NA,,,,,Micah,Yes,Yes,Yes,BC,
128,"Chappelka, A. H.; Grulke, N. E.",Disruption of the 'disease triangle' by chemical and physical environmental change,PLANT BIOLOGY,English,Review,Climate change; disease triangle; plant pests; tree diseases; tropospheric ozone,ATMOSPHERIC CARBON-DIOXIDE; LOBLOLLY-PINE SEEDLINGS; WESTERN NORTH-AMERICA; CLIMATE-CHANGE; ELEVATED CO2; UNITED-STATES; AIR-POLLUTION; ROOT-DISEASE; SCOTS PINE; MOUNTAIN SNOWPACK,"The physical and chemical environment of the Earth has changed rapidly over the last 100 years and is predicted to continue to change into the foreseeable future. One of the main concerns with potential alterations in climate is the propensity for increases in the magnitude and frequency of extremes to occur. Even though precipitation is predicted to increase in some locations, in others precipitation is expected to decrease and evapotranspiration increase with air temperature, resulting in exacerbated drought in the future. Chemical [ozone (O-3) and other air contaminants] and subsequent physical alterations in the environment will have a profound effect on the 'disease triangle' (a favourable environment, a susceptible host and a virulent pathogen) and should be included in any analysis of biological response to climate change. The chemical and physical environment affects plant health and alters plant susceptibility to insect and pathogen attack through increased frequency, duration and severity of drought and reduction in host vigour. The potential effects of climate change and O3 on tree diseases with emphasis on the western United States are discussed. We describe a generalised modelling approach to incorporate the complexities of the 'disease triangle' into dynamic vegetation models.",2016,10.1111/plb.12353,Plant Sciences,WOS:000369973800002,Paris,No,Yes,No,,,NA,,,,,,NA,,,,,Micah,Maybe,Yes,Yes,Western US,
149,"Kleindl, W. J.; Rains, M. C.; Marshall, L. A.; Hauer, F. R.",Fire and flood expand the floodplain shifting habitat mosaic concept,FRESHWATER SCIENCE,English,Article,floodplain habitat; path analysis; mantel; alluvial graphs; network theory; assessment; remote sensing ecosystem dynamics,CLIMATE-CHANGE; RIVERINE LANDSCAPES; RIPARIAN ECOSYSTEMS; ECOLOGICAL-SYSTEMS; ROCKY-MOUNTAINS; SOCIAL NETWORK; NORTH-AMERICA; WESTERN USA; DISTURBANCE; DIVERSITY,"The floodplain shifting habitat mosaic concept suggests that habitat patch dynamics are influenced by hydrologic disturbances driven by flood pulses of sufficient power to initiate incipient motion of the substratum and maintain cut-and-fill alluviation of the channel and banks. However, floodplain habitat mosaics are subject to other important landscape-scale disturbance regimes. In the Rocky Mountains of the USA and Canada, fire also affects floodplain habitat patch composition. The floodplain exists at the intersection of disturbance regimes that shape the riverscape and those that shape the landscape. We extended the shifting habitat mosaic concept by examining the effects of multiple disturbance elements on habitat patch composition across the aquatic-terrestrial ecotone of the North Fork of the Flathead River, a free-flowing river in southeastern British Columbia, Canada, and northwestern Montana, USA. We used remotely sensed imagery, meteorological records, empirical and modeled rainfall-runoff data, extent and frequency of past wildfires, and anthropogenic landuse data for 1991-2013 to examine the relationships among hydrology, fire, landuse, geomorphic position, and floodplain habitat patch dynamics. Exploratory path analysis revealed that fire had the strongest total effect and stream power and geomorphic position had moderate total effects on the variability of floodplain habitat patch composition along the North Fork. These 3 factors explained 13 to 26% of the variance in floodplain habitat patch composition between study reaches across all years. We used graphical analysis to examine the locations and intensity of disturbance and recovery pathways across floodplain transition zones throughout the study period. Our results support the hypothesis that hydrologic and fire disturbances and recovery pathways maintain the shifting habitat mosaic across the floodplains of this river system.",2015,10.1086/684016,Environmental Sciences & Ecology; Marine & Freshwater Biology,WOS:000364815000015,Paris,Yes,Yes,Yes,plot/family/group,CRB/NW Montana,NA,,,,,,NA,,,,,Micah,Yes,Yes,Yes,MT CRB,
168,"Anderegg, William R. L.; Hicke, Jeffrey A.; Fisher, Rosie A.; Allen, Craig D.; Aukema, Juliann; Bentz, Barbara; Hood, Sharon; Lichstein, Jeremy W.; Macalady, Alison K.; McDowell, Nate; Pan, Yude; Raffa, Kenneth; Sala, Anna; Shaw, John D.; Stephenson, Nathan L.; Tague, Christina; Zeppel, Melanie","Tree mortality from drought, insects, and their interactions in a changing climate",NEW PHYTOLOGIST,English,Review,biosphere-atmosphere feedbacks; carbon cycle; disturbance; dynamic global vegetation model; trophic interactions,MOUNTAIN PINE-BEETLE; WESTERN UNITED-STATES; PINYON-JUNIPER WOODLANDS; FOREST DIE-OFF; SPRUCE BUDWORM; BARK BEETLES; SPATIOTEMPORAL PATTERNS; DENDROCTONUS-PONDEROSAE; SOUTHWESTERN COLORADO; VEGETATION MORTALITY,"Climate change is expected to drive increased tree mortality through drought, heat stress, and insect attacks, with manifold impacts on forest ecosystems. Yet, climate-induced tree mortality and biotic disturbance agents are largely absent from process-based ecosystem models. Using data sets from the western USA and associated studies, we present a framework for determining the relative contribution of drought stress, insect attack, and their interactions, which is critical for modeling mortality in future climates. We outline a simple approach that identifies the mechanisms associated with two guilds of insects - bark beetles and defoliators - which are responsible for substantial tree mortality. We then discuss cross-biome patterns of insect-driven tree mortality and draw upon available evidence contrasting the prevalence of insect outbreaks in temperate and tropical regions. We conclude with an overview of tools and promising avenues to address major challenges. Ultimately, a multitrophic approach that captures tree physiology, insect populations, and tree-insect interactions will better inform projections of forest ecosystem responses to climate change.",2015,10.1111/nph.13477,Plant Sciences,WOS:000365392100007,Paris,Yes,Yes,Yes,Biome/National,"Western US, ID",NA,,,,,,NA,,,,,Micah,Yes,Yes,Yes,Western US,
194,"Andersen, Kelly M.; Naylor, Bridgett J.; Endress, Bryan A.; Parks, Catherine G.",Contrasting distribution patterns of invasive and naturalized non-native species along environmental gradients in a semi-arid montane ecosystem,APPLIED VEGETATION SCIENCE,English,Article,Community assembly; Disturbance; Elevation gradient; Functional groups; Habitat filtering; Non-native species; Plant invasions; Species turnover,PLANT INVASIONS; ELEVATIONAL GRADIENTS; BIOLOGICAL INVASIONS; CLIMATE-CHANGE; UNITED-STATES; LAND-USE; ROADS; COMMUNITIES; FOREST; RESTORATION,"QuestionsMountain systems have high abiotic heterogeneity over local spatial scales, offering natural experiments for examining plant species invasions. We ask whether functional groupings explain non-native species spread into native vegetation and up elevation gradients. We examine whether non-native species distribution patterns are related to environmental variables after controlling for elevation and, thus, driven by niche processes. LocationThe Wallowa Mountains, northeast Oregon, USA. MethodsWe surveyed non-native plant species along three mountain roads and into the native habitat matrix to assess the extent of invasion success along distance from roadside and elevation gradients. We used GLM to predict single species occurrence probabilities, LMM to examine differences in distribution patterns among functional types, and pCCA to examine multivariate responses of the non-native community to ecological variables. ResultsProbability of occurrence of the eight focal invasive species was not significantly related to distance from the road, but declined with elevation. Non-native species with annual life history strategies were more restricted to lower elevations than perennial species. Non-native species considered invasive occurred at lower minimum elevations than naturalized species. Shifts in the species composition of the non-native plant community were related to changes in soil and climate variables. ConclusionsOur results suggest that invasive species have similar patterns of habitat associations and spread from roadsides to interior vegetation zones, whereas naturalized species partition environmental gradients in this semi-arid montane ecosystem. Furthermore, annual and invasive species groups occupy lower elevations and perennial and naturalized species groups have invaded further up the mountain roads and into the native vegetation. Thus, functional groupings may explain contrasting distribution patterns of non-native species and could be used to inform management strategies for non-native species.",2015,10.1111/avsc.12185,Plant Sciences; Environmental Sciences & Ecology; Forestry,WOS:000361181500014,Paris,No,Yes,No,,"Wallowas, OR",NA,,,,,,NA,,,,,Micah,Yes,Yes,Yes,Wallowas - OR,
1490,"Post, DA; Jones, JA","Hydrologic regimes of forested, mountainous, headwater basins in New Hampshire, North Carolina, Oregon, and Puerto Rico",ADVANCES IN WATER RESOURCES,English,Article,,RAINFALL INTERCEPTION; PACIFIC-NORTHWEST; WESTERN OREGON; WATERSHEDS; GEOMORPHOLOGY; DISTURBANCE; CATCHMENTS; VEGETATION; STREAM; SOIL,"This study characterized the hydrologic regimes at four forested, mountainous long-term ecological research (LTER) sites: H.J. Andrews (Oregon), Coweeta (North Carolina), Hubbard Brook (New Hampshire), and Luquillo (Puerto Rico). Over 600 basinyears of daily streamflow records were examined from 18 basins that have not experienced human disturbances since at least the 1930s and in some cases much longer periods. This study used statistical methods to systematically evaluate the relationship between precipitation and streamflow at a range of spatial and temporal scales, and draw inferences from these relationships about the hydrologic behavior of the basins. Basins in this study had fundamentally different abilities to store and release moisture at a range of time and space scales. These different hydrologic regimes are the result of different types of forest canopies, snow, and soils in the study basins. Through their influences on interception and transpiration, forest canopies appear to play a very important role in the hydrologic regimes at Andrews and Luquillo, but at Coweeta and Hubbard Brook, the current deciduous forest plays a more limited although seasonally important role. Because of the timing of melt and its interaction with soils, seasonal snowpacks at Hubbard Brook and Andrews have quite different effects upon streamflow and vegetation water use. A variety of water flowpath types in soil, from macropore flow to long flowpaths in deep soils or fractured bedrock, appear to operate at the four sites. Hydrologic regimes may help predict the temporal scales of biogeochemical cycling and stream ecological processes, as well as the magnitude and timing of hydrologic response to disturbance and climate change in headwater basins. (C) 2001 Elsevier Science Ltd. All rights reserved.",2001,10.1016/S0309-1708(01)00036-7,Water Resources,WOS:000172958200018,Shana,Maybe,Yes,No,,Oregon Cascades--Willamette,NA,,,,,,NA,,,,,Micah,Yes,Yes,Yes,OR and other places,
1507,"Loukas, A; Vasiliades, L; Dalezios, NR",Potential effects on the water resources of two watersheds due to future climate change,"PROCEEDINGS OF THE 7TH INTERNATIOANL CONFERENCE ON ENVIRONMENTAL SCIENCE AND TECHNOLOGY, VOL C, POSTERS",English,Proceedings Paper,,UNITED-STATES; RIVER BASIN; MODEL; COLUMBIA,"The potential impacts of the future climate change on water resources were investigated for two southern British Columbia mountainous watersheds. The Canadian Centre for Climate Modelling Analysis General Circulation Model (CGCMa1) has been used to estimate changes in the precipitation and temperature. The U.B.C. Watershed Model (Version 4.0) was used to simulate the hydrological processes of the two study watersheds. In the simulations, apart from changes in precipitation and temperature, changes in the spatial distribution of precipitation with elevation, cloud cover, glacier extension, vegetation distribution, vegetation biomass production, and plant physiology were considered. The results showed that the future climate for both study watersheds would be wetter and warmer than the present climate affecting the amount and the distribution of the runoff.",2001,,Engineering; Environmental Sciences & Ecology,WOS:000175781000039,Shana,Yes,Yes,Yes,Landscape/State-Province,Southern BC watersheds,NA,,,,,,NA,,,,,Micah,Yes,Yes,Yes,Southern BC,
1512,"Hallett, D; Walker, R","Paleoecology and its application to fire and vegetation management in Kootenay National Park, British Columbia",JOURNAL OF PALEOLIMNOLOGY,English,Article; Proceedings Paper,charcoal analysis; pollen ratios; forest fire; natural variability; Neoglacial,NORTHERN GREAT-PLAINS; SOUTHERN CANADIAN ROCKIES; 6 KA BP; CLIMATE-CHANGE; CHARCOAL ACCUMULATION; RADIOCARBON AGES; TONQUIN PASS; SUB-ALPINE; C-14 AGE; HOLOCENE,"High-resolution analysis of macroscopic charcoal and pollen ratios were used to reconstruct a 10,000 yr history of fire and vegetation change around Dog Lake, now in the Montane Spruce biogeoclimatic zone of southeastern British Columbia. Lake sediment charcoal records suggest that fire was more frequent in the early Holocene from 10,000 to 8200 calendar yrs BP, when climate was warmer and drier than today and forest fuels were limited. Fire frequency increased and reached its maximum during the early to mid-Holocene from 8200 to 4000 calendar yrs BP, corresponding to the dry and warm Hypsithermal period in the Rocky Mountains. During the Hypsithermal period forests around Dog Lake were dominated by Pseudotsuga/Larix,Pinus and open meadows of Poaceae that were subject to frequent fire. From 4000 calendar yrs BP to present, fires became less frequent with the onset of cooler and wetter Neoglacial climate and an increase in wet-closed Picea and Abies forests in the valley. Changes in fire frequency are supported by dry-open/wet-closed pollen ratio data indicating that forest type and disturbance regimes vary with changing climate. The fire frequency and forest cover reconstructions from Dog Lake are a first attempt at defining a range of natural variability for Montane Spruce forests in southeastern British Columbia. Fire and vegetation management in Kootenay National Park can now use this century to millennial-scale range of variability to define the context of current forest conditions and potential changes under global warming scenarios.",2000,10.1023/A:1008110804909,Environmental Sciences & Ecology; Geology; Marine & Freshwater Biology,WOS:000165089600003,Shana,Yes,Yes,Yes,Landscape/State-Province,"Kooteney, BC",NA,,,,,,NA,,,,,Micah,Yes,Yes,Yes,"Kootenay, BC",
1528,"Rollins, M; Swetnam, T; Morgan, P","Twentieth-century fire patterns in the Selway-Bitterroot Wilderness Area, Idaho/Montana, and the Gila/Aldo Leopold Wilderness Complex, New Mexico","WILDERNESS SCIENCE IN A TIME OF CHANGE CONFERENCE, VOL 5: WILDERNESS ECOSYSTEMS, THREATS, AND MANAGEMENT",English,Proceedings Paper,,CLIMATE CHANGE,"Twentieth century fire patterns were analyzed for two large, disparate wilderness areas in the Rocky Mountains. Spatial and temporal patterns of fires were represented as GIS-based digital fire atlases compiled from archival Forest Service data. We find that spatial and temporal fire patterns are related to landscape features and changes in land use. The rate and extent of burning are interpreted in the context of changing fire management strategies in each wilderness area. This research provides contextual information to guide fire management in these land similar) areas in the future and forms the basis for future research involving the empirical definition of fire regimes based on spatially explicit time-series of fire occurrence.",2000,,Environmental Sciences & Ecology; Forestry,WOS:000165332900033,Shana,Yes,Yes,Yes,,Selway/Bitteroot Mtns. ,NA,,,,,,NA,,,,,Micah,Yes,Yes,Yes,ID and other locations,
1534,"Lettenmaier, DP; Wood, AW; Palmer, RN; Wood, EF; Stakhiv, EZ",Water resources implications of global warming: A US regional perspective,CLIMATIC CHANGE,English,Article,,OCEAN-ATMOSPHERE MODEL; INCREASING CARBON-DIOXIDE; TRANSIENT RESPONSES; GRADUAL CHANGES; CLIMATE; CO2,"The implications of global warming for the performance of six U.S. water resource systems are evaluated. The six case study sites represent a range of geographic and hydrologic, as well as institutional and social settings. Large, multi-reservoir systems (Columbia River, Missouri River, Apalachicola-Chatahoochee-Flint (ACF) Rivers), small, one or two reservoir systems (Tacoma and Boston) and medium size systems (Savannah River) are represented. The river basins range from mountainous to low relief and semi-humid to semi-arid, and the system operational purposes range from predominantly municipal to broadly multi-purpose. The studies inferred, using a chain of climate downscaling, hydrologic and water resources systems models, the sensitivity of six water resources systems to changes in precipitation, temperature and solar radiation. The climate change scenarios used in this study are based on results from transient climate change experiments performed with coupled ocean-atmosphere General Circulation Models (GCMs) for the 1995 Intergovernmental Panel on Climate Change (IPCC) assessment. An earlier doubled-CO2 scenario from one of the GCMs was also used in the evaluation. The GCM scenarios were transferred to the local level using a simple downscaling approach that scales local weather variables by fixed monthly ratios (for precipitation) and fixed monthly shifts (for temperature). For those river basins where snow plays an important role in the current climate hydrology (Tacoma, Columbia, Missouri and, to a lesser extent, Boston) changes in temperature result in important changes in seasonal streamflow hydrographs. In these systems, spring snowmelt peaks are reduced and winter flows increase, on average. Changes in precipitation are generally reflected in the annual total runoff volumes more than in the seasonal shape of the hydrographs. In the Savannah and ACF systems, where snow plays a minor hydrological role, changes in hydrological response are linked more directly to temperature and precipitation changes. Effects on system performance varied from system to system, from GCM to GCM, and for each system operating objective (such as hydropower production, municipal and industrial supply, flood control, recreation, navigation and instream flow protection). Effects were generally smaller for the transient scenarios than for the doubled CO2 scenario. In terms of streamflow, one of the transient scenarios tended to have increases at most sites, while another tended to have decreases at most sites. The third showed no general consistency over the six sites. Generally, the water resource system performance effects were determined by the hydrologic changes and the amount of buffering provided by the system's storage capacity. The effects of demand growth and other plausible future operational considerations were evaluated as well. For most sites, the effects of these non-climatic effects on future system performance would about equal or exceed the effects of climate change over system planning horizons.",1999,10.1023/A:1005448007910,Environmental Sciences & Ecology; Meteorology & Atmospheric Sciences,WOS:000082666100003,Shana,Yes,Yes,Yes,Landscape/State-Province,Columbia River,NA,,,,,,NA,,,,,Micah,Yes,Yes,Yes,CR and other rivers,
