Timestamp,Your Name,Title of paper: please copy-paste from the spreadsheet.,"Paper ID: in column ""final_id""","Is this paper in the Columbia River Basin, and does it primarily address climate change impacts, adaptation, or mitigation? If the answer is ""None of these,"" leave the rest of the answers blank.","Does this study make a quantitative estimate of climate change impacts on natural or human systems in the future? (equivalent to ""projected impacts"").","Does this study identify an environmental change or trend and discuss its attribution to  climate change? (equivalent to ""observed impacts."" This requires multiple decades of data.)",In what biome(s) is this research conducted?,What is the spatial extent (size of study area) of data in this paper?,"Select at least one option every time. Which HUC 6 watershed(s) did the study take place? IF it includes a whole state select the state, IF it includes ALL of the watersheds within the CRB select the appropriate box (US. vs. Canada vs. both). IF it is all of one state and part of another, select the whole state and then select the individual HUC6s from the other state. See codebook.","Enter place name and GPS points if they are easily identifiable (e.g., study includes point data). Separate multiple points with a semi-colon. See codebook for format details. Example: Wallowa Mountains; 45.180 , -117.480; Yellowstone National Park; 44.584418,-111.0758737",What type of data was used in this study?,What discipline(s) does this study address? (Check multiple boxes for interdisciplinary).,What topics does this study address?,List concerns or uncertainty when coding this paper.,Copy and paste or summarize content related to our research questions.,Copy and paste or summarize content related to research in mountainous environments.,Was new data collected for this study?
5/10/2018 16:12:06,MF,Using climate-FVS to project landscape-level forest carbon stores for 100 years from field and LiDAR measures of initial conditions.,521,Mitigation,Yes,No,Forest: temperate,"100 km2 - 1,500 km2",0601 - Lower Snake,"Moscow Mountain; 46.8035162,-116.903792",NA,Forestry,"Temperature, Precipitation, Timber production/Silviculture, Forest Ecology, Carbon Cycle",NA,NA,NA,Yes
5/10/2018 16:11:58,MF,Using climate-FVS to project landscape-level forest carbon stores for 100 years from field and LiDAR measures of initial conditions.,521,Mitigation,Yes,No,Forest: temperate,"100 km2 - 1,500 km2",0601 - Lower Snake,"Moscow Mountain; 46.8035162,-116.903792",NA,Forestry,"Temperature, Precipitation, Timber production/Silviculture, Forest Ecology, Carbon Cycle",NA,NA,NA,Yes
5/10/2018 16:11:46,MF,Using climate-FVS to project landscape-level forest carbon stores for 100 years from field and LiDAR measures of initial conditions.,521,Mitigation,Yes,No,Forest: temperate,"100 km2 - 1,500 km2",0601 - Lower Snake,"Moscow Mountain; 46.8035162,-116.903792",NA,Forestry,"Temperature, Precipitation, Timber production/Silviculture, Forest Ecology, Carbon Cycle",NA,NA,NA,Yes
6/6/2018 15:34:13,MF,Validation and sensitivity test of the distributed hydrology soil-vegetation model (DHSVM) in a forested mountain watershed.,522,Impacts,No,Yes,Forest: temperate,1-100 km2 (HUC 12 is 100 km2),NA,"Mica Creek Experimental Watershed; 47.155168,-116.278098",NA,Hydrology,"Precipitation, Snow, Streamflow/stream forecasting, Water quantity, Forest Ecology",NA,NA,NA,Yes
5/24/2018 16:20:05,SH,Validation and sensitivity test of the distributed hydrology soil-vegetation model (DHSVM) in a forested mountain watershed.,522,Impacts,No,Yes,Freshwater: streams and rivers,Point or plot scale,0103 - Spokane,"47.5996776,-117.9978505",NA,Hydrology,"Precipitation, Snow, Water quantity",NA,NA,NA,Yes
5/10/2018 14:55:58,SH,Validation and sensitivity test of the distributed hydrology soil-vegetation model (DHSVM) in a forested mountain watershed.,522,Impacts,No,Yes,"Forest: temperate, Freshwater: streams and rivers",1-100 km2 (HUC 12 is 100 km2),0103 - Spokane,"47.17°N, 116.27°W",NA,Hydrology,"Precipitation, Streamflow/stream forecasting, Water quantity, Aquatic habitat, Forest Ecology",NA,NA,NA,Yes
6/5/2018 11:20:09,CC,Interannual variation in biomass burning and fire seasonality derived from geostationary satellite data across the contiguous United States from 1995 to 2011.,523,Impacts,No,Yes,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Meteorology and Climatology,"Temperature, Precipitation",NA,The paper is not really about mountains and it is for the entire US.,NA,No
5/6/2018 16:58:49,SH,Interannual variation in biomass burning and fire seasonality derived from geostationary satellite data across the contiguous United States from 1995 to 2011.,523,Impacts,No,Yes,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,"All CRB, both US and Canada (if this is selected then do NOT select the states as well)",All US,NA,"Meteorology and Climatology, Forestry","Temperature, Precipitation, Climate Oscilations (ENSO, PDO), Wildfire",NA,NA,NA,No
6/11/2018 13:59:59,SH,Patterns and variability of projected bioclimatic habitat for Pinus albicaulis in the Greater Yellowstone Area,524,Impacts,Yes,Yes,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","0401 - Snake headwaters (Yellowstone NP and Tetons NP), 0402 - Upper Snake",NA/Not appropriate for point data,NA,Forestry,"Temperature, Precipitation, Species range shifts, Timber production/Silviculture, Forest Ecology",NA,NA,NA,NA
6/8/2018 16:57:04,SH,Patterns and variability of projected bioclimatic habitat for Pinus albicaulis in the Greater Yellowstone Area,524,Impacts,Yes,No,Forest: temperate,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)",0401 - Snake headwaters (Yellowstone NP and Tetons NP),NA/Not appropriate for point data,NA,Forestry,"Temperature, Precipitation, Species range shifts, Forest Ecology",NA,NA,NA,No
6/3/2018 12:19:20,PE,Patterns and variability of projected bioclimatic habitat for Pinus albicaulis in the Greater Yellowstone Area,524,Impacts,Yes,Yes,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s), 0401 - Snake headwaters (Yellowstone NP and Tetons NP), 0402 - Upper Snake, 0602 - Salmon (includes Bitterroot Mt.s)","44.5844248,-111.0744889",NA,Forestry,"Temperature, Precipitation, Snow, Groundwater, Water quantity, Species range shifts, Forest Ecology, Management",NA,NA,NA,Yes
5/4/2018 11:24:28,SH,Amphibians in the climate vise: loss and restoration of resilience of montane wetland ecosystems in the western US.,525,Mitigation,Yes,Yes,Freshwater: ponds and lakes,Western US and/or Western US plus Canada,"0701 - Middle Columbia, 0800 - Lower Columbia (Southeast Mount Rainier), All Washington, All Oregon","Cascade Range, Oregon, Washington",NA,Ecology,"Temperature, Precipitation, Aquatic habitat, Species Invasion",NA,NA,NA,Yes
4/30/2018 11:54:20,AM,Amphibians in the climate vise: loss and restoration of resilience of montane wetland ecosystems in the western US.,525,Adaptation,No,No,"Freshwater: ponds and lakes, Freshwater: wetlands",Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Ecology,"Temperature, Precipitation, Snow, Lacustrine Systems, Non-anadromous fish, Aquatic habitat, Policy, Management, Amphibians",Tough call on impacts vs adaptation.,NA,NA,No
5/25/2018 11:36:47,SH,Predicting thermal vulnerability of stream and river ecosystems to climate change.,526,Other reason this should be excluded from the corpus,NA,NA,NA,NA,NA,NA,NA,NA,NA,This is entire US,NA,NA,NA
5/10/2018 16:16:14,MF,Predicting thermal vulnerability of stream and river ecosystems to climate change.,526,Impacts,Yes,No,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),Study includes one case study point in the CRB and many others across the country or international,NA,Hydrology,"Temperature, Precipitation, Streamflow/stream forecasting",NA,NA,NA,No
6/6/2018 15:39:08,MF,"Hydrologic modeling using elevationally adjusted NARR and NARCCAP regional climate-model simulations: Tucannon River, Washington.",527,Impacts,Yes,Yes,N/A (not biome specific or all biomes - see codebook),1-100 km2 (HUC 12 is 100 km2),0601 - Lower Snake,"Tucannon River; 46.471094,-118.0869343",NA,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Snow, Streamflow/stream forecasting",NA,NA,NA,No
5/24/2018 16:23:10,SH,"Hydrologic modeling using elevationally adjusted NARR and NARCCAP regional climate-model simulations: Tucannon River, Washington.",527,Impacts,Yes,Yes,N/A (not biome specific or all biomes - see codebook),1-100 km2 (HUC 12 is 100 km2),0601 - Lower Snake,"46.4710722,-118.2277161",NA,"Meteorology and Climatology, Hydrology","Precipitation, Streamflow/stream forecasting",NA,NA,NA,No
5/10/2018 15:02:35,SH,"Hydrologic modeling using elevationally adjusted NARR and NARCCAP regional climate-model simulations: Tucannon River, Washington.",527,Impacts,Yes,Yes,N/A (not biome specific or all biomes - see codebook),"100 km2 - 1,500 km2",0601 - Lower Snake,"46.471094,-118.0869368",NA,"Meteorology and Climatology, Hydrology","Precipitation, Streamflow/stream forecasting",NA,NA,NA,No
6/5/2018 11:56:10,CC,"Modeling ecohydrological impacts of land management and water use in the Silver Creek basin, Idaho.",528,Impacts,Yes,No,Freshwater: streams and rivers,"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0402 - Upper Snake,"Silver Creek, ID; 43.313108, -114.114637",NA,Hydrology,"Temperature, Precipitation, Streamflow/stream forecasting, River geomorphology and restoration, Groundwater, Water quantity",NA,NA,NA,No
5/6/2018 19:59:23,SH,"Modeling ecohydrological impacts of land management and water use in the Silver Creek basin, Idaho.",528,Adaptation,Yes,No,Freshwater: streams and rivers,1-100 km2 (HUC 12 is 100 km2),0402 - Upper Snake,"43.312638,-114.1519303",NA,"Meteorology and Climatology, Policy or management, Ecology","Temperature, Precipitation, Streamflow/stream forecasting, River geomorphology and restoration, Groundwater, Water quality, Water quantity, Salmon/anadromous fish, Non-anadromous fish, Aquatic habitat, Management",NA,NA,NA,Yes
6/11/2018 14:02:42,SH,Unpacking the 'information barrier': comparing perspectives on information as a barrier to climate change adaptation in the interior mountain West.,529,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/3/2018 12:39:58,PE,Unpacking the 'information barrier': comparing perspectives on information as a barrier to climate change adaptation in the interior mountain West.,529,Adaptation,No,No,N/A (not biome specific or all biomes - see codebook),"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)",All Wyoming,"44.5816842,-111.0744962",NA,Policy or management,"Community resilience (human), Attitudes and Beliefs, Policy, Management","Mostly focused on CO, but WY Nat Park managers are included.",NA,NA,Yes
5/4/2018 11:35:27,SH,"Warming, competition, and <i xmlns=""http://www.w3.org/1999/xhtml"">Bromus tectorum</i> population growth across an elevation gradient.",530,Impacts,No,Yes,Grassland: temperate,Point or plot scale,"0501 - Middle Snake - Boise (Reynolds Cr. Exp. WS., Dry Cr. Exp. WS.)","41.37 N 112.32 W; 41.46 N 111.47 W; 41.38 N, 111.33 W",NA,Ecology,"Temperature, Species Invasion, Species range shifts",NA,NA,NA,Yes
4/30/2018 11:58:11,AM,"Warming, competition, and <i xmlns=""http://www.w3.org/1999/xhtml"">Bromus tectorum</i> population growth across an elevation gradient.",530,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in Utah, not in CRB",NA,NA,NA
5/25/2018 11:37:48,SH,Slope aspect mediates fine-scale tree establishment patterns at upper treeline during wet and dry periods of the 20th century.,531,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2018 16:19:35,MF,Slope aspect mediates fine-scale tree establishment patterns at upper treeline during wet and dry periods of the 20th century.,531,Not in the CRB,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2018 15:46:47,MF,Climate trends but little net water supply shift in one of Canada's most water-stressed regions over the last century.,532,Impacts,No,Yes,N/A (not biome specific or all biomes - see codebook),"100 km2 - 1,500 km2",Okanagan (Canada),"Okanogan River British columbia; 49.9246415,-120.0967949",NA,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Climate Oscilations (ENSO, PDO), Streamflow/stream forecasting, Water quantity",NA,NA,NA,No
5/24/2018 16:25:48,SH,Climate trends but little net water supply shift in one of Canada's most water-stressed regions over the last century.,532,Impacts,No,Yes,N/A (not biome specific or all biomes - see codebook),"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","Columbia (Canada), Okanagan (Canada)",NA,NA,"Meteorology and Climatology, Hydrology","Precipitation, Climate Oscilations (ENSO, PDO), Streamflow/stream forecasting",NA,NA,NA,No
6/5/2018 12:09:12,CC,Climate change adaptation and restoration of western trout streams: opportunities and strategies.,533,Adaptation,No,No,Freshwater: streams and rivers,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)",0402 - Upper Snake,"Study includes one case study point in the CRB and many others across the country or international, Crow Creek, Idaho; 44.273040, -111.444815",NA,Policy or management,"Temperature, Precipitation, Snow, River geomorphology and restoration, Water quality, Water quantity, Non-anadromous fish, Policy, Management",NA,NA,NA,Yes
5/6/2018 20:13:57,SH,Climate change adaptation and restoration of western trout streams: opportunities and strategies.,533,Adaptation,No,No,"Freshwater: wetlands, Freshwater: streams and rivers",1-100 km2 (HUC 12 is 100 km2),0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s),"43.5155767,-112.0253193; 46.8909618,-115.1323657",NA,"Policy or management, Ecology","Temperature, Precipitation, Streamflow/stream forecasting, River geomorphology and restoration, Water quality, Water quantity, Non-anadromous fish, Management",NA,NA,NA,Yes
6/11/2018 14:05:48,SH,Using custom scientific workflow software and GIS to inform protected area climate adaptation planning in the Greater Yellowstone Ecosystem.,534,Adaptation,Yes,No,N/A (not biome specific or all biomes - see codebook),"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","0401 - Snake headwaters (Yellowstone NP and Tetons NP), 0402 - Upper Snake",NA/Not appropriate for point data,NA,Policy or management,"Temperature, Precipitation, Terrestrial wildlife, Species range shifts, Management",NA,NA,NA,Yes
6/3/2018 13:51:05,PE,Using custom scientific workflow software and GIS to inform protected area climate adaptation planning in the Greater Yellowstone Ecosystem.,534,Adaptation,Yes,No,"Grassland: temperate, Forest: temperate","25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)",0401 - Snake headwaters (Yellowstone NP and Tetons NP),"44.5816842,-111.0744962",NA,Ecology,"Temperature, Precipitation, Snow, Groundwater, Water quantity, Species Invasion, Forest Ecology, Soils, Policy, Management",NA,NA,NA,Yes
5/4/2018 11:41:53,SH,A new framework for spatio-temporal climate change impact assessment for terrestrial wildlife.,535,Mitigation,Yes,Yes,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)",All Idaho,NA/Not appropriate for point data,NA,"Biology, Ecology","Temperature, Precipitation, Snow, Terrestrial wildlife, Species range shifts, Management",NA,NA,NA,No
4/30/2018 12:07:21,AM,A new framework for spatio-temporal climate change impact assessment for terrestrial wildlife.,535,Impacts,Yes,No,N/A (not biome specific or all biomes - see codebook),"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)",All Idaho,NA/Not appropriate for point data,NA,Ecology,"Temperature, Precipitation, Snow, Terrestrial wildlife, Management",NA,NA,"Proposes an interdisciplinary (my term) approach for climate impact assessments, considering species life history traits - could be a nice example of what we can achieve through considering what topics do/don't get studied together.",No
5/25/2018 11:40:38,SH,Geologic and geomorphic controls on the occurrence of fens in the Oregon cascades and implications for vulnerability and conservation.,536,Impacts,No,Yes,Freshwater: wetlands,"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0703 - Deschutes,NA/Not appropriate for point data,NA,Hydrology,"Precipitation, Water quantity",NA,NA,NA,Yes
5/10/2018 16:28:48,MF,Geologic and geomorphic controls on the occurrence of fens in the Oregon cascades and implications for vulnerability and conservation.,536,Impacts,No,No,Freshwater: wetlands,"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0703 - Deschutes,"Deschutes River; 44.6589029,-122.426818",NA,"Hydrology, Geology","Groundwater, Water quantity, Soils",NA,NA,NA,No
6/6/2018 15:49:38,MF,"Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns.",537,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/24/2018 16:27:45,SH,"Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns.",537,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/5/2018 13:04:31,CC,Modelling the northward expansion of Culicoides sonorensis under future climate scenarios.,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,This paper is in Alberta in Montana. Definitely not in the Basin.,NA,NA,NA
5/6/2018 20:19:12,SH,Modelling the northward expansion of Culicoides sonorensis under future climate scenarios.,538,Impacts,Yes,Yes,Forest: temperate,"Point or plot scale, Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s), 0200 - Upper Columbia",This study includes a case study map with more than 5 study locations over large extent,NA,Ecology,"Pests and disease, Forest Ecology",NA,NA,NA,No
6/11/2018 14:08:08,SH,"Adapting transportation to climate change on federal lands in Washington state, U.S.A.",539,Adaptation,No,No,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","0200 - Upper Columbia, 0300 - Yakima",NA/Not appropriate for point data,NA,Policy or management,"Precipitation, Community resilience (human), Management, Natural Disasters",NA,NA,NA,NA
6/3/2018 21:11:39,PE,"Adapting transportation to climate change on federal lands in Washington State, U.S.A.",539,Adaptation,Yes,Yes,Forest: temperate,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","0200 - Upper Columbia, 0300 - Yakima","48.6739023,-121.2548658",NA,Engineering,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Water quantity, Community resilience (human), Attitudes and Beliefs, Policy, Management, infrastructure",NA,NA,NA,No
5/4/2018 11:56:06,SH,Are high-severity fires burning at much higher rates recently than historically in dry-forest landscapes of the Western USA?,540,Mitigation,No,Yes,NA,Western US and/or Western US plus Canada,NA,NA/Not appropriate for point data,NA,Forestry,"Temperature, Precipitation, Wildfire",NA,NA,NA,NA
4/30/2018 12:12:34,AM,Are high-severity fires burning at much higher rates recently than historically in dry-forest landscapes of the Western USA?,540,Impacts,Yes,Yes,Forest: temperate,Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Ecology,"Temperature, Precipitation, Wildfire, Timber production/Silviculture, Forest Ecology, Management",NA,NA,Suggests that fire under climate change is returning to historic conditions (pre fire suppression).,No
5/25/2018 11:42:38,SH,"ISAW: integrating structure, actors, and water to study socio-hydro-ecological systems.",541,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2018 16:31:42,MF,"ISAW: integrating structure, actors, and water to study socio-hydro-ecological systems.",541,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2018 15:58:25,MF,Forest managers' response to climate change science: evaluating the constructs of boundary objects and organizations.,542,Adaptation,No,No,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","All Idaho, All Montana",NA,NA,"Forestry, Anthropology/sociology, Policy or management","Temperature, Precipitation, Water quantity, Timber production/Silviculture, Attitudes and Beliefs, Management",NA,NA,NA,Yes
5/24/2018 16:32:55,SH,Forest managers' response to climate change science: evaluating the constructs of boundary objects and organizations.,542,Adaptation,No,No,N/A (not biome specific or all biomes - see codebook),Point or plot scale,"0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s), All Idaho",NA,NA,"Forestry, Anthropology/sociology, Policy or management","Temperature, Precipitation, Timber production/Silviculture, Attitudes and Beliefs, Policy, Management",NA,NA,NA,Yes
6/5/2018 13:32:03,CC,Nutritional analysis of sagebrush by near-infrared reflectance spectroscopy.,543,Impacts,No,No,"Grassland: temperate, Desert: semi-arid desert","Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)",NA,"Camas Site: 43.24111; -114.317778; Leadore Site; 44.699167, -113.286667; Brown's Bench; 42.191944; -114.769722",NA,Ecology,"Temperature, Precipitation, Sagebrush",It isn't really about climate change.,NA,NA,Yes
5/10/2018 8:26:10,SH,Nutritional analysis of sagebrush by near-infrared reflectance spectroscopy.,543,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/18/2018 12:07:29,PE,Regional carbon cycle responses to 25 years of variation in climate and disturbance in the US Pacific Northwest.,544,Impacts,No,No,N/A (not biome specific or all biomes - see codebook),"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Ecology,"Temperature, Precipitation, Pests and disease, Wildfire, Forest Ecology, Carbon Emissions, Carbon Cycle, land cover",NA,NA,NA,No
6/11/2018 14:10:17,SH,Regional carbon cycle responses to 25 years of variation in climate and disturbance in the US Pacific Northwest.,544,Impacts,No,Yes,Forest: temperate,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,"Meteorology and Climatology, Environmental chemistry and toxicology","Temperature, Precipitation, Carbon Cycle",NA,NA,NA,No
5/4/2018 12:01:36,SH,Influences of vegetation disturbance on hydrogeomorphic response following wildfire.,545,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/30/2018 12:34:14,AM,Influences of vegetation disturbance on hydrogeomorphic response following wildfire.,545,Impacts,No,No,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s), 0402 - Upper Snake","Rooks Creek; 43.6465167,-114.41657; Laird Creek; 45.8432928,-114.1155246",NA,Hydrology,"Precipitation, River geomorphology and restoration, Wildfire",Climate change connection is pretty loose - just one mention in abstract.,NA,NA,Yes
5/25/2018 11:46:01,SH,Surface water input from snowmelt and rain throughfall in western juniper: potential impacts of climate change and shifts in semi-arid vegetation.,546,Impacts,No,Yes,Desert: semi-arid desert,Point or plot scale,"0501 - Middle Snake - Boise (Reynolds Cr. Exp. WS., Dry Cr. Exp. WS.)","48.5570501,-118.055419",NA,Hydrology,"Temperature, Precipitation, Snow, plants",NA,NA,NA,Yes
5/10/2018 16:42:44,MF,Surface water input from snowmelt and rain throughfall in western juniper: potential impacts of climate change and shifts in semi-arid vegetation.,546,Impacts,Yes,No,Desert: semi-arid desert,"100 km2 - 1,500 km2","0501 - Middle Snake - Boise (Reynolds Cr. Exp. WS., Dry Cr. Exp. WS.)","Reynolds Creek Experimental Watershed; 43.238183,-116.8531838",NA,Hydrology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Forest Ecology",NA,NA,NA,Yes
6/6/2018 16:00:40,MF,Seed bank and big sagebrush plant community composition in a range margin for big sagebrush.,547,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/24/2018 16:35:43,SH,Seed bank and big sagebrush plant community composition in a range margin for big sagebrush.,547,Other reason this should be excluded from the corpus,NA,NA,NA,NA,NA,NA,NA,NA,NA,I couldn't find a location. It just says 3 sites in Montana.,NA,NA,NA
6/5/2018 13:45:56,CC,Effect of bedrock permeability on stream base flow mean transit time scaling relations: 1. A multiscale catchment intercomparison.,548,Not about climate change,No,No,Freshwater: streams and rivers,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)",0900 - Willamette (HJ Andrews Experimental Forest),"Study includes one case study point in the CRB and many others across the country or international, HJ Andrews; 42.033333, -122.033333",NA,Hydrology,"Streamflow/stream forecasting, Groundwater",not really about climate change.,NA,NA,Yes
5/10/2018 8:29:02,SH,Effect of bedrock permeability on stream base flow mean transit time scaling relations: 1. A multiscale catchment intercomparison.,548,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/18/2018 12:15:06,PE,Regeneration of montane forests 24 years after the 1988 Yellowstone fires: a fire-catalyzed shift in lower treelines?,549,Impacts,No,Yes,Forest: temperate,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)",0401 - Snake headwaters (Yellowstone NP and Tetons NP),"44.5844248,-111.0744866",NA,Forestry,"Temperature, Wildfire, Forest Ecology, Management, Natural Disasters",NA,NA,NA,Yes
6/11/2018 14:13:26,SH,Regeneration of montane forests 24 years after the 1988 Yellowstone fires: a fire-catalyzed shift in lower treelines?,549,Impacts,No,Yes,Forest: temperate,"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0401 - Snake headwaters (Yellowstone NP and Tetons NP),NA/Not appropriate for point data,NA,Forestry,"Species range shifts, Wildfire, Forest Ecology",NA,NA,NA,Yes
6/18/2018 11:27:09,PE,An investigation of the snowpack signal in moisture-sensitive trees from the Southern Canadian Cordillera.,550,Impacts,No,Yes,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)",All in CRB Canada,This study includes a case study map with more than 5 study locations over large extent,NA,"Meteorology and Climatology, Forestry","Temperature, Precipitation, Snow, Glaciers, Climate Oscilations (ENSO, PDO), Streamflow/stream forecasting, Water quantity, Forest Ecology, Dendrochronology",NA,NA,NA,Yes
5/9/2018 21:07:19,MF,An investigation of the snowpack signal in moisture-sensitive trees from the Southern Canadian Cordillera.,550,Other reason this should be excluded from the corpus,NA,NA,NA,NA,NA,NA,NA,NA,NA,testing potential for tree ring model,NA,NA,NA
5/4/2018 16:39:01,SH,Occupancy and abundance of predator and prey: implications of the fire-cheatgrass cycle in sagebrush ecosystems.,551,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/30/2018 12:44:26,AM,Occupancy and abundance of predator and prey: implications of the fire-cheatgrass cycle in sagebrush ecosystems.,551,Impacts,No,No,Grassland: temperate,"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)","0501 - Middle Snake - Boise (Reynolds Cr. Exp. WS., Dry Cr. Exp. WS.)","Morley Nelson Snake River Birds of Prey National Conservation Area; 43.2382039,-116.3745367",NA,Ecology,"Temperature, Precipitation, Terrestrial wildlife, Plant ecology","Climate change connection is very loose - they use ""climate change"" as a keyword, but don't actually use it in the text.",NA,NA,Yes
5/25/2018 11:46:41,SH,Regional diversity reverses the negative impacts of an alien predator on local species-poor communities.,552,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2018 16:50:25,MF,Regional diversity reverses the negative impacts of an alien predator on local species-poor communities.,552,Not in the CRB,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2018 16:04:32,MF,Nutrients associated with terrestrial dissolved organic matter drive changes in zooplankton:phytoplankton biomass ratios in an alpine lake.,553,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/24/2018 16:38:33,SH,Nutrients associated with terrestrial dissolved organic matter drive changes in zooplankton:phytoplankton biomass ratios in an alpine lake.,553,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
