title,abstract
variation in the relationship between snowmelt runoff in oregon and enso and pdo,"The value of using climate indices such as ENSO or PDO in water resources predictions is dependent on understanding the local relationship between these indices and streamflow over time. This study identifies long term seasonal and spatial variations in the strength of El Nino Southern Oscillation (ENSO) and Pacific Decadal Oscillation (PDO) correlations with timing and magnitude of discharge in snowmelt streams in Oregon. ENSO is best correlated with variability in annual discharge, and PDO is best correlated with spring snowmelt timing and magnitude and timing of annual floods. Streams in the Cascades and Wallowa mountains show the strongest correlations, while the southernmost stream is not correlated with ENSO or PDO. ENSO correlations are weaker from 1920 to 1950 and vary significantly depending on whether Southern Oscillation Index (SOI) or Nino 3.4 is used. PDO correlations are strong from 1920 to 1950 and weak or insignificant other years. Although there are not consistent increasing or decreasing trends in annual discharge or spring snowmelt timing, there are significant increases in fractional winter runoff that are independent of precipitation, PDO, or ENSO and may indicate monotonic winter warming."
effects of climate change on range expansion by the mountain pine beetle in british columbia,"The current latitudinal and elevational range of mountain pine beetle is not limited by available hosts. Instead, its potential to expand north and east has been restricted by climatic conditions unfavorable for brood development. We combined a model of the impact of climatic conditions on the establishment and persistence of mountain pine beetle populations with a spatially explicit, climate-driven simulation tool. Historic weather records were used to produce maps of the distribution of past climatically suitable habitats for mountain pine beetles in British Columbia. Overlays of annual mountain pine beetle occurrence on these maps were used to determine if the beetle has expanded its range in recent years due to changing climate. An examination of the distribution of climatically suitable habitats in 10-year increments derived from climate normals (1921-1950 to 1971-2000) clearly shows an increase in the range of benign habitats. Furthermore, an increase (at an increasing rate) in the number of infestations since 1970 in formerly climatically unsuitable habitats indicates that mountain pine beetle populations have expanded into these new areas. Given the rapid colonization by mountain pine beetles of former climatically unsuitable areas during the last several decades, continued warming in western North America associated with climate change will allow the beetle to further expand its range northward, eastward and toward higher elevations."
trends in temperature and precipitation in the pacific northwest during the twentieth century,"Documenting long-term trends or persistent shifts in temperature and precipitation is important for understanding present and future changes in flora and fauna. Carefully adjusted datasets for climate records in the USA and Canada are combined and used here to describe the spatial and seasonal variation in trends in the maritime, central, and Rocky Mountain climatic zones of the Pacific Northwest. Trends during the 20th century in annually averaged temperature (0.7degreesC-0.9degreesC) and precipitation (13%-38%) exceed the global averages. Largest warming rates occurred in the maritime zone and in winter and at lower elevations in all zones, and smallest warming rates occurred in autumn and in the Rockies. Largest increases in precipitation (upwards of 60% per century) were observed in the dry areas in northeast Washington and south central British Columbia. Increases in precipitation were largest in spring, but were also large in summer in the central and Rocky Mountain climatic zones. These trends have already had profound impacts on streamflow and on certain plant species in the region (Cayan et al. 2001), and other important impacts remain to be discovered. The warming observed in winter and spring can be attributed partially to climatic variations over the Pacific Ocean, and the buildup of greenhouse gases probably also plays an important role."
soil-surface carbon dioxide efflux and microbial biomass in relation to tree density 13 years after a stand replacing fire in a lodgepole pine ecosystem,"The effects of fire on soil-surface carbon dioxide (CO2 ) efflux, F (S) , and microbial biomass carbon, C (mic) , were studied in a wildland setting by examining 13-year-old postfire stands of lodgepole pine differing in tree density (< 500 to > 500 000 trees ha(-1) ) in Yellowstone National Park (YNP). In addition, young stands were compared to mature lodgepole pine stands (similar to110-year-old) in order to estimate ecosystem recovery 13 years after a stand replacing fire. Growing season F (S) increased with tree density in young stands (1.0 mumol CO2 m(-2) s(-1) in low-density stands, 1.8 mumol CO2 m(-2) s(-1) in moderate-density stands and 2.1 mumol CO2 m(-2) s(-1) in high-density stands) and with stand age (2.7 mumol CO2 m(-2) s(-1) in mature stands). Microbial biomass carbon in young stands did not differ with tree density and ranged from 0.2 to 0.5 mg C g(-1) dry soil over the growing season; C (mic) was significantly greater in mature stands (0.5-0.8 mg C g(-1) dry soil). Soil-surface CO2 efflux in young stands was correlated with biotic variables (above-ground, below-ground and microbial biomass), but not with abiotic variables (litter and mineral soil C and N content, bulk density and soil texture). Microbial biomass carbon was correlated with below-ground plant biomass and not with soil carbon and nitrogen, indicating that plant activity controls not only root respiration, but C (mic) pools and overall F (S) rates as well. These findings support recent studies that have demonstrated the prevailing importance of plants in controlling rates of F (S) and suggest that decomposition of older, recalcitrant soil C pools in this ecosystem is relatively unimportant 13 years after a stand replacing fire. Our results also indicate that realistic predictions and modeling of terrestrial C cycling must account for the variability in tree density and stand age that exists across the landscape as a result of natural disturbances."
"simulating effects of land use policies on extent of the wildland urban interface and wildfire risk in flathead county, montana","This study used a wildfire loss simulation model to evaluate how different land use policies are likely to influence wildfire risk in the wildland urban interface (WUI) for Flathead County, Montana. The model accounts for the complex socio-ecological interactions among climate change, economic growth, land use change and policy, homeowner mitigations, and forest treatments in Flathead County's WUI over the five 10-year subperiods comprising the future evaluation period (i.e., 2010-2059). Wildfire risk, defined as expected residential losses from wildfire [E(RLW)], depends on the number of residential properties on parcels, the probability that parcels burn, the probability of wildfire losses to residential structures on properties given the parcels on which those properties are located burn, the average percentage of wildfire-related losses in aesthetic values of residential properties, and the total value (structures plus land) of residential properties. E(RLW) for the five subperiods is simulated for 2010 (referred to as the current), moderately restrictive, and highly restrictive land use policy scenarios, a moderate economic growth scenario and the A2 greenhouse gas emissions scenario. Results demonstrate that increasingly restrictive land use policy for Flathead County significantly reduces the amount and footprint of future residential development in the WUI. In addition, shifting from the current to a moderately restrictive land use policy for Flathead County significantly reduces wildfire risk for the WUI, but shifting from the current to a highly restrictive land use policy does not significantly reduce wildfire risk in the WUI. Both the methods and results of the study can help land and wildfire managers to better manage future wildfire risk and identify residential areas having potentially high wildfire risk."
impacts of increased atmospheric co2 on the hydroclimate of the western united states,"Regional-scale projections of climate change signals due to increases in atmospheric CO2 are generated for the western United States using a regional climate model (RCM) nested within two global scenarios from a GCM. The downscaled control climate improved the local accuracy of the GCM results substantially. The downscaled control climate is reasonably close to the results of an 8-yr regional climate hindcast using the same RCM nested within the NCEP-NCAR reanalysis, despite wet biases in high-elevation regions along the Pacific coast. The downscaled near-surface temperature signal ranges from 3 to 5 K in the western United States. The projected warming signals generally increase with increasing elevation, consistent with earlier studies for the Swiss Alps and the northwestern United States. In addition to the snow-albedo feedback, seasonal variations of the low-level flow and soil moisture appear to play important roles in the spatial pattern of warming signals. Projected changes in precipitation characteristics are mainly associated with increased moisture fluxes from the Pacific Ocean and the increase in elevation of freezing levels during the cold season. Projected cold season precipitation increases substantially in mountainous areas along the Pacific Ocean. Most of the projected precipitation increase over the Sierra Nevada and the Cascades is in rainfall, while snowfall generally decreases except above 2500 m. Projected changes in summer rainfall are small. The snow budget signals are characterized by decreased (increased) cold season snowfall (snowmelt) and reduced snowmelt during spring and summer. The projected cold season runoff from high-elevation regions increases substantially in response to increased cold season rainfall and snowmelt, while the spring runoff decreases due to an earlier depletion of snow, except above 2500 m."
transferring soils from high- to low-elevation forests increases nitrogen cycling rates: climate change implications,"We assessed the potential impact of global warming resulting from a doubling of preindustrial atmospheric CO2 on soil net N transformations by transferring intact soil cores (0-15 cm) from a high-elevation old-growth forest to a forest about 800 m lower in elevation in the central Oregon Cascade Mountains, USA. The lower elevation site had mean annual air and soil (10-cm mineral soil depth) temperatures about 2.4 and 3.9 degrees C higher than the high-elevation site, respectively. Annual rates of soil net N mineralization and nitrification more than doubled in soil transferred to the low-elevation site (17.2-36.0 kg N ha(-1) and 5.0-10.7 kg NO3--N ha(-1), respectively). Leaching of inorganic N from the surface soil tin the absence of plant uptake) also increased. The reciprocal treatment (transferring soil cores from the low- to the high-elevation site) resulted in decreases of about 70, 80, and 65% in annual rates of net N mineralization, nitrification, and inorganic N leaching, respectively. Laboratory incubations of soils under conditions of similar temperature and soil water potential suggest that the quality of soil organic matter is higher at the high-elevation site. Similar in situ rates of soil net N transformations between the two sites occurred because the lower temperature counteracts the effects of greater substrate quantity and quality at the high elevation site. Our results support the hypothesis that high-elevation, old-growth forest soils in the central Cascades have higher C and N storage than their low-elevation analogues primarily because low temperatures limit net C and N mineralization rates at higher elevations."
"aftermath of mountain pine beetle outbreak in british columbia: stand dynamics, management response and ecosystem resilience","The mountain pine beetle (Dendroctonus ponderosae Hopkins) (MPB) has infested and killed millions of hectares of lodgepole pine (Pinus contorta var. latifolia Engelm) forests in British Columbia, Canada, over the past decade. It is now spreading out of its native range into the Canadian boreal forest, with unknown social, economic and ecological consequences. This review explores the ramifications of the MPB epidemic with respect to mid-term timber supply, forest growth, structure and composition, vegetation diversity, forest fire, climate change, and ecosystem resilience. Research confirms that, in British Columbia, all of these variables are more significantly impacted when salvage logging is used as management response to the outbreak. We conclude that appropriate management in response to MPB is essential to ensuring ecologically resilient future forests and reliable mid-term timber supplies for affected human communities. We highlight knowledge gaps and avenues for research to advance our understanding in support of sustainable post-disturbance forest management policies in British Columbia and elsewhere."
"potential near-future carbon uptake overcomes losses from a large insect outbreak in british columbia, canada","The current capacity of northern high-latitude forests to sequester carbon has been suggested to be undermined by the potential increase in fire and insect outbreaks. Here we investigate the response of the terrestrial ecosystems in the province of British Columbia (BC), Canada, to the recent large mountain pine beetle (MPB) outbreak that started in 1999 as well as changing climate and continually increasing atmospheric CO2 concentration up to 2050, in a combined framework, using a process-based model. Model simulations suggest that the recent MPB outbreak results in BC's forests accumulating 328Tg less carbon over the 1999-2020 period. Over this same period changing climate and increasing atmospheric CO2 concentration, however, yield enhanced carbon uptake equal to a cumulative sink of around 900-1060TgC, depending on the future climate change scenario, indicating that the reduced carbon uptake by land due to the MPB disturbance may already be surpassed by 2020."
detectability of change in winter precipitation within mountain landscapes: spatial patterns and uncertainty,"Detecting long-term change in seasonal precipitation using ground observations is dependent on the representativity of the point measurement to the surrounding landscape. In mountainous regions, representativity can be poor and lead to large uncertainties in precipitation estimates at high elevations or in areas where observations are sparse. If the uncertainty in the estimate is large compared to the long-term shifts in precipitation, then the change will likely go undetected. In this analysis, we examine the minimum detectable change across mountainous terrain in western Montana, USA. We ask the question: What is the minimum amount of change that is necessary to be detected using our best estimates of precipitation in complex terrain? We evaluate the spatial uncertainty in the precipitation estimates by conditioning historic regional climate model simulations to ground observations using Bayesian inference. By using this uncertainty as a null hypothesis, we test for detectability across the study region. To provide context for the detectability calculations, we look at a range of future scenarios from the Coupled Model Intercomparison Project 5 (CMIP5) multimodel ensemble downscaled to 4 km resolution using the MACAv2-METDATA data set. When using the ensemble averages we find that approximately 65% of the significant increases in winter precipitation go undetected at midelevations. At high elevation, approximately 75% of significant increases in winter precipitation are undetectable. Areas where change can be detected are largely controlled by topographic features. Elevation and aspect are key characteristics that determine whether or not changes in winter precipitation can be detected. Furthermore, we find that undetected increases in winter precipitation at high elevation will likely remain as snow under climate change scenarios. Therefore, there is potential for these areas to offset snowpack loss at lower elevations and confound the effects of climate change on water resources. Key Points: Changes in mountain winter precipitation may go undetected Areas of undetected change are largely controlled by topography Undetected precipitation changes may offset climate change effects on snow"
spatial models reveal the microclimatic buffering capacity of old-growth forests,"Climate change is predicted to cause widespread declines in biodiversity, but these predictions are derived from coarse-resolution climate models applied at global scales. Such models lack the capacity to incorporate microclimate variability, which is critical to biodiversity microrefugia. In forested montane regions, microclimate is thought to be influenced by combined effects of elevation, microtopography, and vegetation, but their relative effects at fine spatial scales are poorly known. We used boosted regression trees to model the spatial distribution of fine-scale, under-canopy air temperatures in mountainous terrain. Spatial models predicted observed independent test data well (r = 0.87). As expected, elevation strongly predicted temperatures, but vegetation and microtopography also exerted critical effects. Old-growth vegetation characteristics, measured using LiDAR (light detection and ranging), appeared to have an insulating effect; maximum spring monthly temperatures decreased by 2.5 degrees C across the observed gradient in old-growth structure. These cooling effects across a gradient in forest structure are of similar magnitude to 50-year forecasts of the Intergovernmental Panel on Climate Change and therefore have the potential to mitigate climate warming at local scales. Management strategies to conserve old-growth characteristics and to curb current rates of primary forest loss could maintain microrefugia, enhancing biodiversity persistence in mountainous systems under climate warming."
shifting ecological filters mediate postfire expansion of seedling aspen (populus tremuloides) in yellowstone,"Determining how ecological filters (e.g., climate, soils, biotic interactions) influence where species succeed in heterogeneous landscapes is challenging for long-lived species (e.g., trees), because filters can vary over space and change slowly through time. Stand-replacing wildfires create opportunities for establishment of tree-species cohorts and can catalyze rapid shifts in where species occur, facilitating unique opportunities for long-term study. We quantified effects of multiple ecological filters on a colonizing cohort of aspen (Populus tremuloides) that established from seed throughout burned lodgepole pine (Pinus contorta var. latifolia) forests after the 1988 fires in Yellowstone National Park (Wyoming, USA) to ask: (1) How have aspen presence, density, and size varied across the postfire landscape, and what filters explain these spatial and temporal patterns? (2) How does aspen above-and belowground biomass vary with postfire lodgepole-pine density? Aspen persisted to postfire year 25 in 58% of the plots in which aspen were present in postfire year 11 (n = 45), and mean stem density declined from 522 to 310 stems ha(-1). Mean aspen height doubled (from 29 to 59 cm) over this period. Ecological filters related to climate, competition, herbivory, and soils all differentially affected aspen presence, persistence, and size. Growing season temperature, inter-specific competition, and herbivory also changed through time, altering their effects on the colonizing cohort, and shifting where on the landscape aspen persistence and growth were ultimately favored. Eleven years postfire, aspen were favored at warmer, low elevations; ungulate browsing strongly constrained aspen heights; and competition was unimportant. By 25-years postfire, temperatures warmed nearly 1 degrees C, and aspen were more likely to persist at cooler, high elevations. Browsing pressure declined, as ungulate populations decreased during this time, but aspen height and basal diameters were constrained by dense, rapidly growing postfire conifers. Landscape mosaics of ecological filters shift over space and time and can facilitate or constrain the persistence and growth of colonizing species. Long-term study of post-disturbance colonizing cohorts uniquely reveal how species are responding to real-time environmental change in heterogeneous landscapes, which will help us better anticipate 21st century species distributions and abundances. (C) 2015 Elsevier B.V. All rights reserved."
a forest vulnerability index based on drought and high temperatures,"Increasing forest stress and tree mortality has been directly linked to combinations of drought and high temperatures. The climatic changes expected during the next decades - large increases in mean temperature, increased heat waves, and significant long-term regional drying in the western USA - will likely increase chronic forest stress and mortality. The aim of this research is to develop and apply a new forest vulnerability index (FVI) associated with drought and high temperatures across the Pacific Northwest region (PNW; Oregon and Washington) of the USA during the MODIS Aqua era (since 2003). Our technique incorporates the alterations to canopy water and energy exchange processes caused by drought and high temperatures with spatially continuous MODIS land surface temperature (LST) and evapotranspiration (ET), and with Parameter-elevation Relationships on Independent Slopes Model (PRISM) precipitation (P) data. With P and ET, we calculate a monthly water balance variable for each individual pixel normalized by forest type group (FTG), and then difference the water balance with the corresponding normalized monthly meanLST to calculate a monthly forest stress index (FSI). We then extract the pixel-specific (800-m resolution) statistically significant temporal trends of the FSI from 2003 to 2012 by month (April to October). The FVI is the slope of the monthly FSI across years, such that there is a FVI for each month. Statistically significant positive slopes indicate interannual increases in stress leading to expected forest vulnerability (positive FVI) for a given month. Positive FVI values were concentrated in the months of August and September, with peak vulnerability occurring at different times for different FTGs. Overall, increased vulnerability rates were the highest in drier FTGs such as Ponderosa Pine, Juniper, and Lodgepole Pine. Western Larch and Fir/Spruce/Mountain Hemlock groups occupy moister sites but also had relatively high proportion of positive FVI values. The Douglas-fir group had the second largest total area of increased vulnerability due to its large areal extent in the study area. Based on an analysis using imagery viewed in Google Earth, we confirm that areas with increased vulnerability are associated with greater amounts of stress and mortality. The FVI is a new way to conceptualize and monitor forest vulnerability based on first-order principles and has the potential to be generalized to other geographical areas. (C) 2015 Elsevier Inc. All rights reserved."
effects of increased soil water availability on grassland ecosystem carbon dioxide fluxes,"There is considerable interest in how ecosystems will respond to changes in precipitation. Alterations in rain and snowfall are expected to influence the spatio-temporal patterns of plant and soil processes that are controlled by soil moisture, and potentially, the amount of carbon (C) exchanged between the atmosphere and ecosystems. Because grasslands cover over one third of the terrestrial landscape, understanding controls on grassland C processes will be important to forecast how changes in precipitation regimes will influence the global C cycle. In this study we examined how irrigation affects carbon dioxide (CO<sub xmlns=""http://www.w3.org/1999/xhtml"">2</sub>) fluxes in five widely variable grasslands of Yellowstone National Park during a year of approximately average growing season precipitation. We irrigated plots every 2 weeks with 25% of the monthly 30-year average of precipitation resulting in plots receiving approximately 150% of the usual growing season water in the form of rain and supplemented irrigation. Ecosystem CO<sub xmlns=""http://www.w3.org/1999/xhtml"">2</sub> fluxes were measured with a closed chamber-system once a month from May-September on irrigated and unirrigated plots in each grassland. Soil moisture was closely associated with CO<sub xmlns=""http://www.w3.org/1999/xhtml"">2</sub> fluxes and shoot biomass, and was between 1.6% and 11.5% higher at the irrigated plots (values from wettest to driest grassland) during times of measurements. When examining the effect of irrigation throughout the growing season (May-September) across sites, we found that water additions increased ecosystem CO<sub xmlns=""http://www.w3.org/1999/xhtml"">2</sub> fluxes at the two driest and the wettest sites, suggesting that these sites were water-limited during the climatically average precipitation conditions of the 2005 growing season. In contrast, no consistent responses to irrigation were detected at the two sites with intermediate soil moisture. Thus, the ecosystem CO<sub xmlns=""http://www.w3.org/1999/xhtml"">2</sub> fluxes at those sites were not water-limited, when considering their responses to supplemental water throughout the whole season. In contrast, when we explored how the effect of irrigation varied temporally, we found that irrigation increased ecosystem CO<sub xmlns=""http://www.w3.org/1999/xhtml"">2</sub> fluxes at all the sites late in the growing season (September). The spatial differences in the response of ecosystem CO<sub xmlns=""http://www.w3.org/1999/xhtml"">2</sub> fluxes to irrigation likely can be explained by site specific differences in soil and vegetation properties. The temporal effects likely were due to delayed plant senescence that promoted plant and soil activity later into the year. Our results suggest that in Yellowstone National Park, above-normal amounts of soil moisture will only stimulate CO<sub xmlns=""http://www.w3.org/1999/xhtml"">2</sub> fluxes across a portion of the ecosystem. Thus, depending on the topographic location, grassland CO<sub xmlns=""http://www.w3.org/1999/xhtml"">2</sub> fluxes can be water-limited or not. Such information is important to accurately predict how changes in precipitation/soil moisture will affect CO<sub xmlns=""http://www.w3.org/1999/xhtml"">2</sub> dynamics and how they may feed back to the global C cycle."
weak effect of climate variability on coexistence in a sagebrush steppe community,"Climate variability, which is expected to increase in the future, can promote coexistence through a mechanism called the storage effect. Currently, we have little understanding of how the importance of the storage effect varies among ecosystems. We tested for the three conditions of the storage effect in a sagebrush steppe plant community in Idaho (USA) by combining long-term observational data with statistical models. The four sagebrush steppe species that we studied satisfied the first two conditions of the storage effect: a long-lived life stage and species-specific responses to the environment. But the critical third condition, environment-competition covariance, was very weak in this community. While the direction of the covariance was consistent with a stabilizing effect of variability (stronger competition in more favorable years), its magnitude was small, reflecting low temporal variability in both competition and species responses to the environment. Consistent with this result, simulations of species population growth rates when rare showed that climate variability had no consistent stabilizing effect on coexistence. This case study provides an important reminder that species-specific responses to the environment are not sufficient for coexistence via the storage effect. Instead, the magnitude of temporal variability in species performance also plays an important role. Comparison of our results with those from a similar study in Kansas mixed prairie suggests that temporal variability in species performance may reflect both the strength of environmental variability as well as life history strategies."
"climatic and biophysical controls on conifer species distributions in mountain forests of washington state, usa","Aim: The purpose of this study was to quantify relationships between conifer species distributions and climatic and biophysical variables, in order to provide better insight into the potential for redistribution of species on the landscape in response to climatic change. Location: Data are from 10,653 georeferenced sites in Washington State, USA, along a longitudinal gradient from west of the crest of the Cascade Range to the beginnings of the western slope of the Rocky Mountains, and across two physiographic provinces, the Northern Cascades, characterized by steep, rugged topography, and the Okanogan Highlands, presenting moderate slopes and broad rounded summits. Methods: Tree data were drawn from the USDA Forest Service Area Ecology Program database, collected in mature, undisturbed stands. We compared simple climatic variables (annual temperature, growing-degree days, annual and seasonal precipitation) to biophysical variables (soil, hydrologic, and solar radiation) derived from climatic variables. Climatic and biophysical variables were taken from the output of climatological and hydrological simulation models and estimated for each plot in the tree database. Generalized linear models were used, for each of fourteen tree species, at multiple spatial extents, to estimate the probability of occurrence of that species as a function of climatic and biophysical predictors. Models were validated by a combination of bootstrapping and estimating receiver operating characteristic (ROC) curves. Results: For the majority of species, we were able to fit variables representing both moisture and temperature gradients, and in all but a few cases these models identified a unimodal response of species occurrence to these gradients. In some cases the ecological/environmental niche of a species had been clearly captured by the model, whereas in others a longer gradient in the predictor variable(s) would be needed. Responses of most species were consistent across three spatial scales. Main conclusions: By identifying the ecological niches of multiple species, we can forecast their redistribution on the landscape in response to climatic change, evaluate the predictions of simulation models, and alert managers to particularly sensitive or vulnerable ecosystems and landscapes."
impacts of postdam land use/land cover changes on modification of extreme precipitation in contrasting hydroclimate and terrain features,"Understanding the impact of postdam climate feedbacks, resulting from land use/land cover (LULC) variability, on modification of extreme precipitation (EP) remains a challenge for a twenty-first-century approach to dam design and operation. In this study, the Regional Atmospheric Modeling System (RAMS, version 6.0) was used, involving a number of predefined LULC scenarios to address the important question regarding dams and their impoundments: How sensitive are the hydroclimatology and terrain features of a region in modulating the postdam response of climate feedbacks to EP? The study region covered the Owyhee Dam/Reservoir on the Owyhee River watershed (ORW), located in eastern Oregon. A systematic perturbation of the relative humidity in the initial and boundary condition of the model was carried out to simulate EP. Among the different LULC scenarios used in the simulation over the ORW, irrigation expansion in the postdam era resulted in an increase in EP up to 6% in the 72-h precipitation total. The contribution of the reservoir on EP added 8% to the 72-h total when compared to the predam LULC conditions. To address the science question, a previously completed investigation on the Folsom Dam [American River watershed (ARW)] in California was compared with the ORW findings on the basis of contrasting differences in hydroclimatology and terrain features. The results indicate that the postdam LULC change scenarios impact EP of ORW (Owyhee Dam) much greater than the EP of the ARW (Folsom Dam) because of its semiarid climate and flat terrain. EP was less sensitive to LULC changes on the windward side of the mountainous terrain of ARW as compared to the leeward side of the flat terrain of ORW."
opportunities to utilize traditional phenological knowledge to support adaptive management of social-ecological systems vulnerable to changes in climate and fire regimes,"The field of adaptive management has been embraced by researchers and managers in the United States as an approach to improve natural resource stewardship in the face of uncertainty and complex environmental problems. Integrating multiple knowledge sources and feedback mechanisms is an important step in this approach. Our objective is to contribute to the limited literature that describes the benefits of better integrating indigenous knowledge (IK) with other sources of knowledge in making adaptive-management decisions. Specifically, we advocate the integration of traditional phenological knowledge (TPK), a subset of IK, and highlight opportunities for this knowledge to support policy and practice of adaptive management with reference to policy and practice of adapting to uncharacteristic fire regimes and climate change in the western United States."
"alpine glaciers and permanent ice and snow patches in western canada approach their smallest sizes since the mid-holocene, consistent with global trends","<ca> Most alpine glaciers in the Northern Hemisphere reached their maximum extents of the Holocene between ad 1600 and 1850. Since the late 1800s, however, glaciers have thinned and retreated, mainly because of atmospheric warming. Glacier retreat in western Canada and other regions is exposing subfossil tree stumps, soils and plant detritus that, until recently, were beneath tens to hundreds of metres of ice. In addition, human artefacts and caribou dung are emerging from permanent snow patches many thousands of years after they were entombed. Dating of these materials indicates that many of these glaciers and snow patches are smaller today than at any time in the past several thousand years. This evidence, in turn, suggests that glacier recession in the 20th century is unprecedented during the past several millennia and that glaciers in western Canada have reached minimum extents only 150-300years after they achieved their maximum Holocene extents. [PUBLICATION ABSTRACT]"
tracking interannual streamflow variability with drought indices in the us. pacific northwest,"Drought indices are often used for monitoring interannual variability in macroscale hydrology. However, the diversity of drought indices raises several issues: 1) which indices perform best and where; 2) does the incorporation of potential evapotranspiration (PET) in indices strengthen relationships, and how sensitive is the choice of PET methods to such results; 3) what additional value is added by using higher-spatial-resolution gridded climate layers; and 4) how have observed relationships changed through time. Standardized precipitation index, standardized precipitation evapotranspiration index (SPEI), Palmer drought severity index, and water balance runoff (WBR) model output were correlated to water-year runoff for 21 unregulated drainage basins in the Pacific Northwest of the United States. SPEI and WBR with time scales encompassing the primary precipitation season maximized the explained variance in water-year runoff in most basins. Slightly stronger correlations were found using PET estimates from the Penman-Monteith method over the Thornthwaite method, particularly for time periods that incorporated the spring and summer months in basins that receive appreciable precipitation during the growing season. Indices computed using high-resolution climate surfaces explained over 10% more variability than metrics derived from coarser-resolution datasets. Increased correlation in the latter half of the study period was partially attributable to increased streamflow variability in recent decades as well as to improved climate data quality across the interior mountain watersheds."
extent of the rain-snow transition zone in the western us. under historic and projected climate,"This study investigates the extent of the rain-snow transition zone across the complex terrain of the western United States for both late 20th century climate and projected changes in climate by the mid-21st century. Observed and projected temperature and precipitation data at 4km resolution were used with an empirical probabilistic precipitation phase model to estimate and map the likelihood of snow versus rain occurrence. This approach identifies areas most likely to undergo precipitation phase change over the next half century. At broad scales, these projections indicate an average 30% decrease in areal extent of winter wet-day temperatures conducive to snowfall over the western United States. At higher resolution scales, this approach identifies existing and potential experimental sites best suited for research investigating the mechanisms linking precipitation phase change to a broad array of processes, such as shifts in rain-on-snow flood risk, timing of water resource availability, and ecosystem dynamics. Key Points * Projections map changes in precipitation phase across the western U.S. * Approximately 30% reduction by mid-21st century in the wintertime snow-dominated area * Annual duration of snowfall declining by ~2 months across mountain regions"
"catchment-scale modeling of nitrogen dynamics in a temperate forested watershed, oregon an interdisciplinary communication strategy","<ca> We present a systems modeling approach to the development of a place-based ecohydrological model. The conceptual model is calibrated to a variety of existing observations, taken in watershed 10 (WS10) at the HJ Andrews Experimental Forest (HJA) in Oregon, USA, a long term ecological research (LTER) site with a long history of catchment-scale data collection. The modeling framework was designed to help document and evaluate an evolving understanding of catchment processing of water, nitrogen, and carbon that has developed over the many years of on-going research at the site. We use the dynamic model to capture the temporal variation in the N and C budgets and to evaluate how different components of the complex system may control the retention and release of N in this pristine forested landscape. Results indicate that the relative roles of multiple competing controls on N change seasonally, between periods of wet/dry and growth/senescence. The model represents a communication strategy to facilitate dialog between disciplinary experimentalists and modelers, to produce a more complete picture of nitrogen cycling in the region. We view this explicit development of complete, yet conceptually simplified models as a useful and important way to evaluate complex environmental dynamics."
recent declines in western us. snowpack in the context of twentieth-century climate variability,"<ca> A monthly snow accumulation and melt model was used with monthly Precipitation-elevation Regressions on Independent Slopes Model (PRISM) temperature and precipitation data to generate time series of 1 April snow water equivalent (SWE) for 1900 through 2008 in the western United States. Averaged across the western United States, SWE generally was higher than long-term (1900-2008) average conditions during the periods 1900-25, 1944-55, and 1966-82; SWE was lower than long-term average conditions during the periods 1926-43, 1957-65, and 1984-2008. During the period 1900-2008, the temporal pattern in winter precipitation exhibited wetter-than-average and drier-than-average decadal-scale periods with no long-term increasing or decreasing trend. Winter temperature generally was below average from 1900 to the mid-1950s, close to average from the mid-1950s to the mid-1980s, and above average from the mid-1980s to 2008. In general, periods of higher-than-average SWE have been associated with higher precipitation and lower temperature. Since about 1980, western U.S. winter temperatures have been consistently higher than long-term average values, and the resultant lower-than-average SWE values have been only partially offset by periods of higher-than-average precipitation. The post-1980 lower-than-average SWE conditions in the western United States are unprecedented within the context of twentieth-century climate and estimated SWE."
visualizing spatial heterogeneity of western us. climate variability,"<ca> Monthly climatologies (1971-2000 monthly averages) for stations in the western United States, obtained from the NOAA/National Climatic Data Center (NCDC), are used to illustrate the spatial variations in the annual cycle of climate. Animated map sequences of temperature and precipitation, their average, intermonthly changes, and the local timing of annual maxima or minima provide a comprehensive spatiotemporal baseline of regional climate. The animated maps illustrate three scales of variation: 1) broadscale patterns related to the annual cycle of insolation and hemispheric-scale atmospheric circulation features; 2) mesoscale patterns related to location on the continent and the influence of specific regional circulation features like those associated with the North American monsoon; and 3) smaller-scale spatial variations, related to the mediation by local physiography of the influence of large-scale circulation. Although most western U.S. stations have temperature maxima in July, a delay occurs at stations along the West Coast and interior Washington, northern Idaho, and Montana. A seesaw pattern of precipitation maxima is evident between coastal areas (winter dominated) and the interior (summer dominated). Cluster analyses of the ratio of monthly-to-annual precipitation values for each station identify regions with similar annual cycles of precipitation. Regions of high spatial heterogeneity in the timing of when precipitation occurs include the northern Rocky Mountains, Utah, Arizona, and northwestern Montana. The superimposition of these three scales of spatial variability leads to steep gradients and, in some regions, considerable spatial heterogeneity in annual precipitation. The regional patterns of precipitation heterogeneity highlight vulnerability to drought, especially in regions of the interior west that do not have a dominant precipitation month or season."
