Timestamp,name,title,paper_id,"Is this paper in the Columbia River Basin, and does it primarily address climate change impacts, adaptation, or mitigation?","Does this study make a quantitative estimate of climate change impacts on natural or human systems in the future? (equivalent to ""projected impacts"").","Does this study identify an environmental change or trend and discuss its attribution to  climate change? (equivalent to ""observed impacts."" This requires multiple decades of data.)",In what biome(s) is this research conducted?,What is the spatial extent (size of study area) of data in this paper?,Select at least one option every time. Which HUC 6 watershed(s) did the study take place?,"Enter place name and GPS points if they are easily identifiable (e.g., study includes point data).",What discipline(s) does this study address?,What topic(s) does this study address?,List concerns or uncertainty when coding this paper.,Copy and paste or summarize content related to our research questions.,Copy and paste or summarize content related to research in mountainous environments.,Was new data collected for this study?
5/4/2018 11:24:28,sh,amphibians in the climate vise: loss and restoration of resilience of montane wetland ecosystems in the western us.,525,adaptation,no,no,"freshwater: ponds and lakes, freshwater: wetlands",western us and/or western us plus canada,"all washington, all oregon",na/not appropriate for point data,ecology,"temperature, precipitation, snow, lacustrine systems, non-anadromous fish, aquatic habitat, policy, management, species invasion",NA,NA,NA,no
4/30/2018 11:54:20,am,amphibians in the climate vise: loss and restoration of resilience of montane wetland ecosystems in the western us.,525,adaptation,no,no,"freshwater: ponds and lakes, freshwater: wetlands",western us and/or western us plus canada,"all washington, all oregon",na/not appropriate for point data,ecology,"temperature, precipitation, snow, lacustrine systems, non-anadromous fish, aquatic habitat, policy, management, species invasion",tough call on impacts vs adaptation.,NA,NA,no
5/6/2018 19:59:23,sh,"modeling ecohydrological impacts of land management and water use in the silver creek basin, idaho.",528,impacts,yes,no,freshwater: streams and rivers,1-100 km2 (huc 12 is 100 km2),0402 - upper snake,"silver creek, id; 43.313108, -114.114637",Engineering,"temperature, precipitation, streamflow/stream forecasting, river geomorphology and restoration, groundwater, water quality, water quantity, salmon/anadromous fish, non-anadromous fish, aquatic habitat, management",NA,NA,NA,no
6/5/2018 11:56:10,cc,"modeling ecohydrological impacts of land management and water use in the silver creek basin, idaho.",528,impacts,yes,no,freshwater: streams and rivers,1-100 km2 (huc 12 is 100 km2),0402 - upper snake,"silver creek, id; 43.313108, -114.114637",Engineering,"temperature, precipitation, streamflow/stream forecasting, river geomorphology and restoration, groundwater, water quality, water quantity, salmon/anadromous fish, non-anadromous fish, aquatic habitat, management",NA,NA,NA,no
5/24/2018 16:25:48,sh,climate trends but little net water supply shift in one of canada's most water-stressed regions over the last century.,532,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",okanagan (canada),"okanogan river british columbia; 49.9246415,-120.0967949","meteorology and climatology, hydrology","temperature, precipitation, climate oscilations (enso, pdo), streamflow/stream forecasting, water quantity",NA,NA,NA,no
6/6/2018 15:46:47,mf,climate trends but little net water supply shift in one of canada's most water-stressed regions over the last century.,532,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",okanagan (canada),"okanogan river british columbia; 49.9246415,-120.0967949","meteorology and climatology, hydrology","temperature, precipitation, climate oscilations (enso, pdo), streamflow/stream forecasting, water quantity",NA,NA,NA,no
6/5/2018 12:09:12,cc,climate change adaptation and restoration of western trout streams: opportunities and strategies.,533,adaptation,no,no,freshwater: streams and rivers,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s),"43.5155767,-112.0253193; 46.8909618,-115.1323657",policy or management,"temperature, precipitation, streamflow/stream forecasting, river geomorphology and restoration, water quality, water quantity, non-anadromous fish, management",NA,NA,NA,yes
5/6/2018 20:13:57,sh,climate change adaptation and restoration of western trout streams: opportunities and strategies.,533,adaptation,no,no,freshwater: streams and rivers,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s),"43.5155767,-112.0253193; 46.8909618,-115.1323657",policy or management,"temperature, precipitation, streamflow/stream forecasting, river geomorphology and restoration, water quality, water quantity, non-anadromous fish, management",NA,NA,NA,yes
6/3/2018 13:51:05,pe,using custom scientific workflow software and gis to inform protected area climate adaptation planning in the greater yellowstone ecosystem.,534,adaptation,yes,no,n/a (not biome specific or all biomes - see codebook),"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake",na/not appropriate for point data,ecology,"temperature, precipitation, snow, groundwater, water quantity, species invasion, forest ecology, soils, policy, management, terrestrial wildlife, species range shifts",NA,NA,NA,yes
6/11/2018 14:05:48,sh,using custom scientific workflow software and gis to inform protected area climate adaptation planning in the greater yellowstone ecosystem.,534,adaptation,yes,no,n/a (not biome specific or all biomes - see codebook),"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake",na/not appropriate for point data,ecology,"temperature, precipitation, snow, groundwater, water quantity, species invasion, forest ecology, soils, policy, management, terrestrial wildlife, species range shifts",NA,NA,NA,yes
5/4/2018 11:41:53,sh,a new framework for spatio-temporal climate change impact assessment for terrestrial wildlife.,535,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all idaho,na/not appropriate for point data,Management,"temperature, precipitation, snow, terrestrial wildlife, species range shifts, management",NA,NA,NA,no
4/30/2018 12:07:21,am,a new framework for spatio-temporal climate change impact assessment for terrestrial wildlife.,535,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all idaho,na/not appropriate for point data,Management,"temperature, precipitation, snow, terrestrial wildlife, species range shifts, management",NA,NA,"proposes an interdisciplinary (my term) approach for climate impact assessments, considering species life history traits - could be a nice example of what we can achieve through considering what topics do/don't get studied together.",no
5/10/2018 16:28:48,mf,geologic and geomorphic controls on the occurrence of fens in the oregon cascades and implications for vulnerability and conservation.,536,impacts,no,no,freshwater: wetlands,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0703 - deschutes,"deschutes river; 44.6589029,-122.426818","hydrology, geology","groundwater, water quantity, soils",NA,NA,NA,yes
5/25/2018 11:40:38,sh,geologic and geomorphic controls on the occurrence of fens in the oregon cascades and implications for vulnerability and conservation.,536,impacts,no,no,freshwater: wetlands,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0703 - deschutes,"deschutes river; 44.6589029,-122.426818","hydrology, geology","groundwater, water quantity, soils",NA,NA,NA,yes
4/30/2018 12:12:34,am,are high-severity fires burning at much higher rates recently than historically in dry-forest landscapes of the western usa?,540,impacts,yes,yes,forest: temperate,western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,ecology,"temperature, precipitation, wildfire, timber production/silviculture, forest ecology, management",NA,NA,suggests that fire under climate change is returning to historic conditions (pre fire suppression).,no
5/4/2018 11:56:06,sh,are high-severity fires burning at much higher rates recently than historically in dry-forest landscapes of the western usa?,540,impacts,yes,yes,forest: temperate,western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,ecology,"temperature, precipitation, wildfire, timber production/silviculture, forest ecology, management",NA,NA,NA,no
6/6/2018 15:58:25,mf,forest managers' response to climate change science: evaluating the constructs of boundary objects and organizations.,542,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), all idaho",na/not appropriate for point data,"forestry, anthropology/sociology, policy or management","temperature, precipitation, water quantity, timber production/silviculture, attitudes and beliefs, policy, management",NA,NA,NA,yes
5/24/2018 16:32:55,sh,forest managers' response to climate change science: evaluating the constructs of boundary objects and organizations.,542,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), all idaho",na/not appropriate for point data,"forestry, anthropology/sociology, policy or management","temperature, precipitation, water quantity, timber production/silviculture, attitudes and beliefs, policy, management",NA,NA,NA,yes
6/11/2018 14:10:17,sh,regional carbon cycle responses to 25 years of variation in climate and disturbance in the us pacific northwest.,544,impacts,no,no,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,ecology,"temperature, precipitation, pests and disease, wildfire, forest ecology, carbon emissions, carbon cycle, land cover",NA,NA,NA,no
6/18/2018 12:07:29,pe,regional carbon cycle responses to 25 years of variation in climate and disturbance in the us pacific northwest.,544,impacts,no,no,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,ecology,"temperature, precipitation, pests and disease, wildfire, forest ecology, carbon emissions, carbon cycle, land cover",NA,NA,NA,no
5/10/2018 16:42:44,mf,surface water input from snowmelt and rain throughfall in western juniper: potential impacts of climate change and shifts in semi-arid vegetation.,546,impacts,yes,no,desert: semi-arid desert,"100 km2 - 1,500 km2","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","reynolds creek experimental watershed; 43.238183,-116.8531838",hydrology,"temperature, precipitation, snow, streamflow/stream forecasting, forest ecology",NA,NA,NA,yes
5/25/2018 11:46:01,sh,surface water input from snowmelt and rain throughfall in western juniper: potential impacts of climate change and shifts in semi-arid vegetation.,546,impacts,yes,no,desert: semi-arid desert,"100 km2 - 1,500 km2","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","reynolds creek experimental watershed; 43.238183,-116.8531838",hydrology,"temperature, precipitation, snow, streamflow/stream forecasting, forest ecology",NA,NA,NA,yes
6/11/2018 14:13:26,sh,regeneration of montane forests 24 years after the 1988 yellowstone fires: a fire-catalyzed shift in lower treelines?,549,impacts,no,yes,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",0401 - snake headwaters (yellowstone np and tetons np),na/not appropriate for point data,forestry,"temperature, wildfire, forest ecology, management, natural disasters",NA,NA,NA,yes
6/18/2018 12:15:06,pe,regeneration of montane forests 24 years after the 1988 yellowstone fires: a fire-catalyzed shift in lower treelines?,549,impacts,no,yes,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",0401 - snake headwaters (yellowstone np and tetons np),na/not appropriate for point data,forestry,"temperature, wildfire, forest ecology, management, natural disasters",NA,NA,NA,yes
5/10/2018 8:44:37,sh,human-induced modifications to land surface fluxes and their implications on water management under past and future climate change conditions.,554,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0402 - upper snake, 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.), 0602 - salmon (includes bitterroot mt.s)",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, streamflow/stream forecasting, groundwater, water quantity, management",NA,NA,NA,no
7/9/2018 10:44:16,am,human-induced modifications to land surface fluxes and their implications on water management under past and future climate change conditions.,554,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0402 - upper snake, 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.), 0602 - salmon (includes bitterroot mt.s)",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, streamflow/stream forecasting, groundwater, water quantity, management",NA,NA,NA,no
5/3/2018 18:23:10,am,"annual and decadal climate forcing of historical fire regimes in the interior pacific northwest, usa",555,impacts,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0200 - upper columbia, 0502 - middle snake - powder, 0601 - lower snake, 0701 - middle columbia, 0702 - john day, 0703 - deschutes","tucannon river; 46.4708575,-118.0869354; imnaha river; 45.1035491,-117.1103902; baker river; 44.8387601,-117.8420278","meteorology and climatology, forestry","temperature, precipitation, climate oscilations (enso, pdo), wildfire, forest ecology, dendrochronology",NA,NA,NA,no
5/8/2018 15:42:48,mf,"annual and decadal climate forcing of historical fire regimes in the interior pacific northwest, usa",555,impacts,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0200 - upper columbia, 0502 - middle snake - powder, 0601 - lower snake, 0701 - middle columbia, 0702 - john day, 0703 - deschutes","tucannon river; 46.4708575,-118.0869354; imnaha river; 45.1035491,-117.1103902; baker river; 44.8387601,-117.8420278","meteorology and climatology, forestry","temperature, precipitation, climate oscilations (enso, pdo), wildfire, forest ecology, dendrochronology",NA,NA,NA,no
6/11/2018 14:15:37,sh,hydroclimate of the western united states based on observations and regional climate simulation of 1981-2000. part ii: mesoscale enso anomalies,556,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,"0200 - upper columbia, 0300 - yakima, 0701 - middle columbia, 0702 - john day, 0703 - deschutes, 0900 - willamette (hj andrews experimental forest)",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, snow, climate oscilations (enso, pdo), streamflow/stream forecasting, water quantity",NA,NA,NA,no
6/18/2018 12:25:43,pe,hydroclimate of the western united states based on observations and regional climate simulation of 1981-2000. part ii: mesoscale enso anomalies,556,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,"0200 - upper columbia, 0300 - yakima, 0701 - middle columbia, 0702 - john day, 0703 - deschutes, 0900 - willamette (hj andrews experimental forest)",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, snow, climate oscilations (enso, pdo), streamflow/stream forecasting, water quantity",NA,NA,NA,no
4/30/2018 12:47:26,am,statistical precipitation downscaling over the northwestern united states using numerically simulated precipitation as a predictor,557,impacts,no,no,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","all washington, all oregon",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation",NA,NA,NA,no
5/4/2018 16:50:09,sh,statistical precipitation downscaling over the northwestern united states using numerically simulated precipitation as a predictor,557,impacts,no,no,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","all washington, all oregon",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation",i couldn't decide if this is about prediction or not.,NA,NA,no
5/10/2018 10:27:27,sh,transient future climate over the western united states using a regional climate model,560,impacts,yes,yes,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, climate oscilations (enso, pdo), mathematics",NA,NA,NA,no
7/4/2018 16:24:24,cc,transient future climate over the western united states using a regional climate model,560,impacts,yes,yes,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, climate oscilations (enso, pdo), mathematics",very course resolution focused on mathematical modeling gcm v rcm comparisons and california,NA,NA,no
5/9/2018 17:02:45,mf,"long-duration drought variability and impacts on ecosystem services: a case study from glacier national park, montana",561,impacts,no,no,"alpine/tundra, forest: temperate","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s),"glacier national park, montana, 48.6602627,-114.1260342","meteorology and climatology, ecology","temperature, precipitation, glaciers, snow, climate oscilations (enso, pdo), wildfire, water quality, water quantity, forest ecology, dendrochronology, ecosystem services",NA,NA,NA,yes
5/23/2018 7:02:46,am,"long-duration drought variability and impacts on ecosystem services: a case study from glacier national park, montana",561,impacts,no,no,"alpine/tundra, forest: temperate","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s),"glacier national park, montana, 48.6602627,-114.1260342","meteorology and climatology, ecology","temperature, precipitation, glaciers, snow, climate oscilations (enso, pdo), wildfire, water quality, water quantity, forest ecology, dendrochronology, ecosystem services",NA,NA,NA,yes
5/25/2018 11:50:17,sh,"the effect of observation time and sampling frequency on mean daily maximum, minimum and average temperature.",564,impacts,no,no,n/a (not biome specific or all biomes - see codebook),"100 km2 - 1,500 km2","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","reynolds creek experimental watershed; 43.238183,-116.8531838","hydrology, forestry","temperature, precipitation, forest ecology, soils",NA,NA,NA,yes
5/10/2018 16:55:14,mf,"the effect of observation time and sampling frequency on mean daily maximum, minimum and average temperature.",564,impacts,no,no,n/a (not biome specific or all biomes - see codebook),"100 km2 - 1,500 km2","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","reynolds creek experimental watershed; 43.238183,-116.8531838","hydrology, forestry","temperature, precipitation, forest ecology, soils",NA,NA,NA,yes
5/24/2018 16:42:45,sh,areal extent of seasonal snow cover in a changed climate.,565,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),1-100 km2 (huc 12 is 100 km2),okanagan (canada),"illecillewaet river bc; 50.9865654,-118.1955959","meteorology and climatology, hydrology","temperature, precipitation, streamflow/stream forecasting, water quantity",NA,NA,NA,no
6/6/2018 16:16:56,mf,areal extent of seasonal snow cover in a changed climate.,565,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),1-100 km2 (huc 12 is 100 km2),okanagan (canada),"illecillewaet river bc; 50.9865654,-118.1955959","meteorology and climatology, hydrology","temperature, precipitation, streamflow/stream forecasting, water quantity",NA,NA,NA,no
6/19/2018 17:05:05,pe,potential climate change impacts on mountain watersheds in the pacific northwest.,567,impacts,yes,no,freshwater: streams and rivers,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0101 - kootenai, 0300 - yakima","46.9713424,-121.2771215; 48°35′n 113°55′w","meteorology and climatology, hydrology","temperature, precipitation, snow, streamflow/stream forecasting, climate oscilations (enso, pdo), water quantity, management",NA,NA,NA,no
6/11/2018 14:20:44,sh,potential climate change impacts on mountain watersheds in the pacific northwest.,567,impacts,yes,no,freshwater: streams and rivers,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0101 - kootenai, 0300 - yakima","46.9713424,-121.2771215; 48°35′n 113°55′w","meteorology and climatology, hydrology","temperature, precipitation, snow, streamflow/stream forecasting, climate oscilations (enso, pdo), water quantity, management",NA,NA,NA,no
7/9/2018 12:17:53,cc,the effect of climate change on floods in british columbia.,568,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",kooteney (canada),"selkirk mountains bc; 49.880489, -117.561393","meteorology and climatology, hydrology","temperature, precipitation, streamflow/stream forecasting, water quantity",NA,interesting older study related to quantitative cc impacts,NA,no
2018-07-12T16:42:25Z,sh,the effect of climate change on floods in british columbia.,568,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",kooteney (canada),"selkirk mountains bc; 49.880489, -117.561393","meteorology and climatology, hydrology","temperature, precipitation, streamflow/stream forecasting, water quantity",NA,NA,NA,no
5/10/2018 17:04:40,mf,pacific northwest regional assessment: the impacts of climate variability and climate change on the water resources of the columbia river basin.,569,impacts,yes,yes,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, snow, climate oscilations (enso, pdo), streamflow/stream forecasting, water quantity, aquatic habitat, forest ecology, agriculture, management",NA,NA,NA,no
5/25/2018 11:52:32,sh,pacific northwest regional assessment: the impacts of climate variability and climate change on the water resources of the columbia river basin.,569,impacts,yes,yes,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, snow, climate oscilations (enso, pdo), streamflow/stream forecasting, water quantity, aquatic habitat, forest ecology, agriculture, management",NA,NA,NA,no
5/9/2018 12:59:21,mf,"are climate-tree growth relationships changing in north-central idaho, u.s.a.?",570,impacts,no,yes,forest: temperate,1-100 km2 (huc 12 is 100 km2),0602 - salmon (includes bitterroot mt.s),"salmon river, 44.9186509,-116.4193603,362887","meteorology and climatology, forestry","temperature, precipitation, snow, timber production/silviculture, forest ecology, dendrochronology",NA,NA,NA,yes
7/5/2018 11:08:58,am,"are climate-tree growth relationships changing in north-central idaho, u.s.a.?",570,impacts,no,yes,forest: temperate,1-100 km2 (huc 12 is 100 km2),0602 - salmon (includes bitterroot mt.s),"salmon river, 44.9186509,-116.4193603,362887","meteorology and climatology, forestry","temperature, precipitation, snow, timber production/silviculture, forest ecology, dendrochronology","would be appropriate to have a point, but they don't provide enough info.",NA,NA,yes
5/24/2018 16:45:30,sh,a comparison of delta change and downscaled gcm scenarios for three mountainous basins in the united states.,571,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"100 km2 - 1,500 km2",0300 - yakima,"benton county washington; 46.2812592,-119.9693879","meteorology and climatology, hydrology","temperature, precipitation, streamflow/stream forecasting",NA,NA,NA,no
6/6/2018 16:22:17,mf,a comparison of delta change and downscaled gcm scenarios for three mountainous basins in the united states.,571,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"100 km2 - 1,500 km2",0300 - yakima,"benton county washington; 46.2812592,-119.9693879","meteorology and climatology, hydrology","temperature, precipitation, streamflow/stream forecasting",NA,NA,NA,no
6/11/2018 14:24:02,sh,"modelling conifer species distributions in mountain forests of washington state, usa.",575,impacts,no,no,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0200 - upper columbia, 0300 - yakima",na/not appropriate for point data,"forestry, ecology","temperature, precipitation, snow, streamflow/stream forecasting, fspecies range shifts, timber production/silviculture, forest ecology, soils, management, topography",NA,NA,NA,no
6/18/2018 12:35:31,pe,"modelling conifer species distributions in mountain forests of washington state, usa.",575,impacts,no,no,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0200 - upper columbia, 0300 - yakima",na/not appropriate for point data,"forestry, ecology","temperature, precipitation, snow, streamflow/stream forecasting, fspecies range shifts, timber production/silviculture, forest ecology, soils, management, topography",NA,NA,NA,no
4/30/2018 12:59:16,am,"carbon storage in subalpine tree island, north cascade range, washington.",576,mitigation,no,no,forest: temperate,"100 km2 - 1,500 km2",0200 - upper columbia,"harts pass; 48.7205549,-120.6785488; heather pass; 48.4950626,-120.782934",forestry,"temperature, precipitation, snow, species range shifts, forest ecology, carbon cycle",NA,NA,NA,yes
5/6/2018 8:53:04,sh,"carbon storage in subalpine tree island, north cascade range, washington.",576,mitigation,no,no,forest: temperate,"100 km2 - 1,500 km2",0200 - upper columbia,"harts pass; 48.7205549,-120.6785488; heather pass; 48.4950626,-120.782934",forestry,"temperature, precipitation, snow, species range shifts, forest ecology, carbon cycle",NA,NA,NA,yes
6/7/2018 14:50:21,mf,"rocky mountain ecosystems: diversity, complexity and interactions.",578,impacts,no,no,"alpine/tundra, grassland: temperate, forest: temperate",western us and/or western us plus canada,all basins in the rocky mountains (including canada),na/not appropriate for point data,"ecology, biology","temperature, precipitation, species range shifts, forest ecology, wildlife, management",NA,NA,NA,no
5/24/2018 16:47:58,sh,"rocky mountain ecosystems: diversity, complexity and interactions.",578,impacts,no,no,"alpine/tundra, grassland: temperate, forest: temperate",western us and/or western us plus canada,all basins in the rocky mountains (including canada),na/not appropriate for point data,"ecology, biology","temperature, precipitation, species range shifts, forest ecology, wildlife, management",NA,NA,NA,no
5/10/2018 10:43:47,sh,a bird's eye view of small tenure holdings in british columbia.,582,impacts,no,no,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,na/not appropriate for point data,"forestry, policy or management","temperature, precipitation, pests and disease, species range shifts, wildfire, timber production/silviculture, forest ecology, policy, management",NA,NA,NA,no
7/4/2018 15:52:01,cc,a bird's eye view of small tenure holdings in british columbia.,582,impacts,no,no,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,na/not appropriate for point data,"forestry, policy or management","temperature, precipitation, pests and disease, species range shifts, wildfire, timber production/silviculture, forest ecology, policy, management",NA,NA,NA,no
4/30/2018 13:04:21,am,the metagovernance of climate change: institutional adaptation to the mountain pine beetle epidemic in british columbia.,584,adaptation,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,"this study includes a case study map with more than 5 study locations over large extent, salmon arm; 50.7010132,-119.353061; invermere; 50.4995918,-116.0681114","forestry, policy or management","temperature, pests and disease, timber production/silviculture, community resilience (human), attitudes and beliefs, policy, management",NA,NA,NA,yes
5/6/2018 9:00:05,sh,the metagovernance of climate change: institutional adaptation to the mountain pine beetle epidemic in british columbia.,584,adaptation,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,"this study includes a case study map with more than 5 study locations over large extent, salmon arm; 50.7010132,-119.353061; invermere; 50.4995918,-116.0681114","forestry, policy or management","temperature, pests and disease, timber production/silviculture, community resilience (human), attitudes and beliefs, policy, management",discusses qualitative impacts...not sure how to classify in the projected/observed section,NA,NA,yes
5/25/2018 9:54:59,sh,has spring snowpack declined in the washington cascades?,586,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane (mica cr. exp. watershed), 0200 - upper columbia, 0300 - yakima",na/not appropriate for point data,hydrology,"temperature, precipitation, snow",NA,NA,NA,no
6/7/2018 14:56:00,mf,has spring snowpack declined in the washington cascades?,586,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane (mica cr. exp. watershed), 0200 - upper columbia, 0300 - yakima",na/not appropriate for point data,hydrology,"temperature, precipitation, snow",NA,NA,NA,no
5/10/2018 17:12:34,mf,learning to deal with climate change and catastrophic forest disturbances.,590,adaptation,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,this study includes a case study map with more than 5 study locations over large extent,forestry,"temperature, species invasion, pests and disease, species range shifts, wildfire, timber production/silviculture, forest ecology, policy, management",NA,NA,NA,no
5/25/2018 11:57:55,sh,learning to deal with climate change and catastrophic forest disturbances.,590,adaptation,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,this study includes a case study map with more than 5 study locations over large extent,forestry,"temperature, species invasion, pests and disease, species range shifts, wildfire, timber production/silviculture, forest ecology, policy, management",NA,NA,NA,no
