reviewer,title,paper_id,inclusion_IAM,impacts,resolution,extent,location,biome,huc6,data_type,discipline,topic,concerns,notes1,notes2
cmc,"spatial variability of the response to climate change in regional groundwater systems - examples from simulations in the deschutes basin, oregon",242,impacts,projected impacts,point or plot scale,1500 km2 - 25000 km2 (huc 8 is 1800 km2; latah county is 2800 km2),"44.618651, -121.269384",n/a (not biome specific or all biomes - see codebook),0703 - deschutes,"gridded or polygons, points in an observation network (e.g. snotel), point data not collected specifically for this study",hydrology,"temperature, precipitation, snow, groundwater, water quantity, streamflow/stream forecasting",NA,NA,groundwater and climate change in mountain landscapes
am,pest outbreak distribution and forest management impacts in a changing climate in british columbia,243,impacts,projected impacts,>10km2 - 100km2 (smaller than huc 12),western us and/or western us plus canada,british columbia,forest: temperate,all in crb canada,"gridded, points in an observation network (e.g. snotel)",forestry,"temperature, precipitation, pests and disease, timber production/silviculture, forest ecology, policy, management, economics",NA,NA,NA
dh,a stochastic conceptual modeling approach for examining the effects of climate change on streamflows in mountain basins,245,impacts,projected impacts,point or plot scale,1500 km2 - 25000 km2 (huc 8 is 1800 km2; latah county is 2800 km2),"46.5190971,-116.3006258",n/a (not biome specific or all biomes - see codebook),0603 - clearwater,points in an observation network (e.g. snotel),"meteorology and climatology, hydrology","temperature, precipitation, snow, streamflow/stream forecasting, management",NA,NA,NA
am,sensitivity of the snowcover energetics in a mountain basin to variations in climate,246,impacts,climate change implications,point or plot scale,900m2 - 1km2,"43.0685889,-116.7725145",n/a (not biome specific or all biomes - see codebook),0501 - middle snake - boise,points in an observation network (e.g. snotel),hydrology,"temperature, precipitation, snow, streamflow/stream forecasting",NA,NA,NA
am,"interactive effects of wildfire, forest management, and isolation on amphibian and parasite abundance",25,impacts,climate change implications,point or plot scale,1500 km2 - 25000 km2 (huc 8 is 1800 km2; latah county is 2800 km2),"48.6675611,-114.1138973",forest: temperate,0102 - pend oreille,"gridded, point data collected specifically for this study",ecology,"aquatic habitat, terrestrial wildlife, wildfire, forest ecology","i think for the purposes of this form, this paper is essentially indistinguishable from another paper by the same author - but they are different papers.",NA,NA
am,"implications of climate-driven variability and trends for the hydrologic assessment of the reynolds creek experimental watershed, idaho",251,impacts,climate change implications,point or plot scale,100 km2 - 500 km2 (huc 12 is 100 km2),"43.164088,-116.7549127",forest: temperate,0501 - middle snake - boise,points in an observation network (e.g. snotel),hydrology,"temperature, precipitation, snow, streamflow/stream forecasting, forest ecology",NA,NA,NA
dh,"spatial-temporal analysis of species range expansion: the case of the mountain pine beetle, dendroctonus ponderosae",252,impacts,climate change implications,1-900 m2 (1-30m; landsat size or smaller),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2)","51.4499981,-116.3008429",forest: temperate,"kooteney (canada), columbia (canada)","gridded or polygons, point data not collected specifically for this study",forestry,"temperature, species invasion, pests and disease, range shifts, forest ecology, management",NA,NA,NA
am,freshwater ecosystems and resilience of pacific salmon: habitat management based on natural variability,253,adaptation,climate change implications,n/a,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",pacific salmon range,freshwater: streams and rivers,"0102 - pend oreille, 0103 - spokane, 0200 - upper columbia, 0300 - yakima, 0501 - middle snake - boise, 0502 - middle snake - powder, 0601 - lower snake, 0602 - salmon, 0603 - clearwater, 0701 - middle columbia, 0702 - john day, 0703 - deschutes, 0800 - lower columbia, 0900 - willamette, columbia (canada), okanagan (canada)",policy data,policy or management,"temperature, streamflow/stream forecasting, water quality, water quantity, salmon, aquatic habitat, policy, management, restoration; resilience","not really spatially explicit, so a little tough in our form",NA,NA
mf,"impact of climate change on north cascade alpine glaciers, and alpine runoff",254,impacts,observed impacts,point or plot scale,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",NA,alpine tundra,"0200 - upper columbia, 0300 - yakima",points in an observation network (e.g. snotel),hydrology,"glaciers, streamflow/stream forecasting",NA,NA,NA
cmc,integrating climate change into forest management in south-central british columbia: an assessment of landscape vulnerability and development of a climate-smart framework,255,adaptation,projected impacts,point or plot scale,western us and/or western us plus canada,british columbia,forest: temperate,okanagan (canada),"gridded or polygons, points in an observation network (e.g. snotel), policy data",ecology,"temperature, precipitation, snow, streamflow/stream forecasting, groundwater, water quality, water quantity, terrestrial wildlife, species invasion, pests and disease, range shifts, wildfire, timber production/silviculture, forest ecology, community resilience (human), soils, policy, management, carbon emissions",framework,NA,NA
am,a tree and climate assessment tool for modelling ecosystem response to climate change,256,impacts,"climate change implications, projected impacts",point or plot scale,point or plot scale,"50.2067, -119.4800",forest: temperate,okanagan (canada),points in an observation network (e.g. snotel),ecology,"temperature, timber production/silviculture, forest ecology, management, range shifts",NA,NA,NA
dh,influence of fire regimes on lodgepole pine stand age and density across the yellowstone national park (usa) landscape,258,impacts,climate change implications,point or plot scale,1500 km2 - 25000 km2 (huc 8 is 1800 km2; latah county is 2800 km2),"44.4199695,-110.669788",forest: temperate,0401 - snake headwaters,"point data collected specifically for this study, point data not collected specifically for this study, policy data",forestry,"temperature, precipitation, wildfire, forest ecology, soils, management",NA,NA,NA
am,"atmospheric, climatic, and ecological controls on extreme wildfire years in the northwestern united states",259,impacts,climate change implications,not clear,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","oregon, idaho, wyoming",forest: temperate,all in crb u.s.,gridded or polygons,ecology,"temperature, precipitation, wildfire, timber production/silviculture, forest ecology, management, drought, pdo, climate variability,",NA,NA,NA
mf,post-fire aspen seedling recruitment across the yellowstone (usa) landscape,260,impacts,climate change implications,point or plot scale,1500 km2 - 25000 km2 (huc 8 is 1800 km2; latah county is 2800 km2),NA,forest: temperate,0401 - snake headwaters,point data collected specifically for this study,ecology,"range shifts, wildfire, timber production/silviculture, forest ecology, management",NA,NA,NA
cmc,"effects of environment and grazing disturbance on tree establishment in meadows of the central cascade range, oregon, usa
",265,impacts,"observed impacts, climate change implications",point or plot scale,500 km2 - 1500 km2 (huc 10 is 587 km2),"44.082835, -121.951025","grassland: temperate, forest: temperate",0900 - willamette,"points in an observation network (e.g. snotel), point data collected specifically for this study, point data not collected specifically for this study, personal communication,",ecology,"temperature, precipitation, snow, water quantity, species invasion, range shifts, forest ecology, soils, dendrochronology","the three sisters wilderness area/biosphere reserve. in this study, we reconstruct the temporal and spatial patterns of tree invasion at 17 sites in the three sisters wilderness area/biosphere reserve (central cascade range, oregon, usa) – sites that span broad gradients in physical environment (montane to subalpine zones, hydric to xeric soils), vegetation (graminoid-, herb-, and shrub-dominated meadows), and disturbance (minimal to intensive grazing by sheep",NA,"meadows are conspicuous and dynamic features of the forested mountain landscapes of the western united states. in the mountains of the pacific northwest, meadows occupy various elevations and topographic positions: montane ridge-tops, south-facing hill-slopes, basins, valleys and other poorly drained topography, and the vast parkland of the subalpine zone (franklin & dyrness 1988)."
am,effect of climate change on hydrologic regime of two climatically different watersheds,266,impacts,NA,NA,NA,NA,n/a (not biome specific or all biomes - see codebook),columbia (canada),NA,hydrology,"temperature, precipitation, snow, glaciers, streamflow/stream forecasting",couldn't get paper,NA,NA
am,thermal limits to salmonid distributions in the rocky mountain region and potential habitat loss due to global warming: a geographic information system (gis) approach,267,impacts,projected impacts,not clear,western us and/or western us plus canada,"idaho, wyoming, montana, rocky mountains",freshwater: streams and rivers,"0101 - kootenai, 0102 - pend oreille, 0103 - spokane, 0401 - snake headwaters, 0402 - upper snake, 0602 - salmon, 0603 - clearwater",gridded or polygons,biology,"temperature, streamflow/stream forecasting, river geomorphology and restoration, salmon, aquatic habitat, range shifts",NA,NA,NA
mf,the cold-water climate shield: delineating refugia for preserving salmonid fishes through the 21st century,268,impacts,"projected impacts, climate change implications",1-900 m2 (1-30m; landsat size or smaller),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",NA,freshwater: streams and rivers,"0102 - pend oreille, 0103 - spokane, 0200 - upper columbia, 0300 - yakima, 0501 - middle snake - boise, 0502 - middle snake - powder, 0601 - lower snake, 0602 - salmon, 0603 - clearwater, 0701 - middle columbia, 0702 - john day, 0703 - deschutes, 0800 - lower columbia, 0900 - willamette",gridded or polygons,biology,"temperature, streamflow/stream forecasting, salmon, aquatic habitat, range shifts, management",NA,NA,NA
cmc,representative regional models of post-disturbance forest carbon accumulation: integrating inventory data and a growth and yield model,269,impacts,climate change implications,point or plot scale,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2)","idaho, montana",forest: temperate,"0101 - kootenai, 0102 - pend oreille, 0103 - spokane, 0401 - snake headwaters, 0402 - upper snake, 0501 - middle snake - boise, 0601 - lower snake, 0602 - salmon, 0603 - clearwater",points in an observation network (e.g. snotel),forestry,"temperature, precipitation, species invasion, pests and disease, range shifts, wildfire, timber production/silviculture, forest ecology, carbon stocks, management",NA,"pest invasion, wildfire, disease, harvest effect c stores",NA
am,"modeling cold tolerance in the mountain pine beetle, dendroctonus ponderosae",27,impacts,climate change implications,point or plot scale,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",idaho,forest: temperate,"0402 - upper snake, 0501 - middle snake - boise","points in an observation network (e.g. snotel), point data collected specifically for this study",ecology,"temperature, pests and disease, timber production/silviculture, forest ecology",NA,NA,NA
am,pyrogenic carbon controls across a soil catena in the pacific northwest,270,mitigation,climate change implications,point or plot scale,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2)","44.51444, -122.256111","grassland: temperate, forest: temperate","0701 - middle columbia, 0702 - john day, 0703 - deschutes, 0900 - willamette","gridded or polygons, point data collected specifically for this study","geology, pedology","temperature, precipitation, wildfire, soils, carbon cycling",could almost say this isn't a climate change paper...,NA,NA
am,"climate, fire size, and biophysical setting control fire severity and spatial pattern in the northern cascade range, usa",271,impacts,climate change implications,>10km2 - 100km2 (smaller than huc 12),"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","48.419398,-120.8737337",forest: temperate,0200 - upper columbia,gridded or polygons,ecology,"temperature, precipitation, wildfire, forest ecology",NA,NA,NA
dh,role of extreme snowfall events in interannual variability of snowfall accumulation in the western united states,272,impacts,climate change implications,point or plot scale,western us and/or western us plus canada,western united states,n/a (not biome specific or all biomes - see codebook),NA,points in an observation network (e.g. snotel),meteorology and climatology,"temperature, precipitation, snow, water quantity, management",NA,NA,NA
am,"climate, weather, and recent mountain pine beetle outbreaks in the western united states",274,impacts,"observed impacts, climate change implications",900m2 - 1km2,western us and/or western us plus canada,western united states,forest: temperate,all in crb u.s.,gridded or polygons,"forestry, ecology","temperature, precipitation, pests and disease, timber production/silviculture, forest ecology",NA,NA,NA
mf,climate change and stream temperature projections in the columbia river basin: habitat implications of spatial variation in hydrologic drivers,275,impacts,"projected impacts, climate change implications",point or plot scale,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",NA,freshwater: streams and rivers,all in crb u.s.,"gridded or polygons, point data collected specifically for this study, points in an observation network (e.g. snotel)",engineering,"temperature, streamflow/stream forecasting, aquatic habitat, precipitation, modeling",NA,NA,NA
cmc,assessing possible shifts in wildfire regimes under a changing climate in mountainous landscapes,276,impacts,projected impacts,NA,point or plot scale,british columbia,"alpine/tundra, forest: temperate","kooteney (canada), columbia (canada), okanagan (canada)","gridded or polygons, points in an observation network (e.g. snotel), point data not collected specifically for this study",forestry,"temperature, precipitation, range shifts, wildfire, drought, forest ecology, management",canadian national fire database,could provide a helpful way of thinking about space in canada. --no consensus about drought and wildfire relationships in a warmer world.,NA
am,charred forests increase snowmelt: effects of burned woody debris and incoming solar radiation on snow ablation,277,impacts,climate change implications,point or plot scale,900m2 - 1km2,"44.358718,-122.0531577",forest: temperate,"0703 - deschutes, 0900 - willamette",point data collected specifically for this study,meteorology and climatology,"temperature, snow, wildfire, forest ecology",NA,NA,NA
am,sensitivity of salmonid freshwater life history in western us streams to future climate conditions,278,impacts,projected impacts,point or plot scale,western us and/or western us plus canada,"washington, oregon, idaho",freshwater: streams and rivers,"0102 - pend oreille, 0103 - spokane, 0200 - upper columbia, 0300 - yakima, 0501 - middle snake - boise, 0502 - middle snake - powder, 0601 - lower snake, 0602 - salmon, 0603 - clearwater, 0701 - middle columbia, 0702 - john day, 0703 - deschutes, 0800 - lower columbia, 0900 - willamette","gridded or polygons, points in an observation network (e.g. snotel), point data collected specifically for this study",biology,"temperature, snow, streamflow/stream forecasting, water quality, water quantity, salmon",NA,NA,NA
dh,anticipating stream ecosystem responses to climate change: toward predictions that incorporate effects via land-water linkages,279,impacts,projected impacts,point or plot scale,western us and/or western us plus canada,western united states,freshwater: streams and rivers,all in crb u.s.,no data (example: conceptual modeling only),hydrology,"temperature, precipitation, snow, streamflow/stream forecasting, water quality, water quantity, non-anadromous fish, aquatic habitat, terrestrial wildlife, pests and disease, wildfire, forest ecology",really not sure about how to deal with this sort of conceptual modeling data. no scale is really applicable????,NA,NA
am,application of a land class hydrological model to climatic change,28,impacts,projected impacts,point or plot scale,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2)","50.1547841,-116.0882144",forest: temperate,kooteney (canada),"gridded, points in an observation network (e.g. snotel)",hydrology,"temperature, precipitation, snow, streamflow/stream forecasting, water quantity, soils, carbon emissions, forest ecology",NA,NA,NA
am,history of pacific northwest heat waves: synoptic pattern and trends,280,impacts,climate change implications,point or plot scale,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2)","washington, oregon",n/a (not biome specific or all biomes - see codebook),"0800 - lower columbia, 0900 - willamette",points in an observation network (e.g. snotel),meteorology and climatology,"temperature, community resilience (human)","washington, oregon only",NA,NA
mf,novel genomic resources for a climate change sensitive mammal: characterization of the american pika transcriptome,281,impacts,climate change implications,dna,pika range,NA,alpine tundra,"0703 - deschutes, 0800 - lower columbia, 0900 - willamette","gridded or polygons, point data collected specifically for this study",biology,"temperature, terrestrial wildlife, range shifts, microbiology",NA,NA,NA
am,"relative impact of anthropogenic modifications versus climate change on the natural flow regimes of rivers in the northern rocky mountains, united states",29,impacts,observed impacts,point or plot scale,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2)","46.44435,-114.2282207",n/a (not biome specific or all biomes - see codebook),"0101 - kootenai, 0102 - pend oreille, 0103 - spokane, 0501 - middle snake - boise, 0602 - salmon, 0603 - clearwater","gridded, points in an observation network (e.g. snotel), secondary social data (e.g., census data, existing survey data)",hydrology,"temperature, streamflow/stream forecasting, water quantity, agriculture, dams and reservoirs, population density and urbanization",NA,NA,"""direct basin anthropogenic modifications such as damming, irrigation, and urbanization have caused a decrease in the difference between the minimum and maximum annual discharges and a decrease in the daily variations of flows across the northern rocky mountains. in general, direct anthropogenic modifications of the river basins have altered the flow regimes to a much greater extent than climate change."""
am,"genetic architecture and phenotypic plasticity of thermally-regulated traits in an eruptive species, <i xmlns=""http://www.w3.org/1999/xhtml"">dendroctonus ponderosae</i>",30,impacts,climate change implications,point or plot scale,point or plot scale,"44.14157,-115.1736914",forest: temperate,0602 - salmon,"point data collected specifically for this study, gridded or polygons, points in an observation network (e.g. snotel)",ecology,"temperature, precipitation, pests and disease, range shifts, timber production/silviculture, forest ecology",climate change connection is a little tenuous.,NA,NA
am,"climate change impacts on water management and irrigated agriculture in the yakima river basin, washington, usa",31,impacts,projected impacts,point or plot scale,1500 km2 - 25000 km2 (huc 8 is 1800 km2; latah county is 2800 km2),"46.268226,-119.314407","grassland: temperate, forest: temperate",0300 - yakima,"gridded, points in an observation network (e.g. snotel), point data not collected specifically for this study",hydrology,"temperature, precipitation, snow, streamflow/stream forecasting, water quantity, agriculture, economics",NA,NA,NA
am,potential economic benefits of adapting agricultural production systems to future climate change,33,adaptation,projected impacts,point or plot scale,point or plot scale,"48.2934273,-115.0708344",grassland: temperate,0102 - pend oreille,"gridded or polygons, points in an observation network (e.g. snotel), point data not collected specifically for this study, secondary social data (e.g., census data, existing survey data), policy data","economics, policy or management","temperature, precipitation, agriculture, management",NA,NA,NA
am,geographic variation in growth response of douglas-fir to interannual climate variability and projected climate change,35,impacts,"projected impacts, climate change implications",point or plot scale,western us and/or western us plus canada,western united states,forest: temperate,all in crb u.s.,"points in an observation network (e.g. snotel), point data collected specifically for this study, point data not collected specifically for this study",biology,"temperature, precipitation, timber production/silviculture, forest ecology, dendrochronology",NA,NA,NA
am,climate change effects on stream and river temperatures across the northwest u.s. from 1980-2009 and implications for salmonid fishes,36,impacts,observed impacts,point or plot scale,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",columbia river basin,freshwater: streams and rivers,all in crb u.s.,points in an observation network (e.g. snotel),hydrology,"temperature, precipitation, snow, streamflow/stream forecasting, river geomorphology and restoration, groundwater, water quality, water quantity, salmon, non-anadromous fish, aquatic habitat, range shifts, policy, management",NA,NA,NA
am,staying the course: collaborative modeling to support adaptive and resilient water resource governance in the inland northwest,37,adaptation,NA,point or plot scale,>10km2 - 100km2 (smaller than huc 12),"46.7348917,-117.0359024",NA,NA,"primary social data (e.g., interviews conducted for this study)",anthropology/sociology,"community resilience (human), attitudes and beliefs, management, collaborative modeling",data isn't really spatial; not sure this paper is well captured by our survey.,NA,NA
am,assessing the restoration potential of altered rangeland ecosystems in the interior columbia basin,39,adaptation,NA,900m2 - 1km2,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",columbia river basin,"grassland: temperate, desert: semi-arid desert",all in crb u.s.,"gridded, point data not collected specifically for this study, primary social data (e.g., interviews conducted for this study)","policy or management, ecology","terrestrial wildlife, range shifts, wildfire, forest ecology, management",NA,NA,NA
am,structure and detectability of trends in hydrological measures over the western united states,4,impacts,observed impacts,100 km2 - 500 km2 (huc 12 is 100 km2),western us and/or western us plus canada,western united states,"alpine tundra, grassland: temperate, forest: temperate, desert: semi-arid desert, freshwater: streams and rivers",NA,"gridded, points in an observation network (e.g. snotel)","meteorology and climatology, hydrology","temperature, precipitation, snow, streamflow/stream forecasting, water quantity",NA,NA,"""using key hydrologic measures—including jfm temperature, fraction of days with snow, swe/precip(ondjfm), and jfm runoff fractions—we find that the observed winter temperature and each of the hydrologic measures have undergone significant trends over considerable parts (37%–89%) of the snow-dominated western united states (fig. 6). these trends are not likely to have resulted from natural variability alone..."""
am,implications of climate change on wind erosion of agricultural lands in the columbia plateau,40,impacts,"climate change implications, projected impacts",point or plot scale,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2)","46.8042336,-117.9381455",grassland: temperate,"0200 - upper columbia, 0300 - yakima, 0601 - lower snake, 0701 - middle columbia","gridded or polygons, points in an observation network (e.g. snotel), point data collected specifically for this study",meteorology and climatology,"temperature, precipitation, agriculture, soils, erosion, wind, management",NA,NA,NA
am,changing growth response to wildfire in old-growth ponderosa pine trees in montane forests of north central idaho,42,impacts,"observed impacts, climate change implications",point or plot scale,1500 km2 - 25000 km2 (huc 8 is 1800 km2; latah county is 2800 km2),"46.1224168,-115.495692",forest: temperate,0602 - salmon,"gridded, point data collected specifically for this study, point data not collected specifically for this study",ecology,"temperature, precipitation, wildfire, dendrochronology, management, carbon emissions, forest ecology",NA,NA,NA
dh,recruitment limitation of long-lived conifers: implications for climate change responses,43,impacts,climate change implications,point or plot scale,500 km2 - 1500 km2 (huc 10 is 587 km2),"46.8597651,-121.9951044","alpine/tundra, forest: temperate","0200 - upper columbia, 0800 - lower columbia",point data collected specifically for this study,"ecology, biology","temperature, precipitation, snow, range shifts, forest ecology, timber production/silviculture",mt. rainier is a tough one to just blindly include. i remain suspicious.,NA,NA
am,"past, present, and future old growth in frequent-fire conifer forests of the western united states",444,impacts,climate change implications,no data; review,western us and/or western us plus canada,western united states,forest: temperate,all in crb u.s.,review,"ecology, policy or management","temperature, precipitation, streamflow/stream forecasting, water quality, water quantity, terrestrial wildlife, forest ecology, attitudes and beliefs, soils, policy, management",both adaptation and impacts.,NA,NA
am,"simulating effects of land use policies on extent of the wildland urban interface and wildfire risk in flathead county, montana",45,impacts,"projected impacts, climate change implications",point or plot scale,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","48.2934273,-115.0708344","grassland: temperate, forest: temperate",0102 - pend oreille,"point data not collected specifically for this study, primary social data (e.g., interviews conducted for this study), secondary social data (e.g., census data, existing survey data), policy data",policy or management,"range shifts, wildfire, timber production/silviculture, forest ecology, agriculture, community resilience (human), attitudes and beliefs, policy, management",NA,NA,NA
am,spatial models reveal the microclimatic buffering capacity of old-growth forests,46,impacts,climate change implications,point or plot scale,>10km2 - 100km2 (smaller than huc 12),"44.2331797,-122.1849309",forest: temperate,0900 - willamette,"point data not collected specifically for this study, gridded or polygons, points in an observation network (e.g. snotel), point data collected specifically for this study",forestry,"temperature, precipitation, terrestrial wildlife, microrefugia, old growth, forest ecology, management, microclimate",NA,NA,NA
am,opportunities to utilize traditional phenological knowledge to support adaptive management of social-ecological systems vulnerable to changes in climate and fire regimes,47,adaptation,climate change implications,point or plot scale,western us and/or western us plus canada,western united states,forest: temperate,all in crb u.s.,review,policy or management,"wildfire, forest ecology, community resilience (human), attitudes and beliefs, policy, management, traditional phenological knowledge, temperature, precipitation, snow, indigenous knowledge (ik)",this is a review/conceptual paper; the spatial responses are not very accurate.,NA,NA
am,restoring fire-prone inland pacific landscapes: seven core principles,48,adaptation,NA,no data,western us and/or western us plus canada,inland pacific,"grassland: temperate, forest: temperate, desert: semi-arid desert",all in crb u.s.,review,ecology,"temperature, precipitation, timber production/silviculture, restoration, wildfire, forest ecology, policy, management",NA,NA,NA
dh,automated mapping of persistent ice and snow cover across the western us with landsat,49,impacts,observed impacts,1-900 m2 (1-30m; landsat size or smaller),western us and/or western us plus canada,western united states,"alpine/tundra, forest: temperate",all in crb u.s.,"gridded or polygons, points in an observation network (e.g. snotel)",meteorology and climatology,"temperature, precipitation, snow, glaciers, streamflow/stream forecasting, water quality",NA,NA,NA
dh,"precipitation-snowmelt timing and snowmelt augmentation of large peak flow events, western cascades, oregon",50,impacts,climate change implications,point or plot scale,>10km2 - 100km2 (smaller than huc 12),"44.2115852,-122.256941",forest: temperate,0900 - willamette,points in an observation network (e.g. snotel),hydrology,"temperature, precipitation, snow, streamflow/stream forecasting, river geomorphology and restoration, water quantity, soils",NA,NA,NA
am,"stream temperature regimes and the distribution of the rocky mountain tailed frog at its northern range limit, southeastern british columbia",51,impacts,climate change implications,point or plot scale,500 km2 - 1500 km2 (huc 10 is 587 km2),"49.0180331,-115.7001007; 49.091206,-114.5479427","forest: temperate, freshwater: wetlands, freshwater: streams and rivers",kooteney (canada),point data collected specifically for this study,ecology,"temperature, water quality, aquatic habitat, amphibians, precipitation, snow, aquatic habitat, range shifts, forest ecology",difficult to code spatial extent accurately - they have two small study areas.,NA,NA
dh,soil respiration and bacterial structure and function after 17 years of a reciprocal soil transplant experiment,52,impacts,climate change implications,point or plot scale,>1km2 - 10km2 (city of moscow is 2.6 km2),"46.4056877,-119.7506608",desert: semi-arid desert,0701 - middle columbia,"points in an observation network (e.g. snotel), point data collected specifically for this study",biology,"temperature, precipitation, streamflow/stream forecasting, groundwater, water quantity, terrestrial wildlife, pests and disease, soils, policy, carbon emissions",NA,NA,NA
dh,consequences of mountain pine beetle outbreak on forest ecosystem services in western canada,53,adaptation,"observed impacts, climate change implications",point or plot scale,western us and/or western us plus canada,british columbia,forest: temperate,all in crb canada,"gridded or polygons, points in an observation network (e.g. snotel), policy data",forestry,"temperature, snow, streamflow/stream forecasting, aquatic habitat, species invasion, pests and disease, range shifts, timber production/silviculture, forest ecology, community resilience (human), attitudes and beliefs, policy, management, ecosystem services",funky ecosystem services perspective doesnt translate to coding super well,NA,NA
cmc,snow avalanches in western canada: investigating change in occurrence rates and implications for risk assessment and mitigation,54,impacts,climate change implications,point or plot scale,"western us and/or western us plus canada, western canada",british columbia,"alpine tundra, forest: temperate",all in crb canada,points in an observation network (e.g. snotel),engineering,"temperature, precipitation, snow, policy, management, wind, solar radiation",big dataset over western canada.,NA,NA
dh,how does availability of meteorological forcing data impact physically based snowpack simulations?,56,impacts,climate change implications,point or plot scale,western us and/or western us plus canada,"western united states, 43.0869263,-116.758084","alpine tundra, forest: temperate",0501 - middle snake - boise,"gridded or polygons, points in an observation network (e.g. snotel), point data collected specifically for this study",meteorology and climatology,"temperature, precipitation, snow, streamflow/stream forecasting, water quantity",NA,NA,NA
mf,historical spatial patterns and contemporary tree mortality in dry mixed-conifer forests,57,impacts,climate change implications,point or plot scale,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","47.5832638,-115.60183; 45.9165842,-116.5254657",forest: temperate,"0102 - pend oreille, 0103 - spokane","point data collected specifically for this study, point data not collected specifically for this study",forestry,"range shifts, wildfire, timber production/silviculture, forest ecology, management",NA,NA,NA
am,using spatiotemporal correlative niche models for evaluating the effects of climate change on mountain pine beetle,58,impacts,projected impacts,>10km2 - 100km2 (smaller than huc 12),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",northern rocky mountains,forest: temperate,"0101 - kootenai, 0102 - pend oreille, 0103 - spokane, 0401 - snake headwaters, 0402 - upper snake, 0501 - middle snake - boise, 0601 - lower snake, 0602 - salmon, 0603 - clearwater","gridded, point data not collected specifically for this study",ecology,"temperature, precipitation, species invasion, pests and disease, range shifts, timber production/silviculture, forest ecology",NA,NA,NA
dh,riparian vegetation communities of the american pacific northwest are tied to multi-scale environmental filters,59,impacts,climate change implications,point or plot scale,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",columbia river basin,"alpine/tundra, grassland: temperate, forest: temperate",all in crb u.s.,"gridded or polygons, points in an observation network (e.g. snotel), point data collected specifically for this study, point data not collected specifically for this study",ecology,"temperature, precipitation, snow, river geomorphology and restoration, aquatic habitat, range shifts, forest ecology, agriculture, management, riparian ecology, soils",NA,NA,NA
am,groundwater dynamics mediate low-flow response to global warming in snow-dominated alpine regions,6,impacts,projected impacts,1-900 m2 (1-30m; landsat size or smaller),>10km2 - 100km2 (smaller than huc 12),"44.3688436,-122.5568598",alpine tundra,0900 - willamette,"gridded or polygons, points in an observation network (e.g. snotel)",hydrology,"temperature, snow, streamflow/stream forecasting, groundwater",NA,NA,NA
dh,elevational shifts in thermal suitability for mountain pine beetle population growth in a changing climate,60,impacts,"projected impacts, observed impacts, climate change implications",point or plot scale,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2)","idaho, montana",forest: temperate,"0101 - kootenai, 0102 - pend oreille, 0103 - spokane, 0401 - snake headwaters, 0402 - upper snake, 0501 - middle snake - boise, 0601 - lower snake, 0602 - salmon, 0603 - clearwater","gridded or polygons, points in an observation network (e.g. snotel), point data not collected specifically for this study","forestry, biology","temperature, precipitation, snow, water quantity, species invasion, pests and disease, range shifts, forest ecology, management,timber production/silviculture, forest ecology",NA,NA,NA
cmc,"analysis of long-term weather, snow, and avalanche data at glacier national park, b.c., canada",61,impacts,observed impacts,point or plot scale,1500 km2 - 25000 km2 (huc 8 is 1800 km2; latah county is 2800 km2),"51.301050, -117.524327",alpine tundra,columbia (canada),"gridded or polygons, points in an observation network (e.g. snotel)",engineering,"temperature, precipitation, snow, glaciers, streamflow/stream forecasting, policy, management, avalanches",NA,NA,NA
