reviewer,title,paper_id,inclusion_IAM,projected,observed,biome,extent,huc6,location,discipline,topic,concerns,notes1,notes2,new_data
sh,surface water input from snowmelt and rain throughfall in western juniper: potential impacts of climate change and shifts in semi-arid vegetation.,546,impacts,yes,no,desert: semi-arid desert,"100 km2 - 1,500 km2","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","reynolds creek experimental watershed; 43.238183,-116.8531838",hydrology,"temperature, precipitation, snow, streamflow/stream forecasting, forest ecology",NA,NA,NA,yes
sh,regeneration of montane forests 24 years after the 1988 yellowstone fires: a fire-catalyzed shift in lower treelines?,549,impacts,no,yes,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",0401 - snake headwaters (yellowstone np and tetons np),na/not appropriate for point data,forestry,"temperature, wildfire, forest ecology, management, natural disasters",NA,NA,NA,yes
pe,regeneration of montane forests 24 years after the 1988 yellowstone fires: a fire-catalyzed shift in lower treelines?,549,impacts,no,yes,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",0401 - snake headwaters (yellowstone np and tetons np),na/not appropriate for point data,forestry,"temperature, wildfire, forest ecology, management, natural disasters",NA,NA,NA,yes
sh,human-induced modifications to land surface fluxes and their implications on water management under past and future climate change conditions.,554,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0402 - upper snake, 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.), 0602 - salmon (includes bitterroot mt.s)",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, streamflow/stream forecasting, groundwater, water quantity, management",NA,NA,NA,no
am,human-induced modifications to land surface fluxes and their implications on water management under past and future climate change conditions.,554,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0402 - upper snake, 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.), 0602 - salmon (includes bitterroot mt.s)",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, streamflow/stream forecasting, groundwater, water quantity, management",NA,NA,NA,no
am,"annual and decadal climate forcing of historical fire regimes in the interior pacific northwest, usa",555,impacts,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0200 - upper columbia, 0502 - middle snake - powder, 0601 - lower snake, 0701 - middle columbia, 0702 - john day, 0703 - deschutes","tucannon river; 46.4708575,-118.0869354; imnaha river; 45.1035491,-117.1103902; baker river; 44.8387601,-117.8420278","meteorology and climatology, forestry","temperature, precipitation, climate oscilations (enso, pdo), wildfire, forest ecology, dendrochronology",NA,NA,NA,no
mf,"annual and decadal climate forcing of historical fire regimes in the interior pacific northwest, usa",555,impacts,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0200 - upper columbia, 0502 - middle snake - powder, 0601 - lower snake, 0701 - middle columbia, 0702 - john day, 0703 - deschutes","tucannon river; 46.4708575,-118.0869354; imnaha river; 45.1035491,-117.1103902; baker river; 44.8387601,-117.8420278","meteorology and climatology, forestry","temperature, precipitation, climate oscilations (enso, pdo), wildfire, forest ecology, dendrochronology",NA,NA,NA,no
sh,hydroclimate of the western united states based on observations and regional climate simulation of 1981-2000. part ii: mesoscale enso anomalies,556,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,"0200 - upper columbia, 0300 - yakima, 0701 - middle columbia, 0702 - john day, 0703 - deschutes, 0900 - willamette (hj andrews experimental forest)",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, snow, climate oscilations (enso, pdo), streamflow/stream forecasting, water quantity",NA,NA,NA,no
pe,hydroclimate of the western united states based on observations and regional climate simulation of 1981-2000. part ii: mesoscale enso anomalies,556,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,"0200 - upper columbia, 0300 - yakima, 0701 - middle columbia, 0702 - john day, 0703 - deschutes, 0900 - willamette (hj andrews experimental forest)",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, snow, climate oscilations (enso, pdo), streamflow/stream forecasting, water quantity",NA,NA,NA,no
am,statistical precipitation downscaling over the northwestern united states using numerically simulated precipitation as a predictor,557,impacts,no,no,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","all washington, all oregon",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation",NA,NA,NA,no
sh,statistical precipitation downscaling over the northwestern united states using numerically simulated precipitation as a predictor,557,impacts,no,no,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","all washington, all oregon",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation",i couldn't decide if this is about prediction or not.,NA,NA,no
sh,transient future climate over the western united states using a regional climate model,560,impacts,yes,yes,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, climate oscilations (enso, pdo), mathematics",NA,NA,NA,no
cc,transient future climate over the western united states using a regional climate model,560,impacts,yes,yes,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, climate oscilations (enso, pdo), mathematics",very course resolution focused on mathematical modeling gcm v rcm comparisons and california,NA,NA,no
mf,"long-duration drought variability and impacts on ecosystem services: a case study from glacier national park, montana",561,impacts,no,no,"alpine/tundra, forest: temperate","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s),"glacier national park, montana, 48.6602627,-114.1260342","meteorology and climatology, ecology","temperature, precipitation, glaciers, snow, climate oscilations (enso, pdo), wildfire, water quality, water quantity, forest ecology, dendrochronology, ecosystem services",NA,NA,NA,yes
am,"long-duration drought variability and impacts on ecosystem services: a case study from glacier national park, montana",561,impacts,no,no,"alpine/tundra, forest: temperate","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s),"glacier national park, montana, 48.6602627,-114.1260342","meteorology and climatology, ecology","temperature, precipitation, glaciers, snow, climate oscilations (enso, pdo), wildfire, water quality, water quantity, forest ecology, dendrochronology, ecosystem services",NA,NA,NA,yes
sh,"the effect of observation time and sampling frequency on mean daily maximum, minimum and average temperature.",564,impacts,no,no,n/a (not biome specific or all biomes - see codebook),"100 km2 - 1,500 km2","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","reynolds creek experimental watershed; 43.238183,-116.8531838","hydrology, forestry","temperature, precipitation, forest ecology, soils",NA,NA,NA,yes
mf,"the effect of observation time and sampling frequency on mean daily maximum, minimum and average temperature.",564,impacts,no,no,n/a (not biome specific or all biomes - see codebook),"100 km2 - 1,500 km2","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","reynolds creek experimental watershed; 43.238183,-116.8531838","hydrology, forestry","temperature, precipitation, forest ecology, soils",NA,NA,NA,yes
sh,areal extent of seasonal snow cover in a changed climate.,565,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),1-100 km2 (huc 12 is 100 km2),okanagan (canada),"illecillewaet river bc; 50.9865654,-118.1955959","meteorology and climatology, hydrology","temperature, precipitation, streamflow/stream forecasting, water quantity",NA,NA,NA,no
mf,areal extent of seasonal snow cover in a changed climate.,565,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),1-100 km2 (huc 12 is 100 km2),okanagan (canada),"illecillewaet river bc; 50.9865654,-118.1955959","meteorology and climatology, hydrology","temperature, precipitation, streamflow/stream forecasting, water quantity",NA,NA,NA,no
pe,potential climate change impacts on mountain watersheds in the pacific northwest.,567,impacts,yes,no,freshwater: streams and rivers,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0101 - kootenai, 0300 - yakima","46.9713424,-121.2771215; 48°35′n 113°55′w","meteorology and climatology, hydrology","temperature, precipitation, snow, streamflow/stream forecasting, climate oscilations (enso, pdo), water quantity, management",NA,NA,NA,no
sh,potential climate change impacts on mountain watersheds in the pacific northwest.,567,impacts,yes,no,freshwater: streams and rivers,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0101 - kootenai, 0300 - yakima","46.9713424,-121.2771215; 48°35′n 113°55′w","meteorology and climatology, hydrology","temperature, precipitation, snow, streamflow/stream forecasting, climate oscilations (enso, pdo), water quantity, management",NA,NA,NA,no
cc,the effect of climate change on floods in british columbia.,568,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",kooteney (canada),"selkirk mountains bc; 49.880489, -117.561393","meteorology and climatology, hydrology","temperature, precipitation, streamflow/stream forecasting, water quantity",NA,interesting older study related to quantitative cc impacts,NA,no
sh,the effect of climate change on floods in british columbia.,568,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",kooteney (canada),"selkirk mountains bc; 49.880489, -117.561393","meteorology and climatology, hydrology","temperature, precipitation, streamflow/stream forecasting, water quantity",NA,NA,NA,no
mf,pacific northwest regional assessment: the impacts of climate variability and climate change on the water resources of the columbia river basin.,569,impacts,yes,yes,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, snow, climate oscilations (enso, pdo), streamflow/stream forecasting, water quantity, aquatic habitat, forest ecology, agriculture, management",NA,NA,NA,no
sh,pacific northwest regional assessment: the impacts of climate variability and climate change on the water resources of the columbia river basin.,569,impacts,yes,yes,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, snow, climate oscilations (enso, pdo), streamflow/stream forecasting, water quantity, aquatic habitat, forest ecology, agriculture, management",NA,NA,NA,no
mf,"are climate-tree growth relationships changing in north-central idaho, u.s.a.?",570,impacts,no,yes,forest: temperate,1-100 km2 (huc 12 is 100 km2),0602 - salmon (includes bitterroot mt.s),"salmon river, 44.9186509,-116.4193603,362887","meteorology and climatology, forestry","temperature, precipitation, snow, timber production/silviculture, forest ecology, dendrochronology",NA,NA,NA,yes
am,"are climate-tree growth relationships changing in north-central idaho, u.s.a.?",570,impacts,no,yes,forest: temperate,1-100 km2 (huc 12 is 100 km2),0602 - salmon (includes bitterroot mt.s),"salmon river, 44.9186509,-116.4193603,362887","meteorology and climatology, forestry","temperature, precipitation, snow, timber production/silviculture, forest ecology, dendrochronology","would be appropriate to have a point, but they don't provide enough info.",NA,NA,yes
sh,a comparison of delta change and downscaled gcm scenarios for three mountainous basins in the united states.,571,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"100 km2 - 1,500 km2",0300 - yakima,"benton county washington; 46.2812592,-119.9693879","meteorology and climatology, hydrology","temperature, precipitation, streamflow/stream forecasting",NA,NA,NA,no
mf,a comparison of delta change and downscaled gcm scenarios for three mountainous basins in the united states.,571,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"100 km2 - 1,500 km2",0300 - yakima,"benton county washington; 46.2812592,-119.9693879","meteorology and climatology, hydrology","temperature, precipitation, streamflow/stream forecasting",NA,NA,NA,no
sh,"modelling conifer species distributions in mountain forests of washington state, usa.",575,impacts,no,no,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0200 - upper columbia, 0300 - yakima",na/not appropriate for point data,"forestry, ecology","temperature, precipitation, snow, streamflow/stream forecasting, fspecies range shifts, timber production/silviculture, forest ecology, soils, management, topography",NA,NA,NA,no
pe,"modelling conifer species distributions in mountain forests of washington state, usa.",575,impacts,no,no,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0200 - upper columbia, 0300 - yakima",na/not appropriate for point data,"forestry, ecology","temperature, precipitation, snow, streamflow/stream forecasting, fspecies range shifts, timber production/silviculture, forest ecology, soils, management, topography",NA,NA,NA,no
am,"carbon storage in subalpine tree island, north cascade range, washington.",576,mitigation,no,no,forest: temperate,"100 km2 - 1,500 km2",0200 - upper columbia,"harts pass; 48.7205549,-120.6785488; heather pass; 48.4950626,-120.782934",forestry,"temperature, precipitation, snow, species range shifts, forest ecology, carbon cycle",NA,NA,NA,yes
sh,"carbon storage in subalpine tree island, north cascade range, washington.",576,mitigation,no,no,forest: temperate,"100 km2 - 1,500 km2",0200 - upper columbia,"harts pass; 48.7205549,-120.6785488; heather pass; 48.4950626,-120.782934",forestry,"temperature, precipitation, snow, species range shifts, forest ecology, carbon cycle",NA,NA,NA,yes
mf,"rocky mountain ecosystems: diversity, complexity and interactions.",578,impacts,no,no,"alpine/tundra, grassland: temperate, forest: temperate",western us and/or western us plus canada,all basins in the rocky mountains (including canada),na/not appropriate for point data,"ecology, biology","temperature, precipitation, species range shifts, forest ecology, wildlife, management",NA,NA,NA,no
sh,"rocky mountain ecosystems: diversity, complexity and interactions.",578,impacts,no,no,"alpine/tundra, grassland: temperate, forest: temperate",western us and/or western us plus canada,all basins in the rocky mountains (including canada),na/not appropriate for point data,"ecology, biology","temperature, precipitation, species range shifts, forest ecology, wildlife, management",NA,NA,NA,no
sh,a bird's eye view of small tenure holdings in british columbia.,582,impacts,no,no,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,na/not appropriate for point data,"forestry, policy or management","temperature, precipitation, pests and disease, species range shifts, wildfire, timber production/silviculture, forest ecology, policy, management",NA,NA,NA,no
cc,a bird's eye view of small tenure holdings in british columbia.,582,impacts,no,no,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,na/not appropriate for point data,"forestry, policy or management","temperature, precipitation, pests and disease, species range shifts, wildfire, timber production/silviculture, forest ecology, policy, management",NA,NA,NA,no
am,the metagovernance of climate change: institutional adaptation to the mountain pine beetle epidemic in british columbia.,584,adaptation,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,"this study includes a case study map with more than 5 study locations over large extent, salmon arm; 50.7010132,-119.353061; invermere; 50.4995918,-116.0681114","forestry, policy or management","temperature, pests and disease, timber production/silviculture, community resilience (human), attitudes and beliefs, policy, management",NA,NA,NA,yes
sh,the metagovernance of climate change: institutional adaptation to the mountain pine beetle epidemic in british columbia.,584,adaptation,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,"this study includes a case study map with more than 5 study locations over large extent, salmon arm; 50.7010132,-119.353061; invermere; 50.4995918,-116.0681114","forestry, policy or management","temperature, pests and disease, timber production/silviculture, community resilience (human), attitudes and beliefs, policy, management",discusses qualitative impacts...not sure how to classify in the projected/observed section,NA,NA,yes
sh,has spring snowpack declined in the washington cascades?,586,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane (mica cr. exp. watershed), 0200 - upper columbia, 0300 - yakima",na/not appropriate for point data,hydrology,"temperature, precipitation, snow",NA,NA,NA,no
mf,has spring snowpack declined in the washington cascades?,586,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane (mica cr. exp. watershed), 0200 - upper columbia, 0300 - yakima",na/not appropriate for point data,hydrology,"temperature, precipitation, snow",NA,NA,NA,no
mf,learning to deal with climate change and catastrophic forest disturbances.,590,adaptation,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,this study includes a case study map with more than 5 study locations over large extent,forestry,"temperature, species invasion, pests and disease, species range shifts, wildfire, timber production/silviculture, forest ecology, policy, management",NA,NA,NA,no
sh,learning to deal with climate change and catastrophic forest disturbances.,590,adaptation,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,this study includes a case study map with more than 5 study locations over large extent,forestry,"temperature, species invasion, pests and disease, species range shifts, wildfire, timber production/silviculture, forest ecology, policy, management",NA,NA,NA,no
sh,controls on the temporal and spatial variability of soil moisture in a mountainous landscape: the signature of snow and complex terrain.,591,impacts,no,no,"forest: temperate, desert: semi-arid desert",1-100 km2 (huc 12 is 100 km2),"0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","dry creek experimental watershed; 43.7302536,-116.8469864",hydrology,"temperature, precipitation, snow, water quantity, soils",NA,NA,NA,yes
mf,controls on the temporal and spatial variability of soil moisture in a mountainous landscape: the signature of snow and complex terrain.,591,impacts,no,no,"forest: temperate, desert: semi-arid desert",1-100 km2 (huc 12 is 100 km2),"0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","dry creek experimental watershed; 43.7302536,-116.8469864",hydrology,"temperature, precipitation, snow, water quantity, soils",NA,NA,NA,yes
mf,"changes in patterns of streamflow from unregulated watersheds in idaho, western wyoming, and northern nevada.",593,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0401 - snake headwaters (yellowstone np and tetons np), all idaho",na/not appropriate for point data,hydrology,"precipitation, streamflow/stream forecasting, water quantity, sustainability",NA,NA,NA,no
sh,"changes in patterns of streamflow from unregulated watersheds in idaho, western wyoming, and northern nevada.",593,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0401 - snake headwaters (yellowstone np and tetons np), all idaho",na/not appropriate for point data,hydrology,"precipitation, streamflow/stream forecasting, water quantity, sustainability",NA,NA,NA,no
sh,forest health and climate change: a british columbia perspective.,594,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,forestry,"temperature, precipitation, snow, water quantity, species invasion, pests and disease, species range shifts, entomology, forest ecology, soils, policy, management, natural disasters",NA,NA,NA,no
pe,forest health and climate change: a british columbia perspective.,594,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,forestry,"temperature, precipitation, snow, water quantity, species invasion, pests and disease, species range shifts, entomology, forest ecology, soils, policy, management, natural disasters",NA,NA,NA,no
am,decline of planted lodgepole pine in the southern interior of british columbia.,595,impacts,no,yes,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",all in crb canada,"this study includes a case study map with more than 5 study locations over large extent, na/not appropriate for point data",forestry,"temperature, precipitation, species range shifts, forest ecology, pests and disease, timber production/silviculture, management",NA,NA,NA,yes
sh,decline of planted lodgepole pine in the southern interior of british columbia.,595,impacts,no,yes,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",all in crb canada,this study includes a case study map with more than 5 study locations over large extent,forestry,"temperature, precipitation, species range shifts, forest ecology, pests and disease, timber production/silviculture, management",NA,NA,NA,yes
mf,striving for sustainability and resilience in the face of unprecedented change: the case of the mountain pine beetle outbreak in british columbia.,596,adaptation,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,forestry,"pests and disease, timber production/silviculture, forest ecology, policy, management",NA,NA,NA,no
sh,striving for sustainability and resilience in the face of unprecedented change: the case of the mountain pine beetle outbreak in british columbia.,596,adaptation,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,forestry,"pests and disease, timber production/silviculture, forest ecology, policy, management",NA,NA,NA,no
sh,climatic variability regulates the occurrence and extent of large fires in the subalpine forests of the canadian rockies.,598,impacts,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0101 - kootenai, kooteney (canada)",na/not appropriate for point data,ecology,"temperature, precipitation, climate oscilations (enso, pdo), wildfire",not totally sure this is about climate change.,NA,NA,no
cc,climatic variability regulates the occurrence and extent of large fires in the subalpine forests of the canadian rockies.,598,impacts,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0101 - kootenai, kooteney (canada)",na/not appropriate for point data,ecology,"temperature, precipitation, climate oscilations (enso, pdo), wildfire",NA,NA,NA,no
pe,global weirding in british columbia: climate change and the habitat of terrestrial vertebrates.,599,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,ecology,"temperature, precipitation, snow, streamflow/stream forecasting, water quantity, salmon/anadromous fish, aquatic habitat, terrestrial wildlife, species range shifts, policy, management",NA,NA,NA,no
sh,global weirding in british columbia: climate change and the habitat of terrestrial vertebrates.,599,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,ecology,"temperature, precipitation, snow, streamflow/stream forecasting, water quantity, salmon/anadromous fish, aquatic habitat, terrestrial wildlife, species range shifts, policy, management",NA,NA,NA,no
am,standardized occupancy maps for selected wildlife in central british columbia.,600,impacts,yes,no,"alpine/tundra, grassland: temperate, forest: temperate","larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,ecology,"temperature, precipitation, snow, terrestrial wildlife, pests and disease, species range shifts, forest ecology, policy, management",NA,"figure 1 is sort of an interesting conceptual model of species occurrence probability; we could point to it as a strategy for interdisciplinary synthesis, or consider trying to develop something similar.",NA,no
sh,standardized occupancy maps for selected wildlife in central british columbia.,600,impacts,yes,no,"alpine/tundra, grassland: temperate, forest: temperate","larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)",all in crb canada,na/not appropriate for point data,ecology,"temperature, precipitation, snow, terrestrial wildlife, pests and disease, species range shifts, forest ecology, policy, management",NA,NA,NA,no
sh,climate change and western public lands: a survey of u.s. federal land managers on the status of adaptation efforts.,602,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all wyoming,na/not appropriate for point data,policy or management,"attitudes and beliefs, policy, management, public lands",NA,NA,NA,yes
mf,climate change and western public lands: a survey of u.s. federal land managers on the status of adaptation efforts.,602,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all wyoming,na/not appropriate for point data,policy or management,"attitudes and beliefs, policy, management, public lands",NA,NA,NA,yes
sh,"sensitivity of berry productivity to climatic variation in the cabinet-yaak grizzly bear recovery zone, northwest united states, 1989-2010.",603,impacts,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0101 - kootenai,"cabinet–yaak grizzly bear recovery zone; 48.829387, -115.502666",ecology,"temperature, precipitation, terrestrial wildlife, forest ecology, species range shifts",NA,NA,NA,yes
cc,"sensitivity of berry productivity to climatic variation in the cabinet-yaak grizzly bear recovery zone, northwest united states, 1989-2010.",603,impacts,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0101 - kootenai,"cabinet–yaak grizzly bear recovery zone; 48.829387, -115.502666",ecology,"temperature, precipitation, terrestrial wildlife, forest ecology, species range shifts",NA,NA,NA,yes
sh,wood microsites at timberline-alpine meadow borders: implications for conifer seedling regeneration and alpine meadow conifer invasion.,604,impacts,no,no,"grassland: temperate, forest: temperate, alpine/tundra","100 km2 - 1,500 km2",0200 - upper columbia,na/not appropriate for point data,policy or management,"temperature, precipitation, snow, water quantity, species invasion, wildfire, species range shifts, forest ecology, soils, management",NA,NA,NA,yes
pe,wood microsites at timberline-alpine meadow borders: implications for conifer seedling regeneration and alpine meadow conifer invasion.,604,impacts,no,no,"grassland: temperate, forest: temperate, alpine/tundra","100 km2 - 1,500 km2",0200 - upper columbia,na/not appropriate for point data,policy or management,"temperature, precipitation, snow, water quantity, species invasion, wildfire, species range shifts, forest ecology, soils, management",NA,NA,NA,yes
am,biodiversity indicators show climate change will alter vegetation in parks and protected areas.,605,impacts,yes,no,"alpine/tundra, forest: temperate","pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,study includes one case study point in the crb and many others across the country or international,ecology,"temperature, precipitation, forest ecology, terrestrial wildlife",NA,NA,NA,no
sh,biodiversity indicators show climate change will alter vegetation in parks and protected areas.,605,impacts,yes,no,"alpine/tundra, forest: temperate","pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,study includes one case study point in the crb and many others across the country or international,ecology,"temperature, precipitation, forest ecology, terrestrial wildlife",NA,NA,NA,no
sh,restoring salmon habitat for a changing climate,606,adaptation,yes,no,freshwater: streams and rivers,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,ecology,"temperature, precipitation, streamflow/stream forecasting, river geomorphology and restoration, water quality, water quantity, salmon/anadromous fish, policy, management",NA,NA,NA,no
mf,restoring salmon habitat for a changing climate.,606,adaptation,yes,no,freshwater: streams and rivers,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,ecology,"temperature, precipitation, streamflow/stream forecasting, river geomorphology and restoration, water quality, water quantity, salmon/anadromous fish, policy, management",NA,NA,NA,no
sh,climate change opportunities for idaho's irrigation supply and deliveries.,607,adaptation,yes,no,n/a (not biome specific or all biomes - see codebook),"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",0402 - upper snake,na/not appropriate for point data,policy or management,"temperature, precipitation, snow, agriculture, policy, management, streamflow/stream forecasting, water quantity",NA,NA,NA,no
mf,climate change opportunities for idaho's irrigation supply and deliveries.,607,adaptation,yes,no,n/a (not biome specific or all biomes - see codebook),"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",0402 - upper snake,na/not appropriate for point data,policy or management,"temperature, precipitation, snow, agriculture, policy, management, streamflow/stream forecasting, water quantity",NA,NA,NA,no
sh,climate change and stream temperature projections in the columbia river basin: habitat implications of spatial variation in hydrologic drivers.,608,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,ecology,"temperature, precipitation, snow, streamflow/stream forecasting, river geomorphology and restoration, groundwater, water quality, water quantity, salmon/anadromous fish, non-anadromous fish, aquatic habitat",NA,NA,NA,no
