alternative.id,container.title,created,DOI,funder,publisher,reference.count,score,source,subject,title,subtitle,type,URL,author,issue,volume
,PCI Journal,2014-08-22,10.15554/pcij.10011966.36.46,NULL,Precast/Prestressed Concrete Institute,0,28.347237,Crossref,"Materials Science(all),Mechanics of Materials,Civil and Structural Engineering,Building and Construction","Construction of the Columbia River Bridge at Kinnaird, B.C., Canada",NA,journal-article,http://dx.doi.org/10.15554/pcij.10011966.36.46,W. C. McKenzie; Alex Jack,5,11
,PCI Journal,2014-08-27,10.15554/pcij.03011982.56.77,NULL,Precast/Prestressed Concrete Institute,0,28.347237,Crossref,"Materials Science(all),Mechanics of Materials,Civil and Structural Engineering,Building and Construction",I-205 Columbia River Bridge - Design and Construction Highlights,NA,journal-article,http://dx.doi.org/10.15554/pcij.03011982.56.77,Allan C. Harwood,2,27
resources4030577,Resources,2015-07-24,10.3390/resources4030577,NULL,MDPI AG,51,28.347237,Crossref,,A Columbia River Basalt Group Aquifer in Sustained Drought: Insight from Geophysical Methods,NA,journal-article,http://dx.doi.org/10.3390/resources4030577,Mark Piersol; Kenneth Sprenke,3,4
S1040619014000815,The Electricity Journal,2014-05-14,10.1016/j.tej.2014.04.005,NULL,Elsevier BV,26,28.347237,Crossref,"Management of Technology and Innovation,Business and International Management,Law,Energy (miscellaneous)",The Columbia River Treaty: Fifty Years After the Handshake,NA,journal-article,http://dx.doi.org/10.1016/j.tej.2014.04.005,Amy Sopinka; Lawrence Pitt,4,27
,Transactions of the American Microscopical Society,2006-06-17,10.2307/3223476,NULL,JSTOR,0,28.347237,Crossref,Agricultural and Biological Sciences(all),Radioactive Plankton from the Columbia River,NA,journal-article,http://dx.doi.org/10.2307/3223476,R. W. Coopey,4,72
10.1525/mua.2007.30.1.54,Museum Anthropology,2007-03-13,10.1525/mua.2007.30.1.54,NULL,Wiley-Blackwell,0,28.347237,Crossref,,Beaded Brilliance: Wearable Art from the Columbia River Plateau,NA,journal-article,http://dx.doi.org/10.1525/mua.2007.30.1.54,John P. Lukavic,1,30
S1463500315002437,Ocean Modelling,2015-12-31,10.1016/j.ocemod.2015.12.007,NULL,Elsevier BV,16,28.347237,Crossref,"Computer Science (miscellaneous),Geotechnical Engineering and Engineering Geology,Atmospheric Science,Oceanography",Evaluation of a long-term hindcast simulation for the Columbia River estuary,NA,journal-article,http://dx.doi.org/10.1016/j.ocemod.2015.12.007,NaN,NA,99
,Geological Society of America Bulletin,2014-06-03,10.1130/gsab-49-831,NULL,Geological Society of America,0,28.347237,Crossref,Earth and Planetary Sciences (miscellaneous),Geology of the Lower Columbia River,NA,journal-article,http://dx.doi.org/10.1130/gsab-49-831,E. T. HODGE,6,49
,The Journal of American History,2007-02-03,10.2307/2674885,NULL,Oxford University Press (OUP),0,28.347237,Crossref,"History and Philosophy of Science,History","Empty Nets: Indians, Dams, and the Columbia River",NA,journal-article,http://dx.doi.org/10.2307/2674885,Michael J. Chiarappa; Roberta Ulrich,4,87
,Journal of Mammalogy,2006-07-28,10.2307/1380073,NULL,Oxford University Press (OUP),0,28.347237,Crossref,"Ecology,Animal Science and Zoology,Genetics,Ecology, Evolution, Behavior and Systematics,Nature and Landscape Conservation","Fishing Behavior of Coyotes on the Columbia River, Southcentral Washington",NA,journal-article,http://dx.doi.org/10.2307/1380073,J. T. Springer,2,61
,Science,2006-10-05,10.1126/science.214.4523.913,NULL,American Association for the Advancement of Science (AAAS),0,28.347237,Crossref,General,Hanford-Derived Plutonium in Columbia River Sediments,NA,journal-article,http://dx.doi.org/10.1126/science.214.4523.913,T. M. BEASLEY; L. A. BALL; J. E. ANDREWS; J. E. HALVERSON,4523,214
,The Geographical Journal,2006-07-06,10.2307/1783607,NULL,JSTOR,0,28.347237,Crossref,"Earth-Surface Processes,Geography, Planning and Development",The Purcell Source of the Columbia River,NA,journal-article,http://dx.doi.org/10.2307/1783607,J. Monroe Thorington; Eaton Cromwell,5,77
,Science,2006-10-05,10.1126/science.152.3725.1057,NULL,American Association for the Advancement of Science (AAAS),0,28.347237,Crossref,General,Sediments from the Lower Columbia River and Origin of Graywacke,NA,journal-article,http://dx.doi.org/10.1126/science.152.3725.1057,J. T. Whetten,3725,152
,Science,2006-10-05,10.1126/science.153.3733.311,NULL,American Association for the Advancement of Science (AAAS),0,28.347237,Crossref,General,Clostridium botulinum Type F: Isolation from Salmon from the Columbia River,NA,journal-article,http://dx.doi.org/10.1126/science.153.3733.311,J. M. Craig; K. S. Pilcher,3733,153
,Science,2006-10-05,10.1126/science.149.3688.1088,NULL,American Association for the Advancement of Science (AAAS),0,28.347237,Crossref,General,Radioactivity of the Columbia River Effluent,NA,journal-article,http://dx.doi.org/10.1126/science.149.3688.1088,M. G. Gross; C. A. Barnes; G. K. Riel,3688,149
,Science,2006-10-05,10.1126/science.166.3907.867,NULL,American Association for the Advancement of Science (AAAS),0,28.347237,Crossref,General,Carbon Dioxide Partial Pressure in the Columbia River,NA,journal-article,http://dx.doi.org/10.1126/science.166.3907.867,P. K. Park; L. I. Gordon; S. W. Hager; M. C. Cissell,3907,166
,SSRN Electronic Journal,2016-05-04,10.2139/ssrn.2770085,NULL,Elsevier BV,0,28.35669,Crossref,,"Indigenous Peoples, Climate Change Loss and Damage, and the Responsibility of Settler States",NA,journal-article,http://dx.doi.org/10.2139/ssrn.2770085,Kyle Whyte,NA,NA
10.1577/1548-8675(1997)017<1094:DASOSN>2.3.CO;2,North American Journal of Fisheries Management,2004-06-07,10.1577/1548-8675(1997)017<1094:dasosn>2.3.co;2,NULL,Informa UK Limited,0,28.391039,Crossref,"Ecology,Aquatic Science,Ecology, Evolution, Behavior and Systematics,Management, Monitoring, Policy and Law",Distribution and Status of Seven Native Salmonids in the Interior Columbia River Basin and Portions of the Klamath River and Great Basins,NA,journal-article,http://dx.doi.org/10.1577/1548-8675(1997)017<1094:dasosn>2.3.co;2,Russell F. Thurow; Danny C. Lee; Bruce E. Rieman,4,17
10.1898/NWN08-54.1,Northwestern Naturalist,2009-12-22,10.1898/nwn08-54.1,NULL,Northwestern Naturalist,0,28.391039,Crossref,"Earth and Planetary Sciences(all),Environmental Science(all)","Red Tree Voles in the Columbia River Gorge and Hood River Basin, Oregon",NA,journal-article,http://dx.doi.org/10.1898/nwn08-54.1,Eric D. Forsman; James K. Swingle; Michael A. McDonald; Scott A. Graham; Nicholas R. Hatch,3,90
10.1577/T09-082.1,Transactions of the American Fisheries Society,2010-07-13,10.1577/t09-082.1,NULL,Informa UK Limited,63,28.391039,Crossref,Aquatic Science,"Juvenile Salmonid Use of Reconnected Tidal Freshwater Wetlands in Grays River, Lower Columbia River Basin",NA,journal-article,http://dx.doi.org/10.1577/t09-082.1,G. Curtis Roegner; Earl W. Dawley; Micah Russell; Allan Whiting; David J. Teel,4,139
,Columbia Law Review,2006-04-26,10.2307/1118750,NULL,JSTOR,0,28.400814,Crossref,Law,Local Assets as Basis for Suit against Foreign Representative,NA,journal-article,http://dx.doi.org/10.2307/1118750,NaN,3,50
,Columbia Law Review,2006-04-26,10.2307/1119072,NULL,JSTOR,0,28.400814,Crossref,Law,Local Taxpayer's Standing to Test Constitutionality of Legislation,NA,journal-article,http://dx.doi.org/10.2307/1119072,NaN,4,52
,Columbia Law Review,2006-04-26,10.2307/1121070,NULL,JSTOR,0,28.400814,Crossref,Law,Rule 83 and the Local Federal Rules,NA,journal-article,http://dx.doi.org/10.2307/1121070,NaN,7,67
,Columbia Law Review,2006-04-26,10.2307/1122464,NULL,JSTOR,0,28.405548,Crossref,Law,Afterword: Knowledge and Answers,NA,journal-article,http://dx.doi.org/10.2307/1122464,Frank H. Easterbrook,5,85
,Columbia Law Review,2006-04-25,10.2307/1109432,NULL,JSTOR,0,28.405548,Crossref,Law,Exclusion of Evidence of Character Based on Personal Knowledge,NA,journal-article,http://dx.doi.org/10.2307/1109432,NaN,3,8
,Columbia Law Review,2006-04-25,10.2307/1110395,NULL,JSTOR,0,28.405548,Crossref,Law,Knowledge as an Element of Assumption of Risk,NA,journal-article,http://dx.doi.org/10.2307/1110395,NaN,7,12
,River Research and Applications,2004-05-12,10.1002/rra.775,NULL,Wiley-Blackwell,0,28.484293,Crossref,"Environmental Science(all),Water Science and Technology,Environmental Chemistry","Climate change, land use change and runoff prediction in the Rhine–Meuse basins",NA,journal-article,http://dx.doi.org/10.1002/rra.775,Laurent Pfister; Jaap Kwadijk; André Musy; Axel Bronstert; Lucien Hoffmann,3,20
10.1080/13549839.2012.716415,Local Environment,2012-08-28,10.1080/13549839.2012.716415,NULL,Informa UK Limited,39,28.484314,Crossref,"Geography, Planning and Development,Management, Monitoring, Policy and Law","Understanding climate, adapting to change: indigenous cultural values and climate change impacts in North Queensland",NA,journal-article,http://dx.doi.org/10.1080/13549839.2012.716415,Susan McIntyre-Tamwoy; Maureen Fuary; Alice Buhrich,1,18
,River Research and Applications,2002-10-06,10.1002/rra.676,NULL,Wiley-Blackwell,85,28.491343,Crossref,"Environmental Science(all),Water Science and Technology,Environmental Chemistry","Ecological perspectives on regulation and water allocation for the Ord River, Western Australia","WATER ALLOCATION FOR THE ORD RIVER, WESTERN AUSTRALIA",journal-article,http://dx.doi.org/10.1002/rra.676,R. G. Doupé; N. E. Pettit,3,18
,JAWRA Journal of the American Water Resources Association,2012-08-06,10.1111/j.1752-1688.2012.00682.x,NULL,Wiley-Blackwell,87,28.493362,Crossref,"Earth-Surface Processes,Ecology,Water Science and Technology","Geomorphic-Ecological Relationships Highly Variable between Headwater and Network Mountain Streams of Northern Idaho, United States1","Geomorphic-Ecological Relationships Highly Variable Between Headwater and Network Mountain Streams of Northern Idaho, United States",journal-article,http://dx.doi.org/10.1111/j.1752-1688.2012.00682.x,S. Mažeika P. Sullivan,6,48
10.1215/00141801-3455491,Ethnohistory,2016-04-01,10.1215/00141801-3455491,NULL,Duke University Press,0,28.509163,Crossref,"History,Anthropology","Traders and Raiders: The Indigenous World of the Colorado River Basin, 1540–1859",NA,journal-article,http://dx.doi.org/10.1215/00141801-3455491,Joaquín Rivaya-Martínez,2,63
,The Canadian Journal of Economics and Political Science,2006-06-17,10.2307/138404,NULL,JSTOR,0,28.50955,Crossref,,Uncle Sam in the Pacific Northwest: Federal Management of Natural Resources in the Columbia River Valley,NA,journal-article,http://dx.doi.org/10.2307/138404,Donald Q. Innis; Charles McKinley,2,19
9396,Aquatic Ecology,2012-04-26,10.1007/s10452-012-9396-x,NULL,Springer Nature,40,28.50955,Crossref,"Aquatic Science,Ecology, Evolution, Behavior and Systematics","Salinity adaptation of the invasive New Zealand mud snail (Potamopyrgus antipodarum) in the Columbia River estuary (Pacific Northwest, USA): physiological and molecular studies",NA,journal-article,http://dx.doi.org/10.1007/s10452-012-9396-x,Marshal Hoy; Bruce L. Boese; Louise Taylor; Deborah Reusser; Rusty Rodriguez,2,46
S0003055400070398,American Political Science Review,2006-05-06,10.2307/1952121,NULL,Cambridge University Press (CUP),0,28.50955,Crossref,Sociology and Political Science,"Uncle Sam in the Pacific Northwest; Federal Management of Natural Resources in the Columbia River Valley. By Charles McKinley. (Berkeley and Los Angeles: University of California Press. 1952. Pp. xx, 673. $7.50.)",NA,journal-article,http://dx.doi.org/10.2307/1952121,C. Herman Pritchett,04,46
,Geological Society of America Bulletin,2015-01-23,10.1130/gsab-14-117,NULL,Geological Society of America,0,28.512669,Crossref,Earth and Planetary Sciences (miscellaneous),Pacific mountain system in British Columbia and Alaska,NA,journal-article,http://dx.doi.org/10.1130/gsab-14-117,A. C. SPENCER,1,14
,Journal of Epidemiology & Community Health,2011-08-10,10.1136/jech.2011.142976k.96,NULL,BMJ,0,28.51492,Crossref,"Public Health, Environmental and Occupational Health,Epidemiology",P2-365 Climate change impacts on Ross river virus in Australia,NA,journal-article,http://dx.doi.org/10.1136/jech.2011.142976k.96,H. Bambrick; R. Woodruff,Suppl 1,65
,The Western Historical Quarterly,2010-05-05,10.2307/25443625,NULL,Oxford University Press (OUP),0,28.519077,Crossref,History,"Leaving Paradise: Indigenous Hawaiians in the Pacific Northwest, 1787-1898",NA,journal-article,http://dx.doi.org/10.2307/25443625,Lissa Wadewitz; Jean Barman; Bruce McIntyre Watson,4,38
nclimate1828,Nature Climate Change,2013-03-15,10.1038/nclimate1828,NULL,Springer Nature,30,28.519766,Crossref,,Trends in hourly rainfall statistics in the United States under a warming climate,NA,journal-article,http://dx.doi.org/10.1038/nclimate1828,T. Muschinski; J. I. Katz,NA,NA
S2287884X15000266,Journal of Asia-Pacific Biodiversity,2015-05-05,10.1016/j.japb.2015.04.003,NULL,Elsevier BV,7,28.526918,Crossref,,"Birds of the Shatan River Basin, Mongolia",NA,journal-article,http://dx.doi.org/10.1016/j.japb.2015.04.003,Onolragchaa Ganbold,2,8
,Journal of Epidemiology & Community Health,2002-07-28,10.1136/jech.56.8.617,NULL,BMJ,0,28.537075,Crossref,"Public Health, Environmental and Occupational Health,Epidemiology",Climate variability and Ross River virus transmission,NA,journal-article,http://dx.doi.org/10.1136/jech.56.8.617,S Tong,8,56
,Columbia Law Review,2006-04-26,10.2307/1123211,NULL,JSTOR,0,28.54213,Crossref,Law,The Northwest Ordinance as a Constitutional Document,NA,journal-article,http://dx.doi.org/10.2307/1123211,Denis P. Duffey,4,95
,River Research and Applications,2010-04-29,10.1002/rra.1384,NULL,Wiley-Blackwell,59,28.581814,Crossref,"Environmental Science(all),Water Science and Technology,Environmental Chemistry","Fishway passage and post-passage mortality of up-river migrating sockeye salmon in the Seton River, British Columbia",NA,journal-article,http://dx.doi.org/10.1002/rra.1384,D. W. Roscoe; S. G. Hinch; S. J. Cooke; D. A. Patterson,6,27
10.3955/046.084.0312,Northwest Science,2010-07-30,10.3955/046.084.0312,NULL,Northwest Scientific Association,0,28.5848,Crossref,"Ecology, Evolution, Behavior and Systematics",Water and Sustainability: Reflections from the Western United States,NA,journal-article,http://dx.doi.org/10.3955/046.084.0312,Steven M. Wondzell,3,84
,Hydrology and Earth System Sciences Discussions,2017-04-24,10.5194/hess-2017-204,NULL,Copernicus GmbH,0,28.59273,Crossref,"Earth-Surface Processes,Earth and Planetary Sciences (miscellaneous)",Climate change and climate-driven disturbances in the San Juan River sub-basin of the Colorado River,NA,journal-article,http://dx.doi.org/10.5194/hess-2017-204,NaN,NA,NA
S0022169414001371,Journal of Hydrology,2014-02-22,10.1016/j.jhydrol.2014.02.029,NULL,Elsevier BV,81,28.599731,Crossref,Water Science and Technology,Impacts of climate change and vegetation dynamics on runoff in the mountainous region of the Haihe River basin in the past five decades,NA,journal-article,http://dx.doi.org/10.1016/j.jhydrol.2014.02.029,Huimin Lei; Dawen Yang; Maoyi Huang,NA,511
,Natural Resources,2014-03-28,10.4236/nr.2014.53010,NULL,"Scientific Research Publishing, Inc,",18,28.609695,Crossref,,"An Integrated Modelling Approach Inmountainous Watershed of Heihe River Basin, Northwest China",NA,journal-article,http://dx.doi.org/10.4236/nr.2014.53010,Youjia Liang; Lijun Liu; Zhongmin Xu,03,05
,African Journal of Microbiology Research,2012-03-27,10.5897/ajmr11.444,NULL,Academic Journals,0,28.609695,Crossref,"Plant Science,Microbiology,Infectious Diseases",Study on productivity of epilithic algae in Urumqi River Basin in Northwest China,NA,journal-article,http://dx.doi.org/10.5897/ajmr11.444,Li Lanhai,14,5
89,Landscape Ecology,2014-09-08,10.1007/s10980-014-0089-9,NULL,Springer Nature,45,28.609695,Crossref,"Ecology,Geography, Planning and Development,Nature and Landscape Conservation","Modeling urban growth in the middle basin of the Heihe River, northwest China",NA,journal-article,http://dx.doi.org/10.1007/s10980-014-0089-9,Youjia Liang; Lijun Liu,10,29
S0378377406001697,Agricultural Water Management,2006-08-02,10.1016/j.agwat.2006.05.020,NULL,Elsevier BV,21,28.609695,Crossref,"Earth-Surface Processes,Agronomy and Crop Science,Soil Science,Water Science and Technology",Barriers to water markets in the Heihe River basin in northwest China,NA,journal-article,http://dx.doi.org/10.1016/j.agwat.2006.05.020,Junlian Zhang,1,87
S0032247400051135,Polar Record,2009-10-27,10.1017/s0032247400051135,NULL,Cambridge University Press (CUP),0,28.609695,Crossref,"Ecology,Geography, Planning and Development,Earth and Planetary Sciences(all)","Forest Resources of the Mackenzie River Basin, Northwest Territories",NA,journal-article,http://dx.doi.org/10.1017/s0032247400051135,J. M. Robinson,66,10
S0378874101001908,Journal of Ethnopharmacology,2002-07-25,10.1016/s0378-8741(01)00190-8,NULL,Elsevier BV,32,28.609695,Crossref,"Pharmacology,Drug Discovery","Plants used in home medicine in the Zenta River basin, Northwest Argentina",NA,journal-article,http://dx.doi.org/10.1016/s0378-8741(01)00190-8,N.I. Hilgert,1,76
,Arctic and Alpine Research,2006-04-18,10.2307/1551235,NULL,JSTOR,0,28.687548,Crossref,Earth and Planetary Sciences(all),"Climate and Natural Radon Levels in Castleguard Cave, Columbia Icefields, Alberta, Canada",NA,journal-article,http://dx.doi.org/10.2307/1551235,T. C. Atkinson; P. L. Smart; T. M. L. Wigley,4,15
,Lithosphere,2014-03-27,10.1130/l307.1,NULL,Geological Society of America,37,28.700684,Crossref,Geology,The late Miocene to Holocene erosion pattern of the Alpine foreland basin reflects Eurasian slab unloading beneath the western Alps rather than global climate change,NA,journal-article,http://dx.doi.org/10.1130/l307.1,R. Baran; A. M. Friedrich; F. Schlunegger,2,6
"536892,536892",Advances in Meteorology,2015-03-18,10.1155/2015/536892,"list(DOI = ""10.13039/501100000039"", name = ""Environment Canada"", doi.asserted.by = ""publisher"")",Hindawi Publishing Corporation,87,28.756462,Crossref,,"Potential Influence of Climate Change on the Acid-Sensitivity of High-Elevation Lakes in the Georgia Basin, British Columbia",NA,journal-article,http://dx.doi.org/10.1155/2015/536892,Donna Strang; Julian Aherne,NA,2015
10.1080/07055900.2013.816932,Atmosphere-Ocean,2013-07-22,10.1080/07055900.2013.816932,NULL,Informa UK Limited,16,28.756462,Crossref,"Atmospheric Science,Oceanography",Climate Change and Extremes in the Canadian Columbia Basin,NA,journal-article,http://dx.doi.org/10.1080/07055900.2013.816932,Trevor Q. Murdock; Stephen R. Sobie; Francis W. Zwiers; Hailey D. Eckstrand,4,51
,The International Journal of Climate Change: Impacts and Responses,2016-07-18,10.18848/1835-7156/cgp/v02i01/37290,NULL,Common Ground Publishing,0,28.769196,Crossref,,Addressing Climate Change with Indigenous Knowledge,NA,journal-article,http://dx.doi.org/10.18848/1835-7156/cgp/v02i01/37290,Raphael Nawrotzki; Polina Kadatska,1,2
,The International Journal of Climate Change: Impacts and Responses,2016-07-18,10.18848/1835-7156/cgp/v05i01/37195,NULL,Common Ground Publishing,0,28.769196,Crossref,,Indigenous Knowledge for Climate Change Induced Flood Adaptation in Nepal,NA,journal-article,http://dx.doi.org/10.18848/1835-7156/cgp/v05i01/37195,Rohini Devkota,1,4
,The International Journal of Climate Change: Impacts and Responses,2016-07-18,10.18848/1835-7156/cgp/v07i01/37225,NULL,Common Ground Publishing,0,28.769196,Crossref,,Indigenous Knowledge and Climate Change,NA,journal-article,http://dx.doi.org/10.18848/1835-7156/cgp/v07i01/37225,Phillip B. Roös,1,7
,International Journal of Climatology,2013-01-03,10.1002/joc.3643,NULL,Wiley-Blackwell,49,28.78078,Crossref,Atmospheric Science,"Simulated and projected climate extremes in the Zhujiang River Basin, South China, using the regional climate model COSMO-CLM","SIMULATED AND PROJECTED CLIMATE EXTREMES IN THE ZHUJIANG RIVER BASIN, SOUTH CHINA",journal-article,http://dx.doi.org/10.1002/joc.3643,Thomas Fischer; Christoph Menz; Buda Su; Thomas Scholten,14,33
