"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"F6WAQ873","journalArticle","2004","Wolock, David M.; Winter, Thomas C.; McMahon, Gerard","Delineation and Evaluation of Hydrologic-Landscape Regions in the United States Using Geographic Information System Tools and Multivariate Statistical Analyses","Environmental Management","","0364-152X","10.1007/s00267-003-5077-9","","Hydrologic-landscape regions in the United States were delineated by using geographic information system (GIS) tools combined with principal components and cluster analyses. The GIS and statistical analyses were applied to land-surface form, geologic texture (permeability of the soil and bedrock), and climate variables that describe the physical and climatic setting of 43,931 small (approximately 200 km 2 ) watersheds in the United States. (The term “watersheds” is defined in this paper as the drainage areas of tributary streams, headwater streams, and stream segments lying between two confluences.) The analyses grouped the watersheds into 20 noncontiguous regions based on similarities in land-surface form, geologic texture, and climate characteristics. The percentage of explained variance (R-squared value) in an analysis of variance was used to compare the hydrologic-landscape regions to 19 square geometric regions and the 21 U.S. Environmental Protection Agency level-II ecoregions. Hydrologic-landscape regions generally were better than ecoregions at delineating regions of distinct land-surface form and geologic texture. Hydrologic-landscape regions and ecoregions were equally effective at defining regions in terms of climate, land cover, and water-quality characteristics. For about half of the landscape, climate, and water-quality characteristics, the R-squared values of square geometric regions were as high as hydrologic-landscape regions or ecoregions.","2004","2016-02-28 22:19:36","2016-02-28 22:19:36","","S71–S88","","1","34","","","","","","","","","","eng","","","","","Primo","","","","","","","Cluster analysis; Hydrologic landscapes; Hydrologic regions; Network design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FBS4AVSP","journalArticle","2014","Haines, Russell; Hough, Jill; Cao, Lan; Haines, Douglas","Anonymity in Computer-Mediated Communication: More Contrarian Ideas with Less Influence","Group Decision and Negotiation","","0926-2644, 1572-9907","10.1007/s10726-012-9318-2","http://link.springer.com/10.1007/s10726-012-9318-2","","2014-07","2016-10-12 01:59:03","2016-10-12 01:59:03","2016-10-12 01:59:03","765-786","","4","23","","","Anonymity in Computer-Mediated Communication","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FD8MGK7C","journalArticle","2012","Mirchi, Ali; Madani, Kaveh; Watkins Jr, David; Ahmad, Sajjad","Synthesis of system dynamics tools for holistic conceptualization of water resources problems","Water resources management","","","","http://link.springer.com/article/10.1007/s11269-012-0024-2","","2012","2016-06-09 20:54:40","2016-06-09 20:54:40","2016-06-09 20:54:40","2421–2442","","9","26","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\SQS73Q6E\s11269-012-0024-2.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FM4NMJP7","journalArticle","2010","Elsner, Marketa M.; Cuo, Lan; Voisin, Nathalie; Deems, Jeffrey S.; Hamlet, Alan F.; Vano, Julie A.; Mickelson, Kristian EB; Lee, Se-Yeun; Lettenmaier, Dennis P.","Implications of 21st century climate change for the hydrology of Washington State","Climatic Change","","","","http://link.springer.com/article/10.1007/s10584-010-9855-0","","2010","2016-04-27 16:27:14","2016-04-27 16:27:14","2016-04-27 16:27:14","225–260","","1-2","102","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\VFZUQMUA\s10584-010-9855-0.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FNKMF6JT","journalArticle","2008","Kurz, W. A.; Dymond, C. C.; Stinson, G.; Rampley, G. J.; Neilson, E. T.; Carroll, A. L.; Ebata, T.; Safranyik, L.","Mountain pine beetle and forest carbon feedback to climate change","Nature","","1476-4687","10.1038/nature06777","","The mountain pine beetle (Dendroctonus ponderosae Hopkins, Coleoptera: Curculionidae, Scolytinae) is a native insect of the pine forests of western North America, and its populations periodically erupt into large-scale outbreaks. During outbreaks, the resulting widespread tree mortality reduces forest carbon uptake and increases future emissions from the decay of killed trees. The impacts of insects on forest carbon dynamics, however, are generally ignored in large-scale modelling analyses. The current outbreak in British Columbia, Canada, is an order of magnitude larger in area and severity than all previous recorded outbreaks. Here we estimate that the cumulative impact of the beetle outbreak in the affected region during 2000-2020 will be 270 megatonnes (Mt) carbon (or 36 g carbon m(-2) yr(-1) on average over 374,000 km2 of forest). This impact converted the forest from a small net carbon sink to a large net carbon source both during and immediately after the outbreak. In the worst year, the impacts resulting from the beetle outbreak in British Columbia were equivalent to approximately 75% of the average annual direct forest fire emissions from all of Canada during 1959-1999. The resulting reduction in net primary production was of similar magnitude to increases observed during the 1980s and 1990s as a result of global change. Climate change has contributed to the unprecedented extent and severity of this outbreak. Insect outbreaks such as this represent an important mechanism by which climate change may undermine the ability of northern forests to take up and store atmospheric carbon, and such impacts should be accounted for in large-scale modelling analyses.","2008","2016-11-04 23:29:03","2016-11-04 23:29:03","","987-90","","7190","452","","","","","","","","","","eng","","","","","search.lib.uidaho.edu","","","","","","","Beetles -- metabolism; Carbon -- metabolism; Ecosystem; Greenhouse Effect; Pinus -- metabolism; Trees -- metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSM985MP","journalArticle","2015","Watson, Nigel","Factors influencing the frames and approaches of host organizations for collaborative catchment management in England","Society & Natural Resources","","","","http://www.tandfonline.com/doi/abs/10.1080/08941920.2014.945059","","2015","2016-06-08 19:49:03","2016-06-08 19:49:03","2016-06-08 19:49:03","360–376","","4","28","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\XW7BRJ3W\08941920.2014.html; C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\8ST3TXFV\08941920.2014.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FUE9ZS78","journalArticle","2007","Parker, Jason Shaw; Moore, Richard; Weaver, Mark","Land tenure as a variable in community based watershed projects: some lessons from the Sugar Creek Watershed, Wayne and Holmes Counties, Ohio","Society and Natural Resources","","","","http://www.tandfonline.com/doi/abs/10.1080/08941920701460283","","2007","2016-06-08 19:52:20","2016-06-08 19:52:20","2016-06-08 19:52:20","815–833","","9","20","","","Land tenure as a variable in community based watershed projects","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\W89F5IE3\08941920701460283.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G67WRDRU","journalArticle","2013","Beechie, Tim; Imaki, Hiroo; Greene, Jennifer; Wade, Alisa; Wu, Huan; Pess, G.; Roni, P.; Kimball, John; Stanford, Jack; Kiffney, P.; others","Restoring salmon habitat for a changing climate","River Research and Applications","","","","http://onlinelibrary.wiley.com/doi/10.1002/rra.2590/full","","2013","2016-09-30 04:02:41","2016-09-30 04:02:41","2016-09-30 04:02:41","939–960","","8","29","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\45JM76CZ\Beechie et al. - 2013 - Restoring salmon habitat for a changing climate.pdf; C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\KSGXDVVT\full.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G73VGPUZ","journalArticle","2014","Lee, Kyung Hee; Schuett, Michael A.","Exploring spatial variations in the relationships between residents' recreation demand and associated factors: A case study in Texas","Applied Geography","","","","http://www.sciencedirect.com/science/article/pii/S0143622814001349","","2014","2016-06-09 20:30:43","2016-06-09 20:30:43","2016-06-09 20:30:43","213–222","","","53","","","Exploring spatial variations in the relationships between residents' recreation demand and associated factors","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\W4W7RNE3\S0143622814001349.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G9RHIQ26","report","2012","Cohen, Alice","Understanding the implications of rescaled water governance: From jurisdictional to watershed boundaries","","","","","http://www.globalwaterforum.org/wp-content/uploads/2012/04/Understanding-the-implications-of-rescaled-water-governance_GWF1252.pdf","","2012","2016-02-24 01:54:10","2016-02-24 01:54:10","2016-02-24 01:54:10","","","","","","","Understanding the implications of rescaled water governance","","","","","Discussion Paper 1252. www. globalwaterforum. org/2012/12/02/understanding-the-implications-of-rescaled-water-governance-from-jurisdictional-to-watershedboundaries","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GI8398Z8","journalArticle","2002","Costanza, Robert; Voinov, Alexey; Boumans, Roelof; Maxwell, Thomas; Villa, Ferdinando; Wainger, Lisa; Voinov, Helena","Integrated ecological economic modeling of the Patuxent River watershed, Maryland","Ecological Monographs","","","","http://www.esajournals.org/doi/abs/10.1890/0012-9615(2002)072%5B0203:IEEMOT%5D2.0.CO%3B2","","2002","2016-06-09 20:33:32","2016-06-09 20:33:32","2016-06-09 20:33:32","203–231","","2","72","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\EZV5MVB7\abstract.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GIJICM62","book","2012","Cresswell, Tim","Geographic thought: a critical introduction","","","","","https://books.google.com/books?hl=en&lr=&id=H_cWKqw2SmQC&oi=fnd&pg=PA1942&dq=T.+Cresswell,+Geographic+thought:+a+critical+introduction&ots=4NNwmAuFF4&sig=UsKboD_XaOWUg2Fei2V3zKCut8E","","2012","2016-06-08 19:53:58","2016-06-08 19:53:58","2016-06-08 19:53:58","","","","","","","Geographic thought","","","","","John Wiley & Sons","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\WEA9ZFDA\books.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GN2324DT","journalArticle","2008","Niemeijer, David; de Groot, Rudolf S.","A conceptual framework for selecting environmental indicator sets","Ecological indicators","","","","http://www.sciencedirect.com/science/article/pii/S1470160X07000040","","2008","2016-02-28 22:15:36","2016-02-28 22:15:36","2016-02-28 22:15:36","14–25","","1","8","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\EDA2IDRX\S1470160X07000040.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GRUU7PUB","journalArticle","1989","Simms, Richard A.","Equitable Apportionment-Priorities and New Uses","Nat. Resources J.","","","","http://heinonlinebackup.com/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/narj29&section=42","","1989","2016-02-24 04:51:40","2016-02-24 04:51:40","2016-02-24 04:51:40","549","","","29","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\QX4U5A9F\get_pdf.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GUNZIJ6P","journalArticle","2013","Beechie, T; Imaki, H; Greene, J; Wade, A; Wu, H; Pess, G; Roni, P; Kimball, J; Stanford, J; Kiffney, P; Mantua, N","RESTORING SALMON HABITAT FOR A CHANGING CLIMATE","River research and applications","","15351459","","http://ida.lib.uidaho.edu:2048/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ffw&AN=981032&site=ehost-live&scope=site","An important question for salmon restoration efforts in the western USA is ‘How should habitat restoration plans be altered to accommodate climate change effects on stream flow and temperature?’ We developed a decision support process for adapting salmon recovery plans that incorporates (1) local habitat factors limiting salmon recovery, (2) scenarios of climate change effects on stream flow and temperature, (3) the ability of restoration actions to ameliorate climate change effects, and (4) the ability of restoration actions to increase habitat diversity and salmon population resilience. To facilitate the use of this decision support framework, we mapped scenarios of future stream flow and temperature in the Pacific Northwest region and reviewed literature on habitat restoration actions to determine whether they ameliorate a climate change effect or increase life history diversity and salmon resilience. Under the climate change scenarios considered here, summer low flows decrease by 35–75% west of the Cascade Mountains, maximum monthly flows increase by 10–60% across most of the region, and stream temperatures increase between 2 and 6°C by 2070–2099. On the basis of our literature review, we found that restoring floodplain connectivity, restoring stream flow regimes, and re-aggrading incised channels are most likely to ameliorate stream flow and temperature changes and increase habitat diversity and population resilience. By contrast, most restoration actions focused on in-stream rehabilitation are unlikely to ameliorate climate change effects. Finally, we illustrate how the decision support process can be used to evaluate whether climate change should alter the types or priority of restoration actions in a salmon habitat restoration plan","2013-01-01","2017-02-21 22:50:27","2017-02-21 22:50:27","","939-960","","8","29","","River research and applications","","","","","","","","Language: English.","","","Fish, Fisheries & Aquatic Biodiversity Worldwide","","NISC South Africa","","","","","","cascade mountains; climate change effects; Climatology / climate change; Conservation / Preservation; fish; habitat restoration; life history; rivers / lakes; salmon habitat; stream flow; stream temperature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GUV99DPI","journalArticle","2007","Rumps, Jeanne M.; Katz, Stephen L.; Barnas, Katie; Morehead, Mark D.; Jenkinson, Robin; Clayton, Stephen R.; Goodwin, Peter","Stream Restoration in the Pacific Northwest: Analysis of Interviews with Project Managers","Restoration Ecology","","1526-100X","10.1111/j.1526-100X.2007.00246.x","http://ida.lib.uidaho.edu:3278/doi/10.1111/j.1526-100X.2007.00246.x/full","Hundreds of millions of dollars per year are spent on river restoration in the Pacific Northwest (PNW), but little is known about the effectiveness of this effort. To help address this gap, we analyzed...","2007-09-01","2017-02-16 18:35:40","2017-02-16 18:35:40","2017-02-16 18:35:40","506-515","","3","15","","","Stream Restoration in the Pacific Northwest","","","","","","","en","","","","","ida.lib.uidaho.edu:3278","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\UXFSFXF6\full.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H4BDJ2RA","journalArticle","2012","Elwood, Sarah; Goodchild, Michael F.; Sui, Daniel Z.","Researching volunteered geographic information: Spatial data, geographic research, and new social practice","Annals of the association of American geographers","","","","http://www.tandfonline.com/doi/abs/10.1080/00045608.2011.595657","","2012","2016-06-09 20:53:24","2016-06-09 20:53:24","2016-06-09 20:53:24","571–590","","3","102","","","Researching volunteered geographic information","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\NANSQF7D\00045608.2011.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9E93JQ9","journalArticle","2015","Penaluna, Brooke E; Dunham, Jason B; Railsback, Steve F; Arismendi, Ivan; Johnson, Sherri L; Bilby, Robert E; Safeeq, Mohammad; Skaugset, Arne E","Local Variability Mediates Vulnerability of Trout Populations to Land Use and Climate Change","PloS one","","19326203","","http://ida.lib.uidaho.edu:2048/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ffw&AN=26295478&site=ehost-live&scope=site","Land use and climate change occur simultaneously around the globe. Fully understanding their separate and combined effects requires a mechanistic understanding at the local scale where their effects are ultimately realized. Here we applied an individual-based model of fish population dynamics to evaluate the role of local stream variability in modifying responses of Coastal Cutthroat Trout (Oncorhynchus clarkii clarkii) to scenarios simulating identical changes in temperature and stream flows linked to forest harvest, climate change, and their combined effects over six decades. We parameterized the model for four neighboring streams located in a forested headwater catchment in northwestern Oregon, USA with multi-year, daily measurements of stream temperature, flow, and turbidity (2007-2011), and field measurements of both instream habitat structure and three years of annual trout population estimates. Model simulations revealed that variability in habitat conditions among streams (depth, available habitat) mediated the effects of forest harvest and climate change. Net effects for most simulated trout responses were different from or less than the sum of their separate scenarios. In some cases, forest harvest countered the effects of climate change through increased summer flow. Climate change most strongly influenced trout (earlier fry emergence, reductions in biomass of older trout, increased biomass of young-of-year), but these changes did not consistently translate into reductions in biomass over time. Forest harvest, in contrast, produced fewer and less consistent responses in trout. Earlier fry emergence driven by climate change was the most consistent simulated response, whereas survival, growth, and biomass were inconsistent. Overall our findings indicate a host of local processes can strongly influence how populations respond to broad scale effects of land use and climate change","2015-01-01","2017-02-21 22:50:26","2017-02-21 22:50:26","","ee0135334-ee0135334","","8","10","","PloS one","","","","","","","","Language: English.","","","Fish, Fisheries & Aquatic Biodiversity Worldwide","","NISC South Africa","","","","","","United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HE26GQSV","journalArticle","2015","Chaffin, Brian C.; Mahler, Robert L.; Wulfhorst, J. D.; Shafii, Bahman","The Role of Agency Partnerships in Collaborative Watershed Groups: Lessons from the Pacific Northwest Experience","Environmental Management","","0364-152X, 1432-1009","10.1007/s00267-014-0367-y","http://link.springer.com/10.1007/s00267-014-0367-y","","2015-01","2016-10-12 01:09:37","2016-10-12 01:09:37","2016-10-12 01:09:37","56-68","","1","55","","","The Role of Agency Partnerships in Collaborative Watershed Groups","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIU4QW6M","book","2011","Prokopy, Linda Stalker; Asligül Göçmen, Z.; Gao, Jing; Allred, Shorna Broussard; Bonnell, Joseph E.; Genskow, Kenneth; Molloy, Alicia; Power, Rebecca","Incorporating Social Context Variables Into Paired Watershed Designs to Test Nonpoint Source Program Effectiveness1","","","","","http://onlinelibrary.wiley.com/doi/10.1111/j.1752-1688.2010.00508.x/full","","2011","2016-06-09 20:32:57","2016-06-09 20:32:57","2016-06-09 20:32:57","","","","","","","","","","","","Wiley Online Library","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\JXMSX292\full.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HJUDEQ4S","webpage","","","The 4 worst patents of 2015","Washington Post","","","","https://www.washingtonpost.com/news/innovations/wp/2015/12/14/the-4-worst-patents-of-2015/","The mismatch between patents and the quickening pace of disruptive endangers our economy.","","2017-01-17 05:00:55","2017-01-17 05:00:55","2017-01-17 05:00:55","","","","","","","","","","","","","","","","","","","","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\E6U25WF2\The 4 worst patents of 2015.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRXSVD5H","webpage","","","Kansas v. Nebraska and Colorado","SCOTUSblog","","","","http://www.scotusblog.com/case-files/cases/kansas-v-nebraska-and-colorado/","[##CERT-STAGE##]","","2016-02-26 14:36:46","2016-02-26 14:36:46","2016-02-26 14:36:46","","","","","","","","","","","","","","","","","","","","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\AGCFX6VZ\kansas-v-nebraska-and-colorado.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HSMU3X9G","journalArticle","2015","Sivapalan, Murugesu; Blöschl, Günter","Time scale interactions and the coevolution of humans and water: TIME SCALE INTERACTIONS AND COEVOLUTION OF HUMANS AND WATER","Water Resources Research","","00431397","10.1002/2015WR017896","http://doi.wiley.com/10.1002/2015WR017896","","2015-09","2016-10-12 01:59:03","2016-10-12 01:59:03","2016-10-12 01:59:03","6988-7022","","9","51","","","Time scale interactions and the coevolution of humans and water","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HTBFVH2D","journalArticle","2007","Cockerill, Kristan; Tidwell, Vincent C.; Passell, Howard D.; Malczynski, Leonard A.","Commentary: cooperative modeling lessons for environmental management","Environmental Practice","","","","http://journals.cambridge.org/abstract_S1466046607070032","","2007","2016-06-08 19:57:05","2016-06-08 19:57:05","2016-06-08 19:57:05","28–41","","01","9","","","Commentary","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\MKCUEHF2\displayAbstract.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUUEI883","journalArticle","2014","Sanchez, Georgina M.; Nejadhashemi, A. Pouyan; Zhang, Zhen; Woznicki, Sean A.; Habron, Geoffrey; Marquart-Pyatt, Sandra; Shortridge, Ashton","Development of a socio-ecological environmental justice model for watershed-based management","Journal of Hydrology","","","","http://www.sciencedirect.com/science/article/pii/S0022169413005921","","2014","2016-06-09 20:32:10","2016-06-09 20:32:10","2016-06-09 20:32:10","162–177","","","518","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\PGCXEF67\S0022169413005921.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HZ78RQ28","journalArticle","2007","Klein, Linda R.; Clayton, Stephen R.; Alldredge, J. Richard; Goodwin, Peter","Long-Term Monitoring and Evaluation of the Lower Red River Meadow Restoration Project, Idaho, U.S.A.","Restoration Ecology","","1061-2971, 1526-100X","10.1111/j.1526-100X.2007.00206.x","http://doi.wiley.com/10.1111/j.1526-100X.2007.00206.x","","2007-06","2017-02-16 04:32:21","2017-02-16 04:32:21","2017-02-16 04:32:21","223-239","","2","15","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I5BPQMN4","case","1907","","Kansas v. Colorado, 206 U.S. 46. 94","","","","","","","1907","2016-02-26 18:18:18","2016-02-26 18:19:10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I65CRAB9","journalArticle","2014","Bark, Rosalind H.; Frisvold, George; Flessa, Karl W.","The role of economics in transboundary restoration water management in the Colorado River Delta","Water Resources and Economics","","22124284","10.1016/j.wre.2014.10.006","http://linkinghub.elsevier.com/retrieve/pii/S2212428414000516","","2014-11","2016-10-12 01:59:03","2016-10-12 01:59:03","2016-10-12 01:59:03","43-56","","","8","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I72ARJP6","journalArticle","2015","Tapsuwan, Sorada; Polyakov, Maksym; Bark, Rosalind; Nolan, Martin","Valuing the Barmah–Millewa Forest and in stream river flows: A spatial heteroskedasticity and autocorrelation consistent (SHAC) approach","Ecological Economics","","09218009","10.1016/j.ecolecon.2014.12.008","http://linkinghub.elsevier.com/retrieve/pii/S0921800914003759","","2015-02","2016-10-12 01:59:03","2016-10-12 01:59:03","2016-10-12 01:59:03","98-105","","","110","","","Valuing the Barmah–Millewa Forest and in stream river flows","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IADHPQXN","journalArticle","2004","Cattanéo, Franck; Suren, Alastair M.","Is the River Environment Classification an Improved Landscape-Scale Classification of Rivers?","Journal of the North American Benthological Society","","0887-3593","","","Landscape classifications, such as ecoregions, are widely promoted as spatial frameworks for aquatic conservation and environmental management. The River Environment Classification (REC) is an alternative approach to landscape-scale river classification. The REC classifies individual sections of river networks according to the climate, topography, geology, and land cover of the unique upstream watershed of each section. The classification is hierarchical and is based on the assumption that climate, topography, geology, and land cover are dominant causes of spatial variation in physical and biological characteristics of rivers at 4 spatial scales. The ability of the REC to explain variation in invertebrate samples collected from 237 sites in New Zealand was compared to that of region-based classifications using classification strength tests. Classifications with differing numbers of classes were compared using relative classification strengths calculated by expressing absolute classification strength as a proportion of the classification strength reached by an a posteriori classification with the same number of classes. The a posteriori classifications were derived by clustering sites by their invertebrate assemblage, so the classifications were close to the maximum possible strength attainable for a set number of classes. The relative classification strength of the REC was compared with an existing ecoregion classification and with classes that were defined by clustering sites based on intersite distances. The relative classification strength of the REC was higher (>55% of maximum attainable) than the strengths of classifications based on ecoregions (45%) or distance-based classes (<47%) when presence/absence data were used. The relative classification strength of the REC also was higher (>28% of maximum atainable) than the strengths of classifications based on ecoregions (22%) or distance-basedt classes (<24%) when relative abundance data were used. The higher classification strength of the REC was attributed to its explicit consideration of the causes of spatial variation in ecological characteristics of rivers. In addition, the REC was more likely than ecoregion classification to differentiate among geographically close sites that had contrasting watershed conditions because the REC represented the network spatial structure of rivers. However, the classification strength of the REC was low, indicating that it provided a general representation of ecological patterns, but could not be used to predict assemblage characteristics reliably for a specific site.","2004","2016-02-28 22:16:17","2016-02-28 22:16:17","","580–598","","3","23","","","","","","","","","","eng","","","","","Primo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IN5BEUAJ","journalArticle","2005","Karen, M. O'Neill","Can Watershed Management Unite Town and Country?","Society & Natural Resources","","0894-1920","10.1080/08941920590908097","","Resource agencies in the United States have taken up collaborative watershed management planning as a general policy tool. In doing so, they have adapted methods originally developed by voluntary partnerships in small rural watersheds and applied them across larger drainage areas with more diverse patterns of land use. Using Henri Lefebvre's concepts of social space, this article reviews research to identify the varied political, social, and physical characteristics that watershed organizers confront in urbanized and rural areas. Planners working in watersheds with diverse settlement patterns may find it difficult to meet the guiding principles suggested by the U.S. Environmental Protection Agency (U.S. EPA) and National Research Council: organizing watershed partnerships to involve those most affected by management decisions, making decisions within a specific geographic area, and using science and data to guide decisions over time.","2005","2016-02-28 22:17:17","2016-02-28 22:17:17","","241–253","","3","18","","","","","","","","","","","","","","","Primo","","","","","","","Collaboration; Land Use Planning; Spatial Scale; Watersheds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
